state,tract,BLL_geq_5,BLL_geq_10,tested,year,tested_suppressed,tested_ell,zero_sup_tested,BLL_geq_5_suppressed,BLL_geq_10_suppressed,ell_5,zero_sup_BLL_5,ell_10,zero_sup_BLL_10,median_annual_incomeE,house_price_medianE,poor_fam_propE,black_ppl_propE,bp_pre_1959E_prop,svi_socioeconomic_pctile,ped_per_100k,under_yo5_ppl,STATE_NAME,COUNTY,tests_p_kid,county,town,start_year,end_year
OH,39007000102,5,0,40,2011,FALSE,5,FALSE,TRUE,FALSE,4,FALSE,4,FALSE,-0.6494706182273864,-0.6599758773857297,0.9261779073658417,-0.5905537875211436,0.6888477497189797,1.0529979030106567,-1.1890181933325386,183,Ohio,Ashtabula County,0.2185792349726776,NA,NA,NA,NA
OH,39007000103,12,5,67,2011,FALSE,5,FALSE,FALSE,TRUE,4,FALSE,4,FALSE,-0.7494354333182677,-0.6989665221694404,1.6290833161804976,-0.6416751162309126,1.193564316436822,0.7086672959020315,-1.1890181933325386,241,Ohio,Ashtabula County,0.27800829875518673,NA,NA,NA,NA
OH,39007000200,5,0,31,2011,FALSE,5,FALSE,TRUE,FALSE,4,FALSE,4,FALSE,-0.48556262780191856,-0.07121714115169805,-0.6722750353563559,-0.5456630760201503,-0.2854344317501554,-0.41382014577366316,-1.1890181933325386,235,Ohio,Ashtabula County,0.13191489361702127,NA,NA,NA,NA
OH,39007000300,0,0,17,2011,FALSE,5,FALSE,FALSE,FALSE,4,FALSE,4,FALSE,-0.16508438838282066,-0.22717972028654088,0.5976054348190681,-0.5364718073434226,0.025539270096071008,-1.5423750871340915,-1.1890181933325386,110,Ohio,Ashtabula County,0.15454545454545454,NA,NA,NA,NA
OH,39007000400,5,0,19,2011,FALSE,5,FALSE,FALSE,FALSE,4,FALSE,4,FALSE,-1.0987881617483637,-0.9251122619149625,0.5511804323500274,-0.6075582923876968,0.6197177139470751,-0.03953125897166652,-1.1890181933325386,105,Ohio,Ashtabula County,0.18095238095238095,NA,NA,NA,NA
OH,39007000500,5,0,60,2011,FALSE,5,FALSE,TRUE,FALSE,4,FALSE,4,FALSE,-0.5492199171066933,-0.8666262947393965,0.6230829251512259,-0.46264294429818587,0.8582233057381072,0.6335819873034548,-1.1890181933325386,276,Ohio,Ashtabula County,0.21739130434782608,NA,NA,NA,NA
OH,39007000601,5,5,44,2011,FALSE,5,FALSE,TRUE,TRUE,4,FALSE,4,FALSE,-1.0392285722042256,-0.9602038422203022,0.9343428665647007,0.28111045146230074,1.1573608018695452,0.8823494743775276,-1.1890181933325386,197,Ohio,Ashtabula County,0.2233502538071066,NA,NA,NA,NA
OH,39007000602,5,0,39,2011,FALSE,5,FALSE,TRUE,FALSE,4,FALSE,4,FALSE,-0.5381656572873013,-0.4182338797267234,-0.3054602795958971,-0.5815272948948088,0.945931679925404,0.09016154678951174,-1.1890181933325386,224,Ohio,Ashtabula County,0.17410714285714285,NA,NA,NA,NA
OH,39007000603,5,0,44,2011,FALSE,5,FALSE,TRUE,FALSE,4,FALSE,4,FALSE,-0.15841371435387722,0.10943951301282824,0.8694024817250636,-0.569142417013452,-0.45451894798952214,0.44169730977375804,-1.1890181933325386,304,Ohio,Ashtabula County,0.14473684210526316,NA,NA,NA,NA
OH,39007000701,8,5,78,2011,FALSE,5,FALSE,FALSE,TRUE,4,FALSE,4,FALSE,-1.3026249010042217,-1.0238885620336964,2.288201351067604,0.0460347951907466,0.45918966371728376,1.5239875660380933,-1.1890181933325386,285,Ohio,Ashtabula County,0.2736842105263158,NA,NA,NA,NA
OH,39007000702,0,0,16,2011,FALSE,5,FALSE,FALSE,FALSE,4,FALSE,4,FALSE,-0.01242124846328608,-0.07121714115169805,-0.8087536470565506,-0.6416751162309126,0.46857654520533193,-0.0869336002586467,-1.1890181933325386,135,Ohio,Ashtabula County,0.11851851851851852,NA,NA,NA,NA
OH,39007000703,7,5,68,2011,FALSE,5,FALSE,FALSE,TRUE,4,FALSE,4,FALSE,-1.1865551729006056,-1.1499583135010276,1.2795616705885944,-0.13490511415314566,0.6490089138586241,1.3302067948569178,-1.1890181933325386,367,Ohio,Ashtabula County,0.18528610354223432,NA,NA,NA,NA
OH,39007000704,15,6,81,2011,FALSE,5,FALSE,FALSE,FALSE,4,FALSE,4,FALSE,-0.7148432237110324,-0.28436599930264994,0.7528854235117897,-0.5872931496953199,0.7500389389380184,0.7712383864008457,-1.1890181933325386,295,Ohio,Ashtabula County,0.2745762711864407,NA,NA,NA,NA
OH,39007000801,0,0,7,2011,FALSE,5,FALSE,FALSE,FALSE,4,FALSE,4,FALSE,-0.059211262009160916,-0.4130351270888953,-0.23056988840895037,-0.6416751162309126,0.3224637911952528,1.2608097672127787,-1.1890181933325386,90,Ohio,Ashtabula County,0.07777777777777778,NA,NA,NA,NA
OH,39007000802,0,0,15,2011,FALSE,5,FALSE,FALSE,FALSE,4,FALSE,4,FALSE,-0.8031820069228979,-0.3818426112619267,0.14286970519864775,-0.6124935385787265,-0.1685721805006502,0.6286521438096085,-1.1890181933325386,342,Ohio,Ashtabula County,0.043859649122807015,NA,NA,NA,NA
OH,39007000900,5,0,51,2011,FALSE,5,FALSE,TRUE,FALSE,4,FALSE,4,FALSE,-0.7115078866965606,-0.21548252685142766,0.08599466461198405,-0.419868182324735,0.3062773024475329,0.5706316780743447,-1.1890181933325386,248,Ohio,Ashtabula County,0.2056451612903226,NA,NA,NA,NA
OH,39007001001,0,0,12,2011,FALSE,5,FALSE,FALSE,FALSE,4,FALSE,4,FALSE,0.3573246834267228,0.151029534115453,-0.2366714300614657,-0.5819574782093166,-0.8211355994057353,0.004837332472947252,-1.1890181933325386,271,Ohio,Ashtabula County,0.04428044280442804,NA,NA,NA,NA
OH,39007001002,5,5,5,2011,TRUE,5,FALSE,TRUE,TRUE,4,FALSE,4,FALSE,-0.39627089115734687,0.2680014684665851,0.20693324637881558,-0.6360023502048556,-0.5675299347965411,-0.7634598151064302,-1.1890181933325386,195,Ohio,Ashtabula County,0.02564102564102564,NA,NA,NA,NA
OH,39007001101,5,5,5,2011,TRUE,5,FALSE,TRUE,TRUE,4,FALSE,4,FALSE,-0.4458244696580697,-0.24537535451893921,0.22010576032447135,-0.6416751162309126,-0.04901286452834434,0.16297154300631356,-1.1890181933325386,109,Ohio,Ashtabula County,0.045871559633027525,NA,NA,NA,NA
OH,39007001102,0,0,21,2011,FALSE,5,FALSE,FALSE,FALSE,4,FALSE,4,FALSE,-0.8979055781338949,0.19911799601536287,0.08802978269516702,-0.6267199973928024,-0.5479407273332444,-0.03005079071427023,-1.1890181933325386,351,Ohio,Ashtabula County,0.05982905982905983,NA,NA,NA,NA
OH,39007001301,5,0,20,2011,FALSE,5,FALSE,TRUE,FALSE,4,FALSE,4,FALSE,-0.38035656883115315,-0.23497784924328302,-0.5417524390332121,-0.6416751162309126,-0.7515056288901031,0.7037374524081856,-1.1890181933325386,237,Ohio,Ashtabula County,0.08438818565400844,NA,NA,NA,NA
OH,39009972600,8,0,94,2011,FALSE,5,FALSE,FALSE,FALSE,4,FALSE,4,FALSE,-1.0210271616395372,-1.006992615960755,0.7195479343742927,-0.620226764763166,0.3948251127915253,1.1383221173272215,-0.9965467206478653,287,Ohio,Athens County,0.32752613240418116,NA,NA,NA,NA
OH,39009972700,5,0,73,2011,FALSE,5,FALSE,TRUE,FALSE,4,FALSE,4,FALSE,-0.781549964000467,-0.8731247355366816,0.6773576072783679,-0.6244988178285369,0.6754551302793402,1.2323683624405903,-0.9965467206478653,214,Ohio,Athens County,0.3411214953271028,NA,NA,NA,NA
OH,39009972800,5,0,63,2011,FALSE,5,FALSE,TRUE,FALSE,4,FALSE,4,FALSE,-1.3899154354401104,-0.7158624682423818,0.16337747480780057,-0.5134653653398907,-0.45573435899881587,1.4200816339370326,-0.9965467206478653,195,Ohio,Athens County,0.3230769230769231,NA,NA,NA,NA
OH,39009972900,5,5,88,2011,FALSE,5,FALSE,TRUE,TRUE,4,FALSE,4,FALSE,-0.9041950707897559,0.4304624883987131,0.8095060102710298,-0.39993420293196896,-1.0990605952503654,0.6798466723995477,-0.9965467206478653,262,Ohio,Athens County,0.33587786259541985,NA,NA,NA,NA
OH,39009973000,0,0,31,2011,FALSE,5,FALSE,FALSE,FALSE,4,FALSE,4,FALSE,-0.5273972834977211,0.8190692480763632,-0.6907850437590418,-0.6148867992560428,0.8904511358720658,-0.14040344123036055,-0.9965467206478653,124,Ohio,Athens County,0.25,NA,NA,NA,NA
OH,39009973200,0,0,88,2011,FALSE,5,FALSE,FALSE,FALSE,4,FALSE,4,FALSE,-0.41504407378165914,0.31608993036649496,-0.6285155794871494,-0.5313316367552622,-1.5593919112739223,-0.060767507868233483,-0.9965467206478653,275,Ohio,Athens County,0.32,NA,NA,NA,NA
OH,39009973300,5,0,54,2011,FALSE,5,FALSE,TRUE,FALSE,4,FALSE,4,FALSE,0.3882956699896746,0.9204449245140109,-0.6332716374749624,-0.35588764080128554,-1.0654260179856174,-1.05356214378275,-0.9965467206478653,167,Ohio,Athens County,0.32335329341317365,NA,NA,NA,NA
OH,39009973400,5,0,43,2011,FALSE,5,FALSE,TRUE,FALSE,4,FALSE,4,FALSE,-0.7308528413804967,0.26410240398821405,0.3812147363102978,-0.5941821913615987,0.06980213188923462,1.0272110293505392,-0.9965467206478653,164,Ohio,Athens County,0.2621951219512195,NA,NA,NA,NA
OH,39009973500,5,0,62,2011,FALSE,5,FALSE,TRUE,FALSE,4,FALSE,4,FALSE,-0.5145324121561873,-0.32595602040527466,0.5307239931041254,-0.5248763498117345,-0.8465884841237797,0.8068849470486549,-0.9965467206478653,201,Ohio,Athens County,0.30845771144278605,NA,NA,NA,NA
OH,39009973600,5,0,58,2011,FALSE,5,FALSE,TRUE,FALSE,4,FALSE,4,FALSE,-0.16660911387515062,-0.3753441704646416,-0.5263620163461068,-0.6286263774860238,-0.6928388586433617,0.2896305989251254,-0.9965467206478653,228,Ohio,Athens County,0.2543859649122807,NA,NA,NA,NA
OH,39009973700,5,0,65,2011,FALSE,5,FALSE,TRUE,FALSE,4,FALSE,4,FALSE,0.21218987562556726,0.15362891043436705,-0.3318554798407049,-0.5896456383320536,-1.2166389071393005,0.29493966114926706,-0.9965467206478653,229,Ohio,Athens County,0.2838427947598253,NA,NA,NA,NA
OH,39009973800,5,0,101,2011,FALSE,5,FALSE,FALSE,FALSE,4,FALSE,4,FALSE,-0.04424989311567344,-0.08941277538409638,-0.5399487611339183,-0.6272570298156288,-1.0022839358232198,0.45496996533411277,-0.9965467206478653,268,Ohio,Athens County,0.376865671641791,NA,NA,NA,NA
OH,39009973902,0,0,0,2011,FALSE,5,FALSE,FALSE,FALSE,4,FALSE,4,FALSE,-2.380605824081485,0.5955228846497551,3.1157288597581476,-0.49345122974361827,-0.5507557170055492,1.4208400713976241,-0.9965467206478653,26,Ohio,Athens County,0,NA,NA,NA,NA
OH,39011040100,0,0,28,2011,FALSE,5,FALSE,FALSE,FALSE,4,FALSE,4,FALSE,0.5777428124116688,-0.29476350457830613,-0.6290950817659082,-0.6366806157079711,-0.34262484751648503,-0.5689206064646629,-0.660461918344628,275,Ohio,Auglaize County,0.10181818181818182,NA,NA,NA,NA
OH,39011040200,0,0,12,2011,FALSE,5,FALSE,FALSE,FALSE,4,FALSE,4,FALSE,-0.14106996187862422,0.1354332762019687,-0.3197095984886666,-0.43891874208830933,-0.6978466711298008,0.16486763665779297,-0.660461918344628,277,Ohio,Auglaize County,0.04332129963898917,NA,NA,NA,NA
OH,39011040300,5,0,50,2011,FALSE,5,FALSE,TRUE,FALSE,4,FALSE,4,FALSE,0.08630472716507712,-0.5560008246291679,-0.10712636751505923,-0.6416751162309126,0.2835564962489072,0.37002496974784405,-0.660461918344628,327,Ohio,Auglaize County,0.1529051987767584,NA,NA,NA,NA
OH,39011040400,5,0,51,2011,FALSE,5,FALSE,TRUE,FALSE,4,FALSE,4,FALSE,-0.38064245486096504,-0.15049811887857648,-0.15439472893480977,-0.6055493772760092,-0.5489180119566646,-0.9424510558060681,-0.660461918344628,456,Ohio,Auglaize County,0.1118421052631579,NA,NA,NA,NA
OH,39011040500,0,0,25,2011,FALSE,5,FALSE,FALSE,FALSE,4,FALSE,4,FALSE,0.8821161388180319,0.6553085399847781,-0.9414554683733402,-0.6368970152106982,-0.8108827914420179,-1.0129857396410946,-0.660461918344628,284,Ohio,Auglaize County,0.0880281690140845,NA,NA,NA,NA
OH,39011040600,5,5,54,2011,FALSE,5,FALSE,TRUE,TRUE,4,FALSE,4,FALSE,0.517134974091554,-0.2284794084459979,-0.0948581013311186,-0.6093398746436816,0.47870052180146955,0.2782540370162501,-0.660461918344628,276,Ohio,Auglaize County,0.1956521739130435,NA,NA,NA,NA
