all_properties,msoa11cd,bp_pre_1900_prop,bp_1900_1918_prop,bp_1919_1929_prop,bp_1930_1939_prop,bp_1945_1954_prop,bp_1955_1964_prop,bp_1965_1972_prop,bp_1973_1982_prop,bp_1983_1992_prop,bp_1993_1999_prop,bp_2000_2008_prop,bp_2009_prop,bp_2010_prop,bp_2011_prop,bp_2012_prop,bp_2013_prop,bp_2014_prop,bp_2015_prop,bp_2016_prop,bp_2017_prop,bp_2018_prop,bp_2019_prop,bp_2020_prop,bp_2021_prop,bp_pre_1929_prop,bp_pre_1939_prop,bp_pre_1954_prop,bp_pre_1982_prop,bp_pre_1992_prop,bp_pre_1999_prop,bp_post_2000_prop,bp_unkw_prop,house_terraced_prop,build_year_mean,build_year_median
4800,E02004293,0.08125,0.020833333333333332,0.13333333333333333,0.08541666666666667,0.2,0.027083333333333334,0.09375,0.1125,0.04375,0.08958333333333333,0.035416666666666666,0.010416666666666666,0.008333333333333333,0.0020833333333333333,0.008333333333333333,0.004166666666666667,0.008333333333333333,0.022916666666666665,0,0.004166666666666667,0.0020833333333333333,0.0020833333333333333,0.00625,0,0.23541666666666666,0.3208333333333333,0.5208333333333333,0.7541666666666667,0.7979166666666666,0.8875,0.11458333333333334,0,0.46458333333333335,1955.386694386694,1953.109375
4070,E02004304,0.09090909090909091,0.022113022113022112,0.14742014742014742,0.07616707616707617,0.09582309582309582,0.14250614250614252,0.14250614250614252,0.06142506142506143,0.0171990171990172,0.004914004914004914,0.1547911547911548,0.004914004914004914,0.012285012285012284,0.007371007371007371,0.002457002457002457,0.007371007371007371,0.002457002457002457,0,0,0.004914004914004914,0,0,0,0,0.26044226044226043,0.3366093366093366,0.43243243243243246,0.7788697788697788,0.796068796068796,0.800982800982801,0.19656019656019658,0.002457002457002457,0.3538083538083538,1954.076354679803,1959.1896551724137
3780,E02004294,0.12962962962962962,0.10052910052910052,0.010582010582010581,0.06349206349206349,0.021164021164021163,0.09788359788359788,0.10846560846560846,0.14285714285714285,0.10317460317460317,0.20105820105820105,0.018518518518518517,0,0,0.007936507936507936,0,0,0,0,0.0026455026455026454,0,0,0,0,0,0.24074074074074073,0.3042328042328042,0.32539682539682535,0.6746031746031746,0.7777777777777778,0.9788359788359788,0.0291005291005291,0,0.2830687830687831,1955.5761154855643,1970.2073170731708
4580,E02004305,0.06550218340611354,0.006550218340611353,0.1222707423580786,0.10043668122270742,0.13755458515283842,0.12008733624454149,0.024017467248908297,0.08951965065502183,0.017467248908296942,0.0611353711790393,0.0851528384279476,0.008733624454148471,0.013100436681222707,0.008733624454148471,0.015283842794759825,0.008733624454148471,0.015283842794759825,0.015283842794759825,0.015283842794759825,0.017467248908296942,0.019650655021834062,0.021834061135371178,0.013100436681222707,0,0.1943231441048035,0.29475982532751094,0.43231441048034935,0.665938864628821,0.683406113537118,0.7445414847161573,0.2576419213973799,0.002183406113537118,0.2816593886462882,1962.8823529411766,1960.1545454545455
3380,E02004295,0.07100591715976332,0.09763313609467456,0,0.10059171597633136,0.1242603550295858,0.08579881656804733,0.19822485207100593,0.09467455621301775,0.047337278106508875,0.07396449704142012,0.07396449704142012,0,0,0,0,0.0029585798816568047,0.008875739644970414,0,0,0,0,0.005917159763313609,0.011834319526627219,0.0029585798816568047,0.16863905325443787,0.2692307692307692,0.39349112426035504,0.7721893491124261,0.819526627218935,0.8934911242603552,0.10650887573964499,0,0.2869822485207101,1957.0118343195268,1965.7313432835822
3940,E02004320,0.030456852791878174,0.02284263959390863,0.027918781725888325,0.06598984771573604,0.1598984771573604,0.19543147208121828,0.0583756345177665,0.10152284263959391,0.12690355329949238,0.005076142131979695,0.19796954314720813,0.005076142131979695,0.0025380710659898475,0,0,0,0,0,0,0.0025380710659898475,0,0,0,0,0.08121827411167512,0.14720812182741116,0.30710659898477155,0.6624365482233502,0.7893401015228425,0.7944162436548222,0.20812182741116753,0.0025380710659898475,0.14720812182741116,1966.7278481012659,1963.9415584415585
3960,E02004321,0.06818181818181818,0.30303030303030304,0.16666666666666666,0.08585858585858586,0.007575757575757576,0.10858585858585859,0.022727272727272728,0.04040404040404041,0.047979797979797977,0.030303030303030304,0.06818181818181818,0.005050505050505051,0.005050505050505051,0.005050505050505051,0.012626262626262626,0.005050505050505051,0.0025252525252525255,0.0025252525252525255,0.005050505050505051,0,0.0025252525252525255,0,0,0,0.5378787878787878,0.6237373737373737,0.6313131313131313,0.803030303030303,0.851010101010101,0.8813131313131313,0.11363636363636366,0.005050505050505051,0.553030303030303,1938.53807106599,1926.5757575757575
4040,E02004322,0.007425742574257425,0.0049504950495049506,0.14356435643564355,0.3811881188118812,0.09158415841584158,0.1806930693069307,0.007425742574257425,0.04207920792079208,0.0024752475247524753,0.024752475247524754,0.05693069306930693,0,0,0,0,0,0,0,0,0,0.0049504950495049506,0.012376237623762377,0.024752475247524754,0.0024752475247524753,0.15594059405940594,0.5371287128712872,0.6287128712871287,0.858910891089109,0.8613861386138615,0.8861386138613863,0.10148514851485149,0.007425742574257425,0.36386138613861385,1949.9160401002507,1937.9772727272727
4010,E02004296,0.08728179551122195,0.14214463840399003,0.017456359102244388,0.09725685785536159,0.06234413965087282,0.08229426433915212,0.12967581047381546,0.08478802992518704,0.06982543640897755,0.08478802992518704,0.05486284289276808,0.007481296758104738,0.007481296758104738,0.007481296758104738,0.007481296758104738,0.00997506234413965,0.004987531172069825,0.004987531172069825,0,0.004987531172069825,0.004987531172069825,0.012468827930174564,0.00997506234413965,0,0.24688279301745636,0.34413965087281795,0.40648379052369077,0.7032418952618454,0.773067331670823,0.8578553615960101,0.13715710723192018,0.0024937655860349127,0.3092269326683292,1955.357142857143,1965.4711538461538
2880,E02004306,0.1388888888888889,0.0625,0.024305555555555556,0.1076388888888889,0.08333333333333333,0.14930555555555555,0.1701388888888889,0.03125,0.0625,0.020833333333333332,0.0763888888888889,0.003472222222222222,0.006944444444444444,0.010416666666666666,0.003472222222222222,0,0.013888888888888888,0.003472222222222222,0,0,0.003472222222222222,0.010416666666666666,0.006944444444444444,0.003472222222222222,0.22569444444444445,0.33333333333333337,0.4166666666666667,0.7673611111111112,0.8298611111111112,0.8506944444444445,0.1423611111111111,0.006944444444444444,0.21180555555555555,1950.839160839161,1959.8139534883721
3580,E02004323,0.05307262569832402,0.1005586592178771,0.12290502793296089,0.17597765363128492,0.03910614525139665,0.09776536312849161,0.09217877094972067,0.055865921787709494,0.05027932960893855,0.008379888268156424,0.11731843575418995,0.019553072625698324,0.01675977653631285,0.01675977653631285,0.01675977653631285,0.008379888268156424,0.002793296089385475,0,0,0,0,0,0,0,0.276536312849162,0.45251396648044695,0.4916201117318436,0.7374301675977655,0.787709497206704,0.7960893854748604,0.19832402234636873,0.008379888268156424,0.4106145251396648,1953.3047752808989,1955.5142857142857
3190,E02004308,0.018808777429467086,0.003134796238244514,0,0.009404388714733543,0,0.06583072100313479,0.45454545454545453,0.2601880877742947,0.06896551724137931,0.018808777429467086,0.01567398119122257,0.009404388714733543,0.012539184952978056,0.009404388714733543,0.009404388714733543,0.006269592476489028,0.01567398119122257,0.012539184952978056,0,0,0,0,0,0,0.0219435736677116,0.03134796238244514,0.03134796238244514,0.8119122257053292,0.8808777429467085,0.8996865203761756,0.09090909090909091,0,0.06269592476489028,1973.5696202531647,1971.1310344827587
3010,E02004309,0.04983388704318937,0.029900332225913623,0.03322259136212625,0.09634551495016612,0.17940199335548174,0.19269102990033224,0.07641196013289037,0.053156146179401995,0.07308970099667775,0.08970099667774087,0.07973421926910298,0.009966777408637873,0.009966777408637873,0.006644518272425249,0,0,0,0,0.009966777408637873,0.006644518272425249,0.0033222591362126247,0,0,0,0.11295681063122923,0.20930232558139533,0.38870431893687707,0.7109634551495018,0.7840531561461795,0.8737541528239204,0.12624584717607973,0,0.16611295681063123,1961.0398671096345,1960.198275862069
3110,E02004307,0.2282958199356913,0.12218649517684887,0.01929260450160772,0.10610932475884244,0.0932475884244373,0.08681672025723473,0.012861736334405145,0.05144694533762058,0.08681672025723473,0.08038585209003216,0.03858520900321544,0,0.012861736334405145,0.00964630225080386,0.006430868167202572,0,0.003215434083601286,0.012861736334405145,0.003215434083601286,0.012861736334405145,0,0.006430868167202572,0,0,0.3697749196141479,0.4758842443729903,0.5691318327974276,0.7202572347266881,0.8070739549839229,0.887459807073955,0.10610932475884244,0.006430868167202572,0.37942122186495175,1939.8446601941748,1947.0172413793102
2990,E02004324,0.09364548494983277,0.18394648829431437,0.21070234113712374,0.17725752508361203,0.020066889632107024,0.030100334448160536,0.016722408026755852,0.05016722408026756,0.030100334448160536,0.030100334448160536,0.0802675585284281,0.006688963210702341,0,0,0.006688963210702341,0,0,0.006688963210702341,0.016722408026755852,0.006688963210702341,0.006688963210702341,0.013377926421404682,0.0033444816053511705,0,0.4882943143812709,0.6655518394648829,0.68561872909699,0.7826086956521738,0.8127090301003344,0.8428093645484949,0.1471571906354515,0.010033444816053512,0.5351170568561873,1939.670608108108,1930.3396226415093
3710,E02004310,0.09164420485175202,0.03773584905660377,0.07816711590296496,0.04851752021563342,0.20485175202156333,0.09433962264150944,0.1752021563342318,0.07008086253369272,0.03773584905660377,0.05929919137466307,0.05660377358490566,0.013477088948787063,0.0026954177897574125,0.008086253369272238,0.005390835579514825,0.008086253369272238,0,0.005390835579514825,0,0,0,0,0.0026954177897574125,0,0.20754716981132076,0.2560646900269542,0.46091644204851756,0.8005390835579514,0.8382749326145552,0.8975741239892183,0.10242587601078168,0.0026954177897574125,0.2398921832884097,1954.1482479784368,1958.7285714285715
4430,E02004311,0.1038374717832957,0.029345372460496615,0.07674943566591422,0.1670428893905192,0.13318284424379231,0.09255079006772009,0.05417607223476298,0.0654627539503386,0.08803611738148984,0.0744920993227991,0.05417607223476298,0.002257336343115124,0.013544018058690745,0.006772009029345372,0.002257336343115124,0,0.004514672686230248,0,0.011286681715575621,0.004514672686230248,0.004514672686230248,0.004514672686230248,0.004514672686230248,0,0.20993227990970653,0.37697516930022573,0.510158013544018,0.7223476297968396,0.8103837471783295,0.8848758465011286,0.11286681715575621,0.002257336343115124,0.16478555304740405,1952.7420814479638,1953.2372881355932
3570,E02004312,0.05322128851540616,0.008403361344537815,0.0028011204481792717,0.0028011204481792717,0.0392156862745098,0.27170868347338933,0.4341736694677871,0.1092436974789916,0.0028011204481792717,0.0028011204481792717,0.04201680672268908,0,0,0,0,0,0,0.0028011204481792717,0.008403361344537815,0.011204481792717087,0,0,0,0,0.06442577030812324,0.06722689075630252,0.10644257703081232,0.9215686274509804,0.9243697478991597,0.927170868347339,0.06442577030812324,0.0028011204481792717,0.0784313725490196,1962.8714689265537,1966.8967741935485
3400,E02004313,0.09117647058823529,0.020588235294117647,0.07647058823529412,0.20294117647058824,0.21470588235294116,0.047058823529411764,0.047058823529411764,0.01764705882352941,0.020588235294117647,0.061764705882352944,0.07352941176470588,0,0.0058823529411764705,0.0029411764705882353,0.0058823529411764705,0,0.0029411764705882353,0,0.03235294117647059,0.07058823529411765,0.0029411764705882353,0,0,0,0.18823529411764706,0.3911764705882353,0.6058823529411764,0.7176470588235294,0.7382352941176471,0.8,0.19705882352941176,0.0029411764705882353,0.3941176470588235,1953.9867256637167,1949.5
4120,E02004314,0.22572815533980584,0.0412621359223301,0.038834951456310676,0.019417475728155338,0.019417475728155338,0.038834951456310676,0.05825242718446602,0.03155339805825243,0.02669902912621359,0.050970873786407765,0.10194174757281553,0.0024271844660194173,0,0,0.007281553398058253,0.03155339805825243,0.02912621359223301,0,0.04854368932038835,0.03155339805825243,0.0703883495145631,0.09466019417475728,0.007281553398058253,0,0.3058252427184466,0.3252427184466019,0.34466019417475724,0.4733009708737863,0.4999999999999999,0.5509708737864076,0.42475728155339804,0.03398058252427184,0.2645631067961165,1961.5149253731342,1987.909090909091
