msoa11cd,house_price_median_yrto_dec_95,house_price_median_yrto_sep_21,house_price_mean_median_1995to2000,house_price_mean_median_2017to2021
E02001109,33000,131500,37253.94736842105,98334.21052631579
E02001110,60000,276500,71505.26315789473,236284.07894736843
E02001111,26000,91000,26949.315789473683,75394.63157894737
E02001112,52500,234000,55913.02631578947,187831.44736842104
E02001113,24650,115000,25610.526315789473,86039.44736842105
E02001114,35700,152250,45005.26315789474,128128.94736842105
E02001115,43500,147000,46860.26315789474,140096.05263157896
E02001116,30000,101000,29384.86842105263,80537.15789473684
E02001117,61000,276000,69070.92105263157,242888.15789473685
E02001118,57000,234997.5,66428.94736842105,205792.23684210525
E02001119,28000,87000,22669.736842105263,74447.36842105263
E02001121,26500,85500,24653.947368421053,77434.21052631579
E02001123,35500,155000,41723.68421052631,119178.81578947368
E02001124,29972.5,110000,29678.684210526317,95360.52631578948
E02001125,38950,162000,39877.5,126651.31578947368
E02001126,27500,95000,27173.947368421053,83549.86842105263
E02001127,52145,156000,35893.15789473684,137070.76315789475
E02001128,34250,160000,34465.78947368421,120050
E02001129,35000,142000,32301.157894736843,141390.65789473685
E02001130,55000,188475,58290.78947368421,165532.8947368421
E02001131,44750,182500,45238.15789473684,154446.05263157896
E02006860,26000,120000,28461.842105263157,105314.34210526316
E02005240,34250,139000,36493.42105263158,122527.63157894737
E02005241,34000,130000,34609.21052631579,117635.52631578948
E02005242,34000,149500,37661.84210526316,132332.8947368421
E02005243,29250,165500,28700,103613.15789473684
E02005244,31000,120000,32763.13157894737,109190.78947368421
E02005245,47000,205000,48842.10526315789,168984.2105263158
E02005246,17000,100000,27194.736842105263,107945.65789473684
E02005247,57000,219950,57749.21052631579,185193.55263157896
E02005248,15500,70000,14265.78947368421,56531.31578947369
E02005249,21500,61999.5,19390.78947368421,52527.60526315789
E02005250,17750,71500,19701.315789473683,60538.15789473684
E02005251,46250,136625,46048.68421052631,114427.63157894737
E02005252,30000,146000,32515.78947368421,117315.78947368421
E02005253,59950,270000,68630.26315789473,235542.8947368421
E02005254,83000,278000,95950,259155.7894736842
E02005255,59950,202000,59975,191008.81578947368
E02005256,62950,195000,67353.21052631579,177095.3947368421
E02005257,38000,116975,39255.26315789474,105548.68421052632
E02005258,65500,225000,68682.44736842105,201421.05263157896
E02005259,44000,141000,47550,127697.36842105263
E02005260,53750,167950,54868.42105263158,151644.86842105264
E02005261,40000,115000,40628.42105263158,103065.78947368421
E02005262,66975,204125,70896.42105263157,206860.26315789475
E02005263,31600,86500,33120.15789473684,81886.84210526316
E02005264,38000,107000,37992.36842105263,99183.68421052632
E02005265,44000,130000,44142.05263157895,122231.57894736843
E02005266,29000,75250,27763.42105263158,70931.57894736843
E02005267,28500,95000,28872.13157894737,82681.18421052632
E02005268,32000,115000,29544.842105263157,92743.42105263157
E02005269,30000,98750,32132.894736842107,94157.8947368421
E02005270,89225,390000,92593.42105263157,318078.0263157895
E02005271,49100,240000,55639.47368421053,218533.81578947368
E02005272,40750,175000,45888.15789473684,181321.97368421053
E02005273,59950,235000,65831.57894736843,215841.57894736843
E02005274,64950,258000,62597.23684210526,245301.02631578947
E02005275,49000,196000,50828.94736842105,188546.18421052632
E02005276,58250,301500,66464.47368421052,268287.8157894737
E02005277,68500,265000,77446.05263157895,228660.52631578947
E02001132,35500,157000,41035.39473684211,135797.42105263157
E02001133,51000,185000,51269.73684210526,150497.13157894736
E02001134,46500,198975,55591.97368421053,184321.97368421053
E02001135,30500,105500,34817.10526315789,106851.97368421052
E02001136,40950,173750,51873.68421052631,145092.1052631579
E02001137,50097.5,198000,55437.89473684211,173339.47368421053
E02001138,62950,248975,68477.63157894737,204076.31578947368
E02001139,28250,96500,29431.57894736842,79242.1052631579
E02001140,34750,125000,36132.89473684211,119289.47368421052
E02001141,29000,90000,28756.57894736842,78292.8947368421
E02001142,54950,300000,74976.31578947368,240644.65789473685
E02001143,29475,131000,34273.15789473684,114447.1052631579
E02001144,49000,150000,45932.89473684211,133405.26315789475
E02001145,45000,157400,47700,146165.52631578947
E02001146,26250,105000,25490.78947368421,79182.8947368421
E02001147,32500,153747.5,48843.94736842105,142244.6052631579
E02001148,34000,150000,36889.07894736842,123553.94736842105
E02001149,30000,133500,31560.263157894737,106946.57894736843
E02001150,37850,154000,38642.92105263158,131562.63157894736
E02001151,40000,190000,41511.71052631579,147047.23684210525
E02001152,49600,170000,45416.97368421053,140691.84210526315
E02001153,45000,167995,45380.26315789474,149456.84210526315
E02001154,32975,135000,33410.26315789474,116265.78947368421
E02001155,34000,145000,34455,124107.36842105263
E02001156,58000,263000,59924.94736842105,205188.15789473685
E02005278,42000,200000,49763.02631578947,162226.31578947368
E02005279,34000,118000,33296.05263157895,105407.8947368421
E02005280,30500,162500,38019.73684210526,135025
E02005281,34950,175000,37035.52631578947,157013.15789473685
E02005284,52900,232500,57394.76315789474,189682.8947368421
E02005285,47500,219250,50864.07894736842,167565.7894736842
E02005286,38000,165000,38238.15789473684,129839.42105263157
E02006884,30000,126250,31268.42105263158,104934.21052631579
E02001157,29500,130000,31636.57894736842,104210.52631578948
E02001158,28000,126500,28277.63157894737,103668.42105263157
E02001159,48850,203000,43364.86842105263,173796.44736842104
E02001160,42750,192500,41851.31578947369,195129.47368421053
E02001161,48000,175000,46344.73684210526,136986.84210526315
E02001162,38500,185000,39932.36842105263,139515.7894736842
E02001163,49950,200000,48911.47368421053,183902.8947368421
E02001164,36750,178500,35590.78947368421,153402.1052631579
E02001165,37000,175500,38369.73684210526,145302.5
E02001166,46000,375000,52150,265589.4736842105
E02001167,38750,175000,36234.13157894737,142934.2105263158
E02001168,40000,193000,40681.57894736842,163939.34210526315
E02001169,80500,285000,84974.86842105263,259208.68421052632
E02001170,57000,306000,67889.21052631579,273237.5
E02001171,46000,216000,48835.52631578947,186015.7894736842
E02001172,22000,208000,19036.842105263157,178671.63157894736
E02001173,24750,175000,25193.07894736842,159291.97368421053
E02001174,43920,220000,42014.73684210526,178622.36842105264
E02001175,42050,190000,38744.47368421053,161974.86842105264
E02001176,48000,265000,48776.18421052631,223721.05263157896
E02001177,38450,176060,36963.15789473684,145509.73684210525
E02001178,41796,240166,46111.92105263158,194667.57894736843
E02001179,23200,166000,19870.263157894737,143657.8947368421
E02001180,NA,195000,23763.08823529412,157196.18421052632
E02001181,36475,165000,36714.47368421053,136559.2105263158
E02001182,32000,169250,34514.21052631579,149461.86842105264
E02001183,31000,157000,33570.92105263158,129586.84210526316
E02001184,34000,178250,45868.42105263158,174830.73684210525
E02001185,45000,175000,47983.81578947369,155993.68421052632
E02001186,40250,169000,38628.28947368421,152947.1052631579
E02001429,54500,170000,54652.63157894737,160945.47368421053
E02001430,58000,220000,65390.78947368421,207235.52631578947
E02001431,60000,191000,60497.36842105263,162826.2105263158
E02001432,45000,116250,47611.94736842105,111547.36842105263
E02001433,44500,160000,43493.42105263158,142709.2105263158
E02001434,46000,185000,47640.13157894737,162842.1052631579
E02001435,40875,170000,46048.68421052631,148588.15789473685
E02001436,49950,205000,53264.47368421053,175351.02631578947
E02001437,74500,277500,80375,258851.31578947368
E02001438,48000,211000,53339.21052631579,192443.42105263157
E02001439,43000,179000,50320.34210526316,168016.8947368421
E02001440,83000,290000,87313.13157894737,254428.94736842104
E02001441,89950,365000,104530.26315789473,338618.2894736842
E02001442,75000,290000,72637.76315789473,241586.84210526315
E02001443,80000,350000,88132.8947368421,307827.8947368421
E02001444,59950,235000,65642.23684210527,213781.97368421053
E02001445,54750,229725,61254.47368421053,193864.47368421053
E02001446,59725,210000,61469.47368421053,187972.34210526315
E02001447,54000,218995,60279.60526315789,187076.84210526315
E02001448,57450,210000,59442.76315789474,189196.05263157896
E02001449,64000,271500,69455.26315789473,238328.94736842104
E02001450,60000,343750,72559.21052631579,286786.84210526315
E02001451,36000,97000,34676.31578947369,87644.73684210527
E02001452,41000,111500,40850,104631.57894736843
E02001453,56500,249475,58761.71052631579,210577.52631578947
E02001454,53500,212000,61580.13157894737,178107.8947368421
E02001455,48500,172250,53245.92105263158,158338.42105263157
E02001456,49000,225000,51340.78947368421,185880.26315789475
E02001457,46500,109975,41588.15789473684,97218.42105263157
E02001458,43000,181000,47693.42105263158,171326.31578947368
E02001459,40700,135000,43550,124689.47368421052
E02001460,39950,131750,42209.73684210526,135947.36842105264
E02001461,42000,165000,44464.21052631579,146089.47368421053
E02001462,27000,85500,27239.473684210527,72884.21052631579
E02001463,32750,132250,42907.23684210526,131315.5
E02001464,26000,75000,23007.894736842107,58446.05263157895
E02001465,28000,80000,24493.28947368421,76493.42105263157
E02001466,32000,106000,29634.21052631579,83414.47368421052
E02004015,78000,467888,91190.34210526316,363809.8947368421
E02004016,64500,311250,74968.42105263157,284240.7894736842
E02004017,49972.5,219975,52978.68421052631,188538.02631578947
E02004018,42000,188250,48188.02631578947,163986.84210526315
E02004019,60000,255000,68359.21052631579,240293.42105263157
E02004020,55950,239500,60044.86842105263,229717.5
E02004021,82750,350000,97171.05263157895,312447.36842105264
E02004022,72000,315000,75284.21052631579,256210.52631578947
E02004023,66000,285000,73323.68421052632,262638.15789473685
E02004024,80000,340000,84986.57894736843,303592.1052631579
E02004025,64950,260000,66325,240628.94736842104
E02004026,41725,180000,42248.31578947369,171505.26315789475
E02004027,62500,282500,70685.15789473684,233814.47368421053
E02004028,58000,240000,62540.26315789474,224885.52631578947
E02005287,58000,259500,61841.97368421053,208039.47368421053
E02005288,52000,192500,52638.15789473684,170393.15789473685
E02005289,54000,235000,64323.55263157895,193497.36842105264
E02005290,59995,164000,62328.68421052631,158740.7894736842
E02005291,44500,159000,48319.73684210526,146168.42105263157
E02005292,47000,142000,48217.23684210526,139706.47368421053
E02005293,40000,147950,42308.94736842105,136548.68421052632
E02005294,40000,175000,45880.26315789474,163702.92105263157
E02005295,45000,152475,45843.68421052631,144825
E02005296,59950,270000,65857.8947368421,244143.42105263157
E02005297,60000,237500,64385.63157894737,204097.5
E02005298,48000,195500,49873.55263157895,178418.2894736842
E02005299,41950,151500,43074.89473684211,138995.7894736842
E02005300,46000,214000,67680.26315789473,189841.84210526315
E02005301,45000,137000,46191.18421052631,129776.31578947368
E02005302,48000,195000,55335.52631578947,167072.36842105264
E02005303,44500,152750,47093.02631578947,134709.2105263158
E02001406,55000,210000,60952.63157894737,195197.36842105264
E02001407,54000,179950,56744.73684210526,168417.1052631579
E02001408,49997.5,159750,49051.31578947369,140762.8947368421
E02001409,49572.5,130000,44577.5,133007.42105263157
E02001410,41000,132000,40319.60526315789,115123.07894736843
E02001411,53950,128499.5,50136.84210526316,117774.97368421052
E02001412,48250,191500,54259.21052631579,168540.23684210525
E02001413,42000,131500,43819.73684210526,116643.42105263157
E02001414,63300,250000,70141.34210526316,206771.15789473685
E02001415,35000,167000,48507.23684210526,149657.5
E02001416,31625,92500,28455.263157894737,82850.78947368421
E02001417,34400,90000,39399.23684210526,83320.92105263157
E02001418,41421,155000,38894.23684210526,146621.84210526315
E02001419,28250,70000,27182.894736842107,74076.31578947368
E02001420,56500,178500,48895.78947368421,161127.76315789475
E02001421,34625,124500,36364.21052631579,98828.68421052632
E02001422,25000,105000,28994.736842105263,82562.63157894737
E02001423,62000,230000,69902.63157894737,209838.15789473685
E02001424,35875,168500,36610.26315789474,148145.65789473685
E02001425,43050,139950,41171.05263157895,123073.68421052632
E02001426,42250,149500,42184.21052631579,131863.15789473685
E02001427,35997.5,160000,36328.39473684211,136828.94736842104
E02001428,58750,235000,64626.31578947369,191784.2105263158
E02001187,40000,186500,42642.10526315789,157328.94736842104
E02001188,38000,160000,37939.47368421053,138784.2105263158
E02001189,45500,242500,48953.94736842105,198736.26315789475
E02001190,20000,155000,24384.736842105263,157635.8947368421
E02001191,59000,245000,60519.44736842105,209092.1052631579
E02001192,56000,365000,66942.1052631579,314432.5
E02001193,38750,171250,38881.31578947369,149046.18421052632
E02001194,69000,320000,81359.21052631579,346728.4210526316
E02001195,45000,191400,47672.36842105263,168215.7894736842
E02001196,58750,309500,66231.44736842105,249419.73684210525
E02001197,59995,326000,68916.84210526316,284222.2368421053
E02001198,57475,230000,55598.68421052631,183467.1052631579
E02001199,58000,340000,65661.84210526316,291144.7368421053
E02001200,37000,155000,36252.63157894737,121451.31578947368
E02001201,41000,190000,44238.81578947369,166985.52631578947
E02001202,38500,176250,38925,148513.15789473685
E02001203,89500,441000,108319.34210526316,378278.94736842107
E02001204,43000,220000,48359.21052631579,188347.36842105264
E02001205,41000,173500,43596.05263157895,155353.94736842104
E02001206,58000,285000,66250,262618.4210526316
E02001207,54500,253250,62672.05263157895,230710.52631578947
E02001208,50750,252000,58760.39473684211,217335.52631578947
E02001209,40000,209750,44798.68421052631,169776.31578947368
E02001210,49725,236000,53055.26315789474,205247.36842105264
E02001211,61750,340501,75823.02631578948,312497.86842105264
E02001212,46000,218750,43561.84210526316,190103.2894736842
E02001213,48250,286000,55146.05263157895,244815.26315789475
E02001214,80500,400000,95286.84210526316,308790.7894736842
E02001215,62225,260650,71971.05263157895,239844.73684210525
E02001216,64000,342500,74063.15789473684,302352.63157894736
E02001217,43500,195000,48058.94736842105,181851.15789473685
E02001218,96975,401750,98996.05263157895,338482.8947368421
E02001219,59000,313000,68581.31578947368,258128.94736842104
E02001220,82000,335000,75808.81578947368,288250
E02001221,70750,335000,81705.26315789473,297144.0789473684
E02001222,66500,330000,77584.21052631579,279102.63157894736
E02001223,77500,422000,91359.68421052632,367199.86842105264
E02001224,73000,345000,79540.78947368421,295307.8947368421
E02001225,73500,365000,80629.6052631579,301407.84210526315
E02001226,59950,289000,65609.21052631579,250934.2105263158
E02001227,81000,435000,103666.05263157895,398923.94736842107
E02001228,89900,501000,106948.68421052632,488348.8157894737
E02001229,36500,167500,38748.68421052631,143390.7894736842
E02001230,58500,220000,59027.63157894737,185326.31578947368
E02001231,48000,195000,55805.26315789474,177723.68421052632
E02001232,34500,155000,34625.5,129763.15789473684
E02001233,39950,157500,40700.47368421053,131855.26315789475
E02001234,33000,141000,34135.52631578947,113803.68421052632
E02001235,35250,144975,38888.21052631579,144075.13157894736
E02001236,33950,137000,34492.89473684211,118500
E02001237,39850,170000,39026.52631578947,140163.73684210525
E02001238,38975,184250,42937.5,157222.1052631579
E02001239,35500,159950,39991.84210526316,135145.7894736842
E02001240,36000,159000,39521,134855.26315789475
E02001241,26950,114500,26213.026315789473,93084.21052631579
E02001242,40000,212550,47714.68421052631,196106.57894736843
E02001243,53500,239000,57482.89473684211,188242.1052631579
E02001244,45500,200000,48534.86842105263,157761.84210526315
E02001245,48000,165000,43224.86842105263,131384.2105263158
E02001246,44000,166000,48055.13157894737,140881.44736842104
E02001247,40000,153250,42613.02631578947,149901.05263157896
E02001248,34000,175000,36640.78947368421,156289.47368421053
E02001249,36750,150750,37265.78947368421,136421.05263157896
E02001250,64500,215000,53873.68421052631,173176.31578947368
E02001251,45950,175000,49403.94736842105,152314.47368421053
E02001252,47500,214000,50766.52631578947,179466.97368421053
E02001253,38000,170000,40385.78947368421,144611.84210526315
E02001254,36250,161000,39477.68421052631,134901.31578947368
E02001255,30778,145000,29754.894736842107,144811.84210526315
E02001256,34000,135000,35448.68421052631,120513.15789473684
E02001257,43000,175000,44981.52631578947,149934.07894736843
E02001258,54000,225000,53298.68421052631,192565.7894736842
E02001259,32000,207000,34249.47368421053,160049.13157894736
E02001260,50950,308500,56186.57894736842,254338.15789473685
E02001261,36500,234000,39764.47368421053,191293.13157894736
E02001262,51000,328000,55708.44736842105,265748.2894736842
E02001263,57075,320000,62298.42105263158,265864.5263157895
E02001264,48475,265000,53855.26315789474,230046
E02001265,49000,265000,54021.05263157895,229867.1052631579
E02001266,46000,238853,49321.05263157895,211158.2105263158
E02001267,44250,275625,48302.63157894737,246580
E02001268,55500,299500,59916.65789473684,279607.5789473684
E02001269,45000,261250,49173.68421052631,219402
E02001270,53000,292600,60836.84210526316,262080.26315789475
E02001271,51375,320000,60052.63157894737,267454.7368421053
E02001272,56000,341500,68116.97368421052,311868.6842105263
E02001273,54000,286000,61676.18421052631,228206.57894736843
E02001274,89475,430000,102443.94736842105,394297.36842105264
E02001275,41000,179499.5,42666.97368421053,153868.36842105264
E02001276,59500,290000,62869.73684210526,257756.57894736843
E02001277,49125,275000,53700,222214.47368421053
E02001278,65000,396000,76076.31578947368,330474.15789473685
E02001279,65000,392500,74326.31578947368,350542.1052631579
E02001280,66000,275000,67197.36842105263,246151.31578947368
E02001281,81250,423000,85573.68421052632,370977.8947368421
E02001282,58250,350000,66501.31578947368,290456.34210526315
E02001283,127250,463000,123827.63157894737,367448.6842105263
E02001284,91000,584000,117760.52631578948,512515.7894736842
E02001285,120000,575000,133546.05263157896,538539.4736842106
E02001286,132000,705500,157414.47368421053,617776.3157894737
E02002590,92000,363000,84389.73684210527,300827.63157894736
E02002591,60000,245000,65983.65789473684,225888.15789473685
E02002592,44000,210000,51384.21052631579,172065.7894736842
E02002593,45000,191500,47197.36842105263,162392.1052631579
E02002594,47000,169750,45853.94736842105,147618.42105263157
E02002595,42000,126500,38203.94736842105,111553.28947368421
E02002596,50000,192500,52690.42105263158,170207.36842105264
E02002597,40000,153000,39606.57894736842,127223.68421052632
E02002598,77495,259975,79762.8947368421,241468.81578947368
E02002599,68000,245000,72191.31578947368,214841.97368421053
E02002600,35000,130000,36236.84210526316,118047.76315789473
E02002601,45000,203000,53272.10526315789,178801.31578947368
E02002602,33000,127000,37389.34210526316,103886.84210526316
E02002603,50125,213500,55286.84210526316,180922.36842105264
E02002604,54000,228000,58880.13157894737,202850
E02002605,44000,180000,47884.15789473684,163952.63157894736
E02002606,32500,124000,33348.68421052631,110309.21052631579
E02002607,40000,166750,41136.18421052631,157760.52631578947
E02002608,51500,197000,57344.73684210526,175821.05263157896
E02002609,33500,145000,36234.21052631579,131598.68421052632
E02002610,71500,357500,83505.26315789473,301605.2631578947
E02002611,69975,282500,72602.63157894737,251911.7894736842
E02002612,65000,340000,69072.1052631579,270701.3157894737
E02002613,89000,386000,117726.31578947368,345497.5
E02002614,132700,495000,146633.2894736842,444998.6842105263
E02005304,55000,238000,65360.52631578947,212076.05263157896
E02005305,54100,239995,79945.92105263157,203194.2105263158
E02005306,62000,275000,73428.94736842105,240421.05263157896
E02005307,54250,195000,56500,187524.73684210525
E02005308,62500,299000,72367.1052631579,264782.84210526315
E02005309,56750,223750,63268.07894736842,210707.5
E02005310,53000,192250,55877.63157894737,178635.52631578947
E02005311,63125,295000,72113.15789473684,251235.26315789475
E02005312,52500,155000,56093.42105263158,148293.52631578947
E02005313,32000,98000,34168.36842105263,89772.36842105263
E02005314,36950,115000,37451.31578947369,105944.73684210527
E02005315,81500,340625,95651.31578947368,299571.05263157893
E02005316,41000,135247.5,49064.34210526316,125064.47368421052
E02005317,25000,84500,25369.736842105263,76981.57894736843
E02005318,52000,206500,59650,181788.15789473685
E02001287,54475,245000,60028.68421052631,213481.18421052632
E02001288,79725,208497.5,79306.57894736843,226369.34210526315
E02001289,48500,182000,52277.76315789474,169734.2105263158
E02001290,52650,183000,57531.31578947369,166209.2105263158
E02001291,40000,142500,42952.76315789474,118118.42105263157
E02001292,47250,177000,52086.31578947369,159335.52631578947
E02001293,41997.5,189995,44997.23684210526,148958.92105263157
E02001294,33950,125000,33781.57894736842,118684.21052631579
E02001295,31950,88000,34098.28947368421,83336.84210526316
E02001296,25997.5,95783.5,26319.342105263157,83343.86842105263
E02001297,35000,149000,39397.36842105263,121218.42105263157
E02001298,31747,98995,32016.815789473683,89565.52631578948
E02001299,40750,146000,39301.31578947369,119551.18421052632
E02001300,34000,121500,32825,109986.84210526316
E02001301,32000,112000,31906.57894736842,98635.78947368421
E02001302,40000,145000,56808.65789473684,126291.05263157895
E02001303,37950,153995,38257.89473684211,136245.92105263157
E02001304,46500,185000,52499.73684210526,172997.36842105264
E02001305,42000,147250,41342.76315789474,142503.42105263157
E02001306,44500,155000,45876.18421052631,134365.7894736842
E02001307,46850,175500,51884.21052631579,158750
E02001308,35625,137000,40205,128591.97368421052
E02001309,36500,134450,35374.86842105263,129036.18421052632
E02001310,29950,115000,30616.973684210527,106446.57894736843
E02001311,33000,135000,39894.26315789474,128190.78947368421
E02001312,30000,123000,35666.57894736842,117519.73684210527
E02001313,41500,124975,37482.63157894737,114611.71052631579
E02001314,45975,192000,55903.68421052631,169628.94736842104
E02001315,49475,216000,50018.15789473684,215952.76315789475
E02001316,27000,90000,28560.526315789473,76789.07894736843
E02001317,43250,171000,53622.07894736842,151466.7105263158
E02001318,54475,175000,50260.52631578947,146447.1052631579
E02001319,29972.5,122250,30068.157894736843,111848.68421052632
E02001320,35975,148500,36328.94736842105,111997.36842105263
E02001321,48000,140250,56003.55263157895,133894.73684210525
E02001322,40000,144000,45201.28947368421,128723.55263157895
E02001323,52500,188500,54699.73684210526,165500
E02001324,39975,126000,42506,121275.65789473684
E02001325,53250,215000,59231.18421052631,198278.15789473685
E02001326,46000,189995,52884.07894736842,164156.05263157896
E02001467,38500,172000,39201.31578947369,144563.15789473685
E02001468,36850,152500,37152.63157894737,132436.81578947368
E02001469,49747.5,205802.5,50770.92105263158,165751.42105263157
E02001470,48000,210000,51312.10526315789,179499.86842105264
E02001471,32750,115000,30371.052631578947,99355.26315789473
E02001472,46000,175250,48324.34210526316,147468.42105263157
E02001473,35000,148000,36400,125061.84210526316
E02001474,25500,80000,24930.263157894737,74786.84210526316
E02001475,34500,142500,38865.78947368421,123047.36842105263
E02001476,25500,95000,23700,83628.94736842105
E02001477,37950,111000,34138.81578947369,104841.31578947368
E02001478,40000,175000,44814.60526315789,156484.73684210525
E02001479,52375,256000,57469.73684210526,202998.68421052632
E02001480,57000,285250,60873.68421052631,240888.15789473685
E02001481,36500,166900,43925.39473684211,147556.84210526315
E02001482,24500,80000,23494.736842105263,70913.15789473684
E02001483,46000,200000,48778.94736842105,172586.84210526315
E02001484,47000,199950,49798.68421052631,180398.68421052632
E02001485,40000,130000,43634.21052631579,137109.2105263158
E02001486,48500,200000,45980.26315789474,148205.26315789475
E02001487,24250,88500,23267.105263157893,77567.1052631579
E02001488,32000,147250,37072.36842105263,130151.31578947368
E02001489,54975,245000,61912.76315789474,218301.31578947368
E02001490,44500,176000,47451.31578947369,163825
E02001491,32000,118000,33050,112313.15789473684
E02001492,53500,285000,62005.26315789474,242651.26315789475
E02001493,24500,95500,24364.473684210527,94553.81578947368
E02001494,75000,457000,95410.52631578948,366210.5263157895
E02001495,37250,150000,39603.94736842105,137789.07894736843
E02001496,65000,245000,67249.73684210527,200394.73684210525
E02001497,33800,154000,43008.94736842105,128772.1052631579
E02001498,50000,198497.5,55639.47368421053,189919.2105263158
E02001499,53000,265000,60705.52631578947,210060.52631578947
E02001500,53750,235000,61064.47368421053,211850
E02001501,50000,210250,57518.42105263158,192078.81578947368
E02001502,39999,165000,43436.52631578947,163893.02631578947
E02001503,53000,267750,60855.23684210526,223686.84210526315
E02001504,70000,320000,82942.1052631579,268709.2105263158
E02001505,45857.5,168000,47020.26315789474,157475.65789473685
E02001506,114500,430000,122888.15789473684,407020
E02001507,52125,215000,59281.44736842105,188356.44736842104
E02001508,44500,177000,46972.36842105263,162238.15789473685
E02005319,35000,93750,34967.10526315789,86118.42105263157
E02005320,46000,135000,46578.89473684211,124380.26315789473
E02005321,49500,165000,54339.47368421053,145657.8947368421
E02005322,48000,160000,49536.84210526316,152526.31578947368
E02005323,48000,137500,46619.73684210526,139408.81578947368
E02005324,75225,292000,85928.94736842105,269087.7631578947
E02005325,64500,231000,68867.1052631579,222577.47368421053
E02005326,45725,148000,49870.65789473684,129802.63157894737
E02005327,60000,288475,65594.73684210527,258424.73684210525
E02005328,55000,175000,59272.10526315789,162523.63157894736
E02005329,47500,131500,45017.10526315789,127064.21052631579
E02005330,50750,176000,58773.68421052631,161913.15789473685
E02005331,54250,195000,56027.63157894737,184958.34210526315
E02005332,59433,235000,63656.63157894737,189469.76315789475
E02001509,48500,167499.5,53002.89473684211,159993.26315789475
E02001510,32475,130000,39704.21052631579,113578.94736842105
E02001511,38125,140000,38922.36842105263,121681.44736842105
E02001512,40000,180000,45783.55263157895,177986.57894736843
E02001513,47975,170000,55015.65789473684,146589.2105263158
E02001514,30000,119375,29875.71052631579,119768.28947368421
E02001515,30500,105000,34884.21052631579,92588.15789473684
E02001516,47747.5,139975,42899.47368421053,131889.36842105264
E02001517,42000,160250,43215.78947368421,144126.31578947368
E02001518,41725,149000,41649.13157894737,138236.5
E02001519,38950,135000,39872.36842105263,131525.52631578947
E02001520,56000,183000,55060.52631578947,171220.2894736842
E02001521,29625,100000,30541.447368421053,85456.57894736843
E02001522,25000,102500,26853.552631578947,93394.6052631579
E02001523,33495,137500,36294.47368421053,121183.94736842105
E02001524,66000,305500,79626.31578947368,306103.2894736842
E02001525,27950,100000,26424.605263157893,87789.47368421052
E02001526,30500,115000,38442.10526315789,104592.1052631579
E02001527,47250,175000,53471.05263157895,143622.36842105264
E02001528,38500,130000,39008.94736842105,114986.57894736843
E02001529,45475,134000,44295.92105263158,124092.1052631579
E02001530,24997.5,101000,24618.157894736843,108510.78947368421
E02001531,29500,115000,27509.21052631579,126584.86842105263
E02001532,45000,200000,50256.31578947369,182431.57894736843
E02001533,26975,115000,29597.42105263158,106557.3947368421
E02001534,33750,158000,38994,134272.63157894736
E02001535,51750,317500,63799.34210526316,255159.2105263158
E02001536,35000,124000,37018.42105263158,130576.31578947368
E02001537,43000,140000,36495.92105263158,123696.05263157895
E02001538,42750,145000,48521.05263157895,124601.31578947368
E02002183,80000,372500,90994.73684210527,333928.15789473685
E02002184,82885,410000,83990,349151.1052631579
E02002185,68950,345000,87469.21052631579,304456.5789473684
E02002186,49950,196500,51630.26315789474,188968.42105263157
E02002187,96250,374000,90748.68421052632,316145.6052631579
E02002188,47750,216500,54801.97368421053,169757.1052631579
E02002189,38000,162000,50911.84210526316,150605.26315789475
E02002190,32000,117000,32273.552631578947,100494.73684210527
E02002191,29000,104475,30180.263157894737,97558.81578947368
E02002192,71500,272725,74103.81578947368,236422.36842105264
E02002193,31500,101250,31245.657894736843,85285.52631578948
E02002194,48500,145000,47282.89473684211,126876.31578947368
E02002195,61500,280000,68780.26315789473,252077.6052631579
E02002196,48000,174000,52911.68421052631,163288.15789473685
E02002197,41225,162250,45555.26315789474,149178.68421052632
E02002198,55000,195000,54933.57894736842,173775
E02002199,65500,220000,66555.26315789473,219796.57894736843
E02002200,55000,219250,57211.84210526316,200359.2105263158
E02002201,45000,159950,53227.63157894737,162852.23684210525
E02002202,48000,185500,49089.47368421053,157864.6052631579
E02002203,39000,128975,39762.5,118275
E02002204,55450,185000,58543.02631578947,172995.65789473685
E02002205,42000,166000,50428.23684210526,158283.94736842104
E02002206,42500,150000,46676.18421052631,138255.26315789475
E02002207,41850,148000,44648.42105263158,132905.26315789475
E02002208,41500,121500,39284.21052631579,112971.97368421052
E02002209,30750,132000,32937,101134.21052631579
E02002210,49725,135750,48013.68421052631,121526.31578947368
E02002211,59000,165500,52769.47368421053,149788.15789473685
E02002212,51000,130000,47286.84210526316,118111.84210526316
E02002213,55000,172500,50054.65789473684,184272.63157894736
E02002214,37250,132000,41996.05263157895,121263.02631578948
E02002215,38875,115750,39414.47368421053,103818.42105263157
E02002216,37750,90000,33400,116920
E02002217,31800,89500,31565.78947368421,77855.26315789473
E02002218,49500,145000,47764.47368421053,136080.65789473685
E02002219,28000,80000,29119.736842105263,78072.36842105263
E02002220,34000,95000,30548.684210526317,88894.31578947368
E02002221,24000,59995,24397.36842105263,62650.13157894737
E02002222,36000,115000,38547.36842105263,111510.52631578948
E02002223,24000,53500,23658.5,63017.10526315789
E02002224,24000,80000,21373.947368421053,66460.52631578948
E02002225,38750,154250,41878.15789473684,130929
