msoa11cd,house_price_median_yrto_dec_95,house_price_median_yrto_sep_21,house_price_mean_median_1995to2000,house_price_mean_median_2017to2021
E02004501,75000,400000,84386.44736842105,365000
E02004502,96000,655000,134144.73684210525,621330.2631578947
E02004503,59995,340000,70598.02631578948,319762.8947368421
E02004504,59000,342000,65984.6052631579,328512.5
E02004505,71000,408000,80085.26315789473,433249.7368421053
E02004506,86000,437500,94671.05263157895,402447.36842105264
E02004507,51500,255000,55944.47368421053,238684.2105263158
E02004508,59997.5,402500,76719.97368421052,350805
E02004509,54000,316000,69634.23684210527,300223.6842105263
E02004512,44997.5,230000,50361.57894736842,196631.44736842104
E02004513,43000,225000,45495.44736842105,186499.86842105264
E02004514,66250,410000,81161.31578947368,345115.7894736842
E02004515,62000,335000,74973.68421052632,308414.7368421053
E02004516,40000,210000,44944.73684210526,204276.31578947368
E02004517,55000,323750,64930.55263157895,301210
E02004518,60000,319000,72881.18421052632,285723.6842105263
E02004519,59950,350000,72220.92105263157,311506.3157894737
E02004520,48000,266500,63286.97368421053,237736.84210526315
E02004521,41500,247000,50062.89473684211,244707.7105263158
E02004522,57000,332750,62814.21052631579,290341.1842105263
E02004523,45000,244000,49278.81578947369,233289.2105263158
E02004524,81000,395000,90968.28947368421,370796.05263157893
E02004525,57000,335000,72906.31578947368,311156.44736842107
E02004526,64500,400000,75761.84210526316,344105.2631578947
E02006922,53000,286000,60719.47368421053,259026.18421052632
E02004856,73750,415000,90847.36842105263,387513.15789473685
E02004857,72600,480000,102577.63157894737,481572.5
E02004858,69600,420000,84175,382947.36842105264
E02004859,100000,650000,132015.7894736842,551421.052631579
E02004860,42950,330000,51492.10526315789,297197.36842105264
E02004861,116500,656500,144248.68421052632,595172.3684210526
E02004862,56000,315000,66853.94736842105,302684.2105263158
