msoa11cd,median_annual_incomeE,median_annual_incomeE_lower_bound,median_annual_incomeE_upper_bound
E02002992,45400,38000,54300
E02002993,42500,35400,51000
E02002994,50200,42000,60000
E02002995,35200,29500,42000
E02002996,45100,37000,55100
E02002997,41100,34200,49400
E02002998,38100,31900,45600
E02002999,40800,34100,48800
E02003000,47300,39700,56500
E02003001,53200,44500,63600
E02003002,43700,36600,52100
E02003003,43900,36900,52400
E02003004,45600,38200,54400
E02003005,53400,44700,63900
E02003006,44600,37300,53200
E02003007,44900,37600,53600
E02003008,42000,35100,50300
E02003009,45600,38200,54600
E02003010,40800,34100,48700
E02003011,41600,34800,49700
E02003172,34700,29100,41500
E02003173,33700,28200,40300
E02003174,38100,32000,45500
E02003175,41200,34500,49200
E02003176,30900,25800,36900
E02003177,44000,36800,52600
E02003178,35300,29600,42200
E02003179,34900,29200,41600
E02003180,35700,29800,42700
E02003181,43900,36700,52500
E02003182,46700,39100,55800
E02003183,43100,36100,51500
E02003184,39800,33400,47500
E02003185,41700,35000,49700
E02003186,39200,32800,46700
E02003187,38900,32600,46500
E02003188,33500,27800,40400
E02003189,37700,31500,45200
E02003190,32400,26900,39000
E02003191,40200,33600,48000
E02003192,34400,28600,41300
E02006883,37600,30900,45600
E02006885,39100,32600,47000
E02003012,39100,32800,46700
E02003013,35100,29400,41900
E02003014,32700,27300,39100
E02003015,42200,35400,50400
E02003016,40600,34000,48500
E02003017,46400,38800,55600
E02003018,43600,36500,52000
E02003019,40500,33900,48400
E02003020,56200,47000,67300
E02003021,50500,42200,60300
E02003022,60000,50000,71900
E02003023,40200,33700,48100
E02003024,36900,30900,44000
E02003025,35700,29900,42600
E02003026,54400,44900,66100
E02003027,57900,48300,69300
E02003028,56600,47300,67800
E02003029,37200,31200,44500
E02003030,43600,36300,52300
E02003031,55900,46600,66900
E02003032,39100,32800,46700
E02003033,59500,49100,72000
E02003034,40800,34000,48900
E02003036,46700,38500,56500
E02003037,54500,45100,65800
E02003038,36500,30500,43700
E02003039,36900,30900,44000
E02003040,38700,32300,46300
E02003041,54000,44800,65100
E02003043,47500,39000,57900
E02003044,43800,36600,52400
E02003045,45200,37600,54400
E02003046,44100,36900,52700
E02003047,47500,39700,56900
E02003048,46000,38300,55200
E02003049,39100,32700,46600
E02003050,38700,32200,46400
E02003051,45000,37700,53700
E02003052,45500,38100,54300
E02003053,43800,36700,52200
E02003054,43900,36700,52400
E02003055,35000,29200,41800
E02003056,31600,26400,37800
E02003057,38300,32100,45700
E02003058,36200,30400,43300
E02003059,36600,30700,43800
E02003060,36700,30800,43800
E02003061,32500,27200,38900
E02003062,28500,23900,34100
E02003063,41600,34800,49800
E02003064,28200,23600,33800
E02006887,39100,32400,47100
E02006888,32800,27400,39300
E02006889,29100,24300,34800
E02006890,38700,32300,46300
E02003931,33600,28100,40100
E02003932,37300,31200,44500
E02003933,33400,28000,40000
E02003934,37100,31100,44400
E02003935,36000,30200,42900
E02003936,39000,32600,46600
E02003937,35500,29700,42400
E02003938,35700,29900,42600
E02003939,35400,29600,42200
E02003892,38900,32600,46500
E02003940,39700,33300,47400
E02003893,40600,34000,48400
E02003894,38700,32400,46100
E02003941,37100,31100,44200
E02003942,32700,27400,39100
E02003895,37900,31800,45200
E02003896,35100,29400,41900
E02003952,36700,30700,43700
E02003953,37900,31800,45200
E02003954,34000,28400,40600
E02003955,35000,29400,41800
E02003897,47700,40000,56900
E02003898,43400,36400,51800
E02003956,34900,29200,41800
E02003899,38300,32000,45900
E02003900,43100,36200,51400
E02003957,38400,32200,45700
E02003901,34800,29100,41700
E02003902,35800,30000,42800
E02003958,36900,30900,44000
E02003959,34300,28800,41000
E02003905,43900,36800,52400
E02003906,38200,32000,45700
E02003903,39800,33300,47400
E02003960,35100,29400,42000
E02003961,42100,35400,50200
E02003904,35500,29700,42500
E02003962,39600,33200,47200
E02003963,31000,26000,37000
E02003907,40000,33500,47700
E02003964,37700,31500,45100
E02003908,42500,35700,50700
E02003909,42600,35700,50800
E02003910,38200,31900,45700
E02003918,40400,33800,48300
E02003919,31800,26600,38000
E02003911,44400,37100,53100
E02003912,40400,33900,48200
E02003920,38300,32100,45700
E02003921,38600,32300,46300
E02003922,35300,29600,42100
E02003923,33600,28100,40200
E02003924,32800,27400,39200
E02003943,33700,28200,40400
E02003925,35100,29400,42000
E02003913,42700,35700,51000
E02003944,34300,28700,41000
E02003945,36700,30800,43900
E02003926,40700,34100,48600
E02003914,39400,32900,47300
E02003946,37200,31100,44400
E02003915,32400,27000,38800
E02003916,37200,30900,44700
E02003917,40000,33500,47900
E02003947,37000,31000,44300
E02003927,37800,31500,45400
E02003948,34000,28300,40700
E02003949,29700,24800,35700
E02003950,33800,28300,40400
E02003951,35100,29400,41900
E02003928,38900,32600,46500
E02003929,37600,31500,44900
E02003930,35300,29500,42200
E02006781,37000,31000,44300
E02003065,43400,36000,52400
E02003066,51300,42500,61900
E02003067,45800,38300,54800
E02003068,45400,37700,54600
E02003069,45300,37600,54700
E02003070,52100,43300,62600
E02003071,37200,31100,44500
E02003072,41800,35000,49800
E02003073,51100,42600,61300
E02003074,40500,33700,48600
E02003075,51300,42700,61500
E02003076,44800,37400,53700
E02003077,48200,40200,57800
E02003078,43900,36800,52500
E02003079,39700,33200,47500
E02003080,34300,28600,41000
E02003081,38800,32500,46300
E02003082,33000,27600,39600
E02003084,29700,24800,35700
E02003085,28800,24000,34400
E02003086,33100,27700,39500
E02003087,42500,35600,50700
E02003088,45600,38200,54500
E02003089,39400,33000,47100
E02006845,41200,34500,49300
E02006846,45900,38300,55000
E02003122,45500,38100,54500
E02003123,37100,31000,44300
E02003124,36100,30200,43100
E02003125,33600,28100,40200
E02003126,36200,30200,43400
E02003127,34200,28600,40900
E02003128,33700,28300,40300
E02003129,41000,34300,49000
E02003130,36000,30000,43100
E02003131,35900,30000,42900
E02003132,42400,35400,50800
E02003133,41400,34600,49300
E02003134,36500,30300,44000
E02003135,36100,30000,43400
E02003136,41700,34900,49700
E02003137,47400,39800,56500
E02003138,48300,40500,57600
E02003139,50300,41800,60400
E02003140,45000,37700,53700
E02003141,38300,32100,45700
E02003142,36200,30300,43400
E02003143,39000,32600,46600
E02003144,36300,30300,43600
E02003145,39700,33300,47500
E02003146,40600,34000,48600
E02003147,30300,25300,36300
E02003148,27500,22800,33300
E02003149,33700,28200,40300
E02003150,33600,28000,40400
E02003151,43600,36600,52000
E02003152,44200,37000,52700
E02003153,44100,37000,52700
E02003194,47000,39400,56200
E02003195,43900,36800,52400
E02003196,49900,41700,59800
E02003197,41200,34400,49300
E02003198,42500,35400,50900
E02003199,40900,34200,48800
E02003200,35900,30000,43000
E02003201,37200,31100,44500
E02003202,39500,33100,47300
E02003203,39600,33200,47400
E02003204,39900,33400,47700
E02003205,40200,33600,48100
E02003206,47200,39600,56400
E02003207,37600,31300,45000
E02003208,36100,30200,43200
E02003209,36500,30400,43900
E02003210,44300,37000,52900
E02003211,44200,36900,52900
E02003090,51300,42900,61300
E02003091,46700,39100,55800
E02003092,50900,42600,60900
E02003093,51200,42800,61100
E02003094,52300,43700,62500
E02003095,49200,41200,58700
E02003096,42400,35500,50600
E02003097,45900,38500,54800
E02003098,57000,47400,68500
E02003099,40500,33900,48300
E02003100,43600,36400,52100
E02003101,55900,46600,67000
E02003102,51000,42700,60900
E02003103,44500,37000,53500
E02003104,47800,40000,57000
E02003105,44600,37400,53200
E02003106,53800,44300,65300
E02003107,40500,34000,48300
E02003108,44700,37500,53300
E02003109,54100,45300,64800
E02003110,61200,50900,73600
E02003111,43600,36500,52200
E02003112,38500,32200,45900
E02003113,47600,39900,56800
E02003114,39500,33100,47100
E02003115,38600,32300,46000
E02003116,35600,29800,42600
E02003117,40600,34000,48500
E02003118,44200,37000,52700
E02003119,42600,35700,50800
E02003120,44400,37300,53000
E02003121,46000,38500,54900
E02003212,44500,37400,53000
E02003214,33400,27700,40200
E02003215,43900,36700,52400
E02003216,40400,33900,48200
E02003217,37900,31800,45300
E02003218,39900,33200,47900
E02003219,51300,42900,61400
E02003220,44500,37300,53200
E02003221,38700,32300,46300
E02003222,55100,45700,66500
E02003223,43600,36400,52200
E02003224,44900,37600,53700
E02003225,51300,42500,61900
E02003226,38800,32200,46800
E02003227,32500,27100,38900
E02003228,44900,37600,53600
E02003229,51000,42600,61000
E02003230,46600,38800,55900
E02003231,33500,28000,40200
E02003232,50000,41900,59800
E02003233,38900,32600,46400
E02003234,41100,34400,49100
E02003235,51800,43400,61900
E02003236,45700,38400,54500
E02006847,57900,48000,69900
E02006848,63900,51800,78800
E02006849,63100,52000,76500
E02003154,34000,28400,40700
E02003155,33600,28200,40200
E02003156,38800,32500,46300
E02003157,33300,27900,39700
E02003158,31600,26400,37800
E02003159,34200,28700,40900
E02003161,27600,23000,33200
E02003163,35800,29900,42900
E02003164,37000,31000,44100
E02003165,37500,31400,44800
E02003166,35800,29900,42900
E02003167,27400,22800,32900
E02003168,35100,29400,41900
E02003169,39600,33200,47300
E02003170,33900,28400,40600
E02003171,34500,28900,41300
E02006840,40600,34000,48500
E02006644,47600,39900,56800
E02006645,47300,39600,56500
E02006646,49100,41100,58500
E02006647,52900,44200,63200
E02006648,51300,43000,61300
E02006649,43000,36000,51200
E02006650,48100,40300,57500
E02006651,54800,45900,65600
E02006652,53900,45000,64500
E02006653,49400,41300,59100
E02006654,39800,33300,47500
E02006634,48300,40500,57700
E02006655,49100,41100,58700
E02006656,54900,45600,66000
E02006657,45100,37600,54000
E02006658,45500,38100,54300
E02006659,50200,41900,60200
E02006660,46600,39100,55600
E02006635,42600,35600,51000
E02006678,41400,34700,49500
E02006679,47900,40100,57100
E02006680,38300,32100,45800
E02006681,48700,40800,58100
E02006636,42700,35800,50900
E02006637,45700,38300,54500
E02006638,38600,32300,46100
E02006682,47200,39500,56400
E02006639,46200,38700,55200
E02006640,48200,40400,57400
E02006683,49700,41600,59300
E02006684,39900,33500,47700
E02006685,47500,39700,56800
E02006686,43700,36300,52600
E02006641,48400,40600,57800
E02006687,44600,37200,53500
E02006688,42300,35500,50500
E02006689,48600,40700,58000
E02006642,48900,40900,58400
E02006690,45100,37800,53900
E02006691,41700,34900,49700
E02006643,43900,35900,53700
E02006692,41800,35000,49900
E02006693,43700,36600,52200
E02006694,37500,31400,44700
E02006661,52300,42700,64100
E02006662,49000,40700,58900
E02006695,46100,38600,55000
E02006663,47700,39900,56900
E02006664,49100,41100,58600
E02006665,41300,34700,49300
E02006666,47300,39600,56300
E02006667,40200,33600,48000
E02006668,43800,36700,52300
E02006669,43100,36100,51500
E02006670,42500,35600,50800
E02006671,43800,36700,52400
E02006672,49500,41500,59100
E02006673,41100,34400,49100
E02006674,45700,38300,54500
E02006675,50600,42400,60500
E02006676,42100,35300,50200
E02006677,48300,40500,57700
E02004129,40500,33900,48300
E02004130,35000,29300,41900
E02004131,39600,33200,47300
E02004132,47300,39700,56500
E02004133,37400,31300,44600
E02004134,50800,42400,60700
E02004135,41500,34700,49600
E02004136,45200,37900,53900
E02004137,41300,34600,49400
E02004138,33500,28000,40000
E02004139,37500,31400,44700
E02004140,39400,33000,47100
E02004141,43900,36700,52500
E02004142,45200,37600,54300
E02004143,41500,34800,49500
E02004144,41400,34700,49400
E02004145,41100,34500,49100
E02004146,37000,31000,44100
E02004147,37900,31700,45300
E02004148,36800,30800,44100
E02004149,45400,36700,56200
E02004150,38800,32500,46300
E02004151,45900,38300,55000
E02004152,39400,32800,47400
E02004153,43700,36500,52300
E02004154,42200,35400,50500
E02004155,37600,31600,44900
E02004156,32800,27300,39500
E02004157,46900,39200,56100
E02004158,42100,35300,50300
E02004159,51400,43000,61500
E02004160,40200,33600,47900
E02004161,39500,33100,47300
E02004162,42000,35200,50000
E02004163,43700,36500,52400
E02004164,41700,34800,49800
E02004165,44500,37200,53100
E02004166,42700,35900,50900
E02004167,36100,30300,43000
E02004168,35900,30100,42800
E02004169,42600,35700,50800
E02004170,38400,32100,45900
E02004171,46200,38800,55100
E02004172,41800,35000,49800
E02004173,42900,36000,51300
E02004174,39000,32700,46400
E02004175,31500,26400,37700
E02004176,36200,30200,43200
E02004177,35400,29500,42300
E02004178,42000,35200,50200
E02004179,39600,33100,47300
E02004180,43900,36800,52500
E02004181,39700,33300,47400
E02004182,31200,26000,37300
E02004183,37500,31400,44800
E02004184,39000,32700,46600
E02004185,40100,33600,47800
E02004186,41200,34500,49300
E02004187,37800,31700,45100
E02004188,38400,32100,45800
E02004189,44500,37300,53100
E02004190,44400,37100,53100
E02004191,37800,31500,45300
E02004192,43300,36200,51800
E02004193,46200,38800,55100
E02004194,42700,35800,51000
E02004195,35600,29800,42500
E02004196,45200,37800,54000
E02004197,48800,40800,58300
E02004198,35600,29800,42400
E02004199,42000,35000,50500
E02004200,39100,32700,46700
E02004201,42400,35500,50700
E02004202,46500,39000,55500
E02004203,45600,38200,54500
E02004204,43200,36200,51500
E02004205,39700,33300,47400
E02004206,34600,29000,41400
E02004207,41700,35000,49800
E02004208,42700,35800,51000
E02004209,38100,31900,45400
E02004210,31900,26600,38100
E02004211,43300,36300,51600
E02004212,42800,35800,51100
E02004213,43600,36200,52600
E02004214,34400,28800,41100
E02004215,37000,31000,44200
E02004216,41500,34700,49600
E02004217,37700,31500,45000
E02004218,42000,35100,50100
E02004219,43400,36300,51800
E02004220,34400,28700,41100
E02004221,38100,31900,45500
E02004222,33800,28300,40400
E02004223,36200,30300,43300
E02004224,38600,32300,46100
E02004225,36500,30600,43600
E02004226,41400,34600,49400
E02004227,36000,30100,43100
E02004228,38400,32100,46000
E02004229,39800,33400,47500
E02004230,37200,31200,44400
E02004231,42200,35300,50400
E02004232,41000,34400,49000
E02004233,39200,32900,46700
E02004234,44200,37000,52800
E02004235,43200,36200,51600
E02004236,41300,34600,49200
E02004237,42000,35200,50100
E02004238,39000,32600,46500
E02004239,40900,34300,48800
E02004240,35100,29400,41800
E02004241,36900,30900,44100
E02004242,39800,33300,47600
E02004243,46300,38800,55300
E02004244,45000,37700,53700
E02004245,45000,37600,53800
E02004246,45800,38300,54700
E02004247,49800,41700,59500
E02004248,38800,32400,46400
E02004249,50000,41900,59800
E02004250,37300,31200,44500
E02004251,42300,35400,50500
E02004252,38500,32200,46000
E02004253,44000,36900,52500
E02004254,47300,39700,56400
E02004255,38200,32000,45600
E02004256,46900,39200,56100
E02004257,40400,33800,48200
E02004258,39200,32900,46700
E02004259,43100,35900,51600
E02004260,43500,36100,52300
E02004261,40800,34300,48700
E02004262,45800,38400,54700
E02004263,43600,36400,52100
E02004264,40000,33500,47700
E02004265,37900,31800,45200
E02004266,42200,35300,50500
E02004267,42400,35500,50600
E02004268,36700,30700,43700
E02004269,36600,30500,43800
E02004270,46100,38700,55000
E02004271,40800,34200,48600
E02004272,46400,38900,55300
E02004273,38100,31900,45600
E02004274,36200,30300,43200
E02004275,42500,35600,50800
E02004276,37700,31400,45200
E02004277,41200,34500,49200
E02004278,46200,38700,55300
E02004279,43700,36700,52200
E02004280,41800,35100,49900
E02004281,38400,32100,46000
E02004282,42800,35900,51000
E02004283,41900,35000,50100
E02004284,34500,28800,41400
E02004285,36200,30300,43100
E02004286,44000,36800,52500
E02004287,41700,34800,49900
E02004288,35600,29200,43300
E02004289,39600,33200,47300
E02004600,42300,35300,50600
E02004601,48300,40500,57700
E02004602,37500,31400,44800
E02004603,37800,31700,45200
E02004604,34900,29200,41700
E02004605,35700,29900,42700
E02004606,41400,34600,49400
E02004607,47400,39400,57100
E02004608,42600,35200,51600
E02004609,49300,41300,59000
E02004610,47700,39800,57200
E02004611,50300,42100,60000
E02004612,44600,37400,53100
E02004613,52900,44200,63400
E02004614,50800,42500,60700
E02004615,43000,36100,51300
E02004616,41200,34600,49100
E02004617,44600,37300,53400
E02004618,51000,42700,60800
E02004619,46800,39200,55800
E02004620,47800,40000,57000
E02004621,36600,30500,43900
E02004622,41900,35100,50000
E02004623,45900,38500,54700
E02004624,49500,41500,59100
E02004625,46700,39000,55900
E02004626,45500,38000,54500
E02004627,40600,34100,48500
E02004628,40400,33900,48200
E02004629,37200,31200,44400
E02004630,41500,34800,49500
E02004631,43000,36000,51300
E02004632,36700,30800,43800
E02004633,39000,32700,46600
E02004634,37700,31600,45000
E02004635,43600,36500,52100
E02004636,47800,39900,57200
E02004637,36600,30600,43800
E02004638,45600,38200,54400
E02004639,35900,30000,42900
E02004640,33700,28200,40300
E02004641,43800,36700,52300
E02004642,43500,36400,51900
E02004643,35600,29800,42500
E02004644,37700,31600,45000
E02004645,48600,40600,58200
E02004646,33300,27900,39800
E02004647,35900,30100,42800
E02004648,37600,31500,44900
E02004649,52000,43100,62800
E02004650,49600,41300,59500
E02004651,49000,41000,58500
E02004652,49700,41500,59500
E02004653,45800,38400,54700
E02004654,40800,34200,48600
E02004655,40300,33700,48100
E02004656,39600,33200,47200
E02004657,50100,42000,59800
E02004658,47200,39600,56300
E02004659,44800,37600,53500
E02004660,46800,39200,56000
E02004661,43400,36400,51800
E02004662,44900,37700,53600
E02004663,45600,38200,54500
E02004664,42000,35200,50100
