msoa11cd,moss_lead_mean_idw_1990,moss_sample_dist_mean_1990,moss_lead_mean_idw_1995,moss_sample_dist_mean_1995,moss_lead_mean_idw_2000,moss_sample_dist_mean_2000,moss_lead_mean_idw_2005,moss_sample_dist_mean_2005,moss_lead_mean_idw_1990_pl_hy,moss_sample_dist_mean_1990_pl_hy,moss_lead_mean_idw_2000_pl_hy,moss_sample_dist_mean_2000_pl_hy,moss_lead_mean_idw_2005_pl_hy,moss_sample_dist_mean_2005_pl_hy
E02000016,14.09108203030267,65892.41097393695,11.788060527081216,94388.04313980034,6.606626667221076,59540.182983279024,3.9881731268643934,76131.29146308344,7.808199785645688,168383.88742174848,5.130177753364062,113453.45381220485,4.268335498200578,171367.66282511412
E02000017,14.100258128843851,65871.3021126951,11.770609494628431,94657.05974188121,6.6009746014531165,59746.79995903069,3.9902035306091177,76470.18129863146,7.805583562451611,168874.29209867126,5.1259425430659205,113818.41365083547,4.269553251418718,171739.63175694508
E02000018,14.128619071006769,65908.8180042884,11.733952010066004,95339.87115590622,6.588261968774398,60201.943825697796,3.9960648086778505,77256.44436436598,7.799916036485582,170109.64748616563,5.116870208981577,114734.41836590254,4.272255247812921,172690.94149520283
E02000019,14.15045555935547,65985.06822815868,11.713056352724593,95803.29923169367,6.58066474443564,60479.173506389176,4.000422010288606,77753.52987027908,7.796596667568567,170937.33756061122,5.111504967180123,115348.08198505359,4.273850996608933,173336.29091659447
E02000020,14.144643940091138,66139.42069758303,11.77965696867038,94996.28497157246,6.6009362259366045,59597.245120265485,3.99583709503777,76518.68777648562,7.806153664628472,169553.18694831856,5.130158132085323,114280.2610150014,4.270682656605396,172314.94426293427
E02000021,14.188474847671213,66172.5199207292,11.690840514822186,96455.74743348616,6.572239745621765,60793.42217316177,4.007290958675864,78374.95471552425,7.792883726904532,172094.5061107164,5.1057784614627675,116202.60342844014,4.275847837535071,174253.9351656079
E02000022,14.138622862396891,66192.49983113116,11.800243531552624,94734.6752474809,6.606896943917843,59344.23978662275,3.9942209985573545,76143.02611104329,7.809113588585899,169091.10900504148,5.1355559328645635,113928.9347480305,4.269503410633116,171970.63213071608
E02000023,14.18196793757238,66290.67590661843,11.768383644032413,95463.08013558121,6.596138234146032,59722.47024841558,4.001184137304781,76883.75030266854,7.8040436566579015,170419.6659158152,5.128268572210259,114905.50654593042,4.272405369437469,173010.77603226854
E02000024,13.752446789271712,64124.63437853452,11.802639272185695,88016.17610765493,6.787664585394686,61260.87549960147,4.176611134686585,72163.68945814697,7.839901528533289,152267.23858979388,5.070814048270226,103204.55800776728,4.429004768624185,158738.7790890028
E02000025,13.745961270190936,63824.831476008054,11.782919466456308,88287.75679919131,6.772995360890829,61554.11047965538,4.182749727857447,72636.16650602827,7.834123686103503,153177.22960771434,5.07299388791092,103757.31258850012,4.435176741240159,159384.18146982748
E02000026,13.739824310264694,63565.38850894629,11.763247664242764,88585.12609556557,6.757390955252774,61860.829038022945,4.188833803526437,73123.55516851244,7.828579116728288,154120.17679088947,5.074571884439394,104337.17004080382,4.440826393365516,160061.88323221536
E02000027,13.761304293571222,64495.81510390836,11.841869166962192,88092.47889816065,6.77812407892706,60783.0065960746,4.17789542136369,71777.69132201615,7.843405407125582,152692.6636433477,5.078011057618197,103396.39445715181,4.426921939791742,159138.55662650528
E02000028,13.753390956620041,64071.61539571313,11.809313627321217,88392.71339425033,6.764695860416414,61228.59059892438,4.184629481257804,72408.77981992137,7.836039103744872,153638.55197000553,5.078974978054371,103988.90516134562,4.434543292673419,159789.03016531595
E02000029,13.751014144471426,63929.97670703112,11.798430062029887,88568.29347733104,6.7562131584209535,61393.4727525075,4.1881840817195455,72680.67899679784,7.832926643550049,154192.0161333499,5.080197362211218,104328.64012857203,4.437849693247718,160189.63603643302
E02000030,13.76755673531826,64865.65889963725,11.870108268695075,87916.50601838224,6.784457845372833,60424.26621169649,4.173453469030532,71305.62068057769,7.849049893367638,152135.9680122561,5.077854558448937,103041.08991943795,4.42099850143816,158777.52599916144
E02000031,13.768811402493021,64523.878190618176,11.856398196664804,88570.89548197055,6.7531501661952245,60659.52081528916,4.187664278650076,71996.78685872507,7.8396067389024156,154394.41657756627,5.089821324441328,104369.18207069363,4.4333499299396735,160462.00672308382
E02000032,13.760002510474203,64020.513285837966,11.809083887278112,88991.43072587688,6.72461521639406,61078.0156362323,4.195752634793238,72874.6257769404,7.830389107664395,155579.18127025026,5.088612219231038,105137.55799710685,4.442153224339204,161281.77353016663
E02000033,13.769623583863087,64335.55661051795,11.839993943772829,88917.39762780257,6.727728621472272,60766.635110202,4.194184706879484,72447.25718476664,7.834585119630958,155449.1118954382,5.093043987693227,105017.13163575929,4.232037487169759,161234.61046723885
E02000034,13.779084532860304,64710.42793921031,11.876517272084785,88791.63299860871,6.743356224241354,60436.363569903006,4.191593092418107,71926.93646227682,7.839821119445717,155166.84346623745,5.09728232944549,104800.75333051689,4.228248614412702,161075.77892622878
E02000035,13.786048354689841,65125.49729000847,11.915638873450847,88576.57594198028,6.750675492714563,59948.258460811994,4.187172810291624,71327.00864786959,7.846172696814801,154590.42795114353,5.099588460067431,104410.60336926428,4.222760703392938,160700.66652150144
E02000036,13.794077024246782,66600.10325202442,12.345108414480311,87194.9775131999,6.776805320790394,58706.649073946704,4.164908399064556,69456.01585019268,7.869723868516618,151640.28915039476,5.089546887626273,102588.59522161816,4.195973879385783,158694.72319304003
E02000037,13.79591305422506,66983.80002446684,12.367593415840826,86890.4107603061,6.778354125672868,58454.0193094059,4.160142487622434,69074.29883805888,7.875072035645105,151099.88304300926,5.086465677068974,102261.66555302411,4.189327091923672,158344.33963824308
E02000038,13.79239193982727,64955.583702509364,11.9007488163243,89000.73096994347,6.724346219105964,60037.120050626676,4.195066859155074,71793.79907075349,7.840786426968752,155884.06961076605,5.105355886705123,105199.00872226593,4.2295175974568675,161650.7588175612
E02000039,13.79933248583251,66499.26053960284,12.353664077125037,87505.4635309816,6.7681517510388325,58640.28539463666,4.171654013115689,69604.78830575752,7.866305656405902,152645.23018629604,5.099298925666702,103152.94045916927,4.202286401317142,159430.52497169096
E02000040,13.80176539455395,66139.77310952323,12.334758138553317,87999.71203730351,6.759028731678038,58883.2741926835,4.179422921695683,70080.57304232291,7.859747070325407,153737.16948519304,5.105936395334173,103805.82187995332,4.210928224655312,160199.28137740536
E02000041,13.802827279753107,67164.95771709256,12.399226955419646,86976.53455346424,6.771582700588308,58141.13859897303,4.164288338813698,68907.1472626674,7.875397686410036,151804.17326472508,5.096196425561415,102628.54906883948,4.191676246783813,158892.41188577944
E02000042,13.798775977888837,65427.55448102341,11.947011081194281,88729.75813785954,6.744543542018646,59596.362300696885,4.189764303038729,71087.70348846656,7.848148265189825,155167.77267318714,5.108005878692344,104715.52986027928,4.223121391865321,161176.94503618203
E02000043,13.80152640477706,65727.11507771636,12.304734344468192,88514.90418292857,6.749899839217887,59269.926144952464,4.186169428663602,70663.2591100932,7.852789513023788,154683.27634005932,5.108652692190607,104396.97092285704,4.2187089931682,160853.59624934706
E02000044,13.806587343903372,66985.44551150025,12.39731677073853,87266.47248261781,6.766564023646294,58173.35970690864,4.1700460693783885,69114.97308404082,7.871622591126115,152603.53327532313,5.103725781080162,103085.4476644768,4.197867205175439,159464.5956570575
E02000045,13.808715329591145,65256.39824486322,11.929255309269982,89203.88717695454,6.717641198347132,59599.448951857754,4.198233843477015,71602.32778210273,7.842405371550494,156568.34143788792,5.114280105646094,105576.7080663355,4.230426848158062,162210.0904995559
E02000046,13.81458568845457,66030.2583448731,12.335353782031389,88559.26383770557,6.744784183274055,58926.19920337271,4.188840646931109,70429.14628137925,7.854678157851075,155259.23049247946,5.117514773422362,104703.42566409861,4.21927246349014,161328.80180095768
E02000047,13.812945044667625,67437.57891608575,12.438865939695255,87055.7531311957,6.765266693059565,57751.33910330521,4.168725261927509,68673.45467105685,7.87641876686565,152585.50496011105,5.107924064896394,103037.07253171141,4.193869618272573,159511.51042698303
E02000048,13.814940230924137,66470.49008235634,12.371099735016148,88054.6723361521,6.752782972018187,58491.71022591124,4.18276668634796,69819.90499318944,7.8616519221031105,154420.1853417488,5.1163787482392555,104166.88443015121,4.211871514557236,160756.867190587
E02000049,13.81446272683687,67129.5808462161,12.419849012350854,87374.99211243307,6.761712467845719,57948.88404305564,4.173699980466622,69015.89181670599,7.871644573950042,153227.5961330072,5.112143245642054,103423.05295022394,4.200209880003182,159950.54053697316
E02000050,13.817880147206225,65903.02521907378,12.525635969327107,88816.14840625013,6.739353702096188,59066.160073689185,4.192375464740906,70678.61449363396,7.851806148754315,155811.53490791863,5.119822164958853,105045.73496131158,4.222782076049158,161728.10454167236
E02000051,13.826248342401925,66532.81298397167,12.38197276011811,88317.30412408564,6.7457394045626815,58390.654962783134,4.187862156790117,69889.90100420357,7.860094862252596,155288.16398397702,5.125024756710599,104669.18673832006,4.215890628752673,161418.92872528624
E02000052,13.832344788191218,66148.20051649242,12.547110511154983,88902.00476487019,6.723816727172517,58781.37955000222,4.195524522301983,70542.6845275296,7.852803789014832,156448.99430343602,5.128342519598507,105403.09790680719,4.22417840233457,162243.81816957612
E02000053,13.825605353617105,67593.22390066777,12.46834188751962,87274.552521266,6.759114942652228,57464.389718296174,4.175043719876633,68593.75389425925,7.8755373397156765,153607.93159797,5.121565720934918,103599.58831302264,4.198707337591927,160297.2979521051
E02000054,13.827411210149748,67267.91860761907,12.443924235928197,87610.2334024213,6.755061609790539,57710.88766849255,4.179676683333991,68976.41356897826,7.870636073575686,154218.9553701306,5.124513222979385,103976.87861648,4.20478338095287,160712.5917583903
E02000055,13.834304959640127,67281.87766605758,12.44947478801836,87777.74974542666,6.751556472577545,57657.34863029097,4.18301725444637,69031.21872907152,7.869407522729178,154759.116198745,5.13035017951427,104288.87305811381,4.20773839017484,161120.78497203207
E02000056,13.845189149633184,66620.32124028495,12.587694009771122,88692.92910600173,6.736240833477038,58300.954480079956,4.194985244635388,70039.2848407457,7.857735206898756,156527.90244046113,5.136628696288654,105402.01064597303,4.221565339603553,162368.03252307058
