msoa11cd,soil_lead_mean,soil_lead_mean_idw,n_soil_grid_cells
E02000235,66.35813052837665,66.81928335178611,13
E02000236,60.841548919677734,63.15998350536908,10
E02000237,55.51539963942308,55.890567847154976,13
E02000238,94.88457946777343,94.1569012840495,5
E02000239,105.0573000226702,102.5036003167625,7
E02000240,91.04773807525635,90.77272118665955,8
E02000241,97.59491602579753,96.63428398364874,6
E02000242,113.42539978027344,113.12840763953716,5
E02000243,112.70794982910157,112.78890092661207,10
E02000244,120.87633387247722,119.92191526785763,6
E02000245,102.1200688680013,105.75558867896933,6
E02000246,108.15237317766461,108.62947542139223,7
E02000247,113.7725003560384,113.645139546802,6
E02000248,123.30514199393136,122.90896626422325,7
E02000249,121.71728515625,122.42938986238246,7
E02000250,128.23866653442383,127.69050521907195,6
E02000251,123.86360015869141,123.3939068013244,5
E02000252,126.66755506727431,127.00820258708431,9
E02000253,130.11416625976562,132.11538141250116,6
E02000254,128.23833465576172,128.87712960383473,6
E02000255,132.52914319719588,133.45315931937347,7
E02000256,133.54899978637695,133.51967596555613,4
E02000257,128.48487281799316,129.2683223339079,8
E02000258,127.68585641043526,128.19922084097604,7
E02000259,130.91133244832358,132.9761492002618,6
E02000260,133.71060180664062,134.1827075322843,5
E02000261,131.48799896240234,132.79642212136918,5
E02000262,132.35300064086914,131.6783715383091,4
E02000263,145.58816782633463,144.2810003791723,6
E02000264,132.2197998046875,132.07746347502103,5
E02000265,135.4831970214844,135.54282104291585,5
E02000266,134.19546156663162,133.47136097243987,13
E02000267,135.3423309326172,135.6803697002643,3
E02000268,134.2874984741211,134.61951609474022,4
E02000269,135.37774658203125,135.65688688147236,4
E02000270,132.35300064086914,132.79618818858475,4
E02000271,134.47483571370444,134.5703897833546,6
E02000272,139.506396484375,138.2513952737809,5
E02000274,138.6953328450521,138.84604214580742,6
E02000275,134.47040100097655,134.03752316948965,5
E02000276,139.4221649169922,140.1541347822961,6
E02000277,103.12818272908528,103.2440046183217,6
E02000278,105.8244997660319,103.51246905293985,6
E02000279,91.33165631975446,91.93094270666468,7
E02000280,94.15014321463448,94.03203798057453,28
E02000281,91.8742618560791,91.86510458325826,8
E02000282,91.94458262125652,92.00122255934043,6
E02000283,89.90481694539388,89.82660298213155,6
E02000284,88.07606048583985,89.09548199255744,5
E02000285,89.01388295491536,88.91981209161814,6
E02000286,89.86461530412946,89.16111472526543,7
E02000287,81.54475729806083,81.44269201078295,21
E02000288,87.26716232299805,87.1866407527277,8
E02000289,87.18083676424894,86.2879932249592,11
E02000290,86.464691162109375,86.19118590770498,11
E02000291,85.3750991821289,85.16071530784801,5
E02000292,86.40554904937744,85.9838911494592,8
E02000293,85.0515489578247,85.11552481291427,8
E02000294,84.73503684997559,84.97283528301648,8
E02000295,84.7842803955078,84.65864780307956,5
E02000296,84.41854422433036,84.26340115712117,7
E02000297,83.99649810791016,83.96991835904146,6
E02000298,84.62952423095703,84.15292320713132,8
E02000299,84.80537414550781,84.62061619761229,4
E02000300,84.25439834594727,84.0968481419053,6
E02000301,85.2781999376085,85.29842683249608,9
E02000302,84.82296180725098,84.74246041870587,8
E02000303,85.06561889648438,84.50440738801788,5
E02000304,86.8568852742513,86.90222664002586,6
E02000305,86.64118041992188,86.46755933120548,5
E02000306,85.543914794921875,85.26719236812569,7
E02000307,85.70803324381511,85.71373944647188,6
E02000308,89.6469332377116,89.43371453155078,6
E02000309,87.1265001296997,87.12139888686247,8
E02000311,90.02205149332683,89.64726345370566,6
E02000312,90.12587193080357,90.54209303737595,7
E02000313,95.46142578125,95.5225327030018,4
E02000314,101.80810018686148,102.0827900830547,13
E02000315,95.16602020263672,95.95532159056083,5
E02000316,134.9831110636393,131.9455029065707,9
E02000317,144.0292510986328,146.03897314187168,4
E02000318,103.76139958699544,104.45600571549657,6
E02000319,110.41999944051106,111.24546027108713,6
E02000320,94.79324913024902,95.81232180107156,4
E02000321,114.38233184814453,114.32988378977238,3
E02000323,125.46024703979492,126.43911415449449,4
E02000324,171.53100204467773,177.3366026583781,4
E02000326,187.28675079345703,190.5730224903905,4
E02000327,155.22432963053384,148.1660929457908,6
E02000328,186.75899505615234,191.2978229495161,4
E02000329,123.18428584507534,117.1947242686276,7
E02000331,211.0719960530599,208.39599180042794,6
E02000332,140.74842725481307,139.75052058039992,7
E02000333,231.48314121791296,238.12666696551923,7
E02000334,228.0185974121094,232.12948552572377,5
E02000335,160.72019958496094,163.0506084569804,5
E02000337,216.23019714355468,219.20836945166653,5
E02000339,144.8381665547689,153.24333315819212,6
E02000340,117.85215589735243,121.73802382220973,9
E02000341,180.85049947102866,179.91421403494493,6
E02000342,95.53183364868164,95.73560345337309,6
E02000343,111.02597263881138,106.68724451381104,7
E02000344,88.40428288777669,89.11193488929874,6
E02000345,103.23367500305176,103.80056788882543,4
E02000346,110.46666717529297,111.24955696797798,6
E02000347,109.98600006103516,109.6747049034259,4
E02000348,107.95800018310547,107.39683037355888,3
E02000350,107.94625091552734,108.38150722580967,4
E02000351,116.03499984741211,116.68602381034471,4
E02000352,115.48416646321614,115.32549113615921,6
E02000353,114.73374938964844,113.45670715963762,4
E02000354,113.84759979248047,112.93968426357806,5
E02000355,110.51350021362305,110.27919501445423,4
E02000356,118.2859992980957,119.0543802376959,4
E02000357,106.9499994913737,107.83146973806785,6
E02000358,118.07499885559082,118.74118289907807,4
E02000359,109.03666687011719,109.88242469201302,3
E02000360,121.83799743652344,119.8622978846653,4
E02000361,118.91899871826172,119.11181603956932,4
E02000362,114.28866577148437,114.78510915177772,6
E02000363,118.88399887084961,119.5003523210829,4
E02000364,124.00439758300782,123.79830061308273,5
E02000365,126.33959655761718,126.22597926612205,5
E02000366,123.20949935913086,123.12877021818993,4
E02000367,126.30424880981445,126.36958890798202,4
E02000368,128.41449737548828,129.1814298724868,4
E02000369,130.7707462310791,131.5914602977187,4
E02000370,137.4526621500651,137.2472595421678,3
E02000371,140.0316645304362,139.0219035457709,6
E02000372,134.74136491255328,134.8038648276949,11
E02000373,136.65533447265625,136.25832442600208,3
E02000374,134.4280014038086,134.84167592439036,2
E02000375,138.10899861653647,138.25221770605347,3
E02000376,137.97999954223633,137.9273941242958,4
E02000377,135.48300170898437,136.01741269268095,4
E02000378,141.0399932861328,140.20247552419232,2
E02000379,137.59325408935547,136.53929817202925,4
E02000380,139.35174942016602,139.12787319497627,4
E02000381,141.60274505615234,141.2558675068417,4
E02000382,138.29667154947916,138.5939973082705,3
E02000383,141.60274505615234,142.59827557416932,4
E02000384,140.06919860839844,140.25842794744906,5
E02000385,143.3609962463379,143.56156150954902,4
E02000386,146.87800216674805,146.37464460874628,4
E02000387,143.3609962463379,143.7050937710115,4
E02000388,148.00333658854166,148.37635527377407,3
E02000389,143.39624404907227,143.16724526465237,4
E02000390,145.18966166178384,145.70368338955697,3
E02000391,151.3795051574707,151.12595589893647,4
E02000392,148.42525100708008,148.15513804423648,4
E02000393,144.73249435424805,145.26067148880776,4
E02000394,151.89516957600912,151.476189699887,6
E02000395,147.34666697184244,147.17130467688207,6
E02000396,152.31700134277344,152.21793275885398,3
E02000397,95.34420013427734,94.04194914290748,3
E02000398,90.21429901123047,89.712279309954,5
E02000400,96.40403900146484,96.33091951458844,5
E02000401,93.14030202229817,92.7503322998777,3
E02000402,93.17547607421875,92.8784521427885,4
E02000403,95.95380210876465,96.02858927972395,4
E02000404,94.72290229797363,95.93996227951911,4
E02000405,102.74627140590123,103.8580231286896,7
E02000406,100.36153666178386,99.96053864232388,3
E02000407,97.50124740600586,96.76701827628087,2
E02000408,96.69237327575684,96.13365541953694,4
E02000409,99.69562225341797,99.08182668233276,5
E02000410,113.1630007425944,112.05826454599915,6
E02000411,93.68294198172433,94.22546928898672,7
E02000412,102.95217704772949,102.92951051506532,4
E02000413,111.28736114501953,114.4970755365159,5
E02000414,98.59135055541992,98.74532318459502,4
E02000415,100.59590339660645,101.2959300563209,4
E02000416,114.2762508392334,110.74259623782795,4
E02000417,119.83300018310547,119.22104035455742,4
E02000418,114.2762508392334,114.22999091993124,4
E02000419,109.38800048828125,107.64947962450448,4
E02000420,102.5302505493164,101.8655631395244,4
E02000421,99.64657402038574,99.52796010442883,4
E02000422,103.73766835530598,104.52379938462198,3
E02000423,105.94150161743164,106.90931408023089,4
E02000424,111.33399963378906,112.80876770229976,3
E02000425,99.89276631673177,100.60657425275983,3
E02000426,136.06155310736762,135.49292828823044,9
E02000427,112.97539978027343,111.93690073233616,5
E02000428,108.13619995117187,107.44841199268822,5
E02000429,125.14350001017253,123.58849267926075,6
E02000430,119.55879974365234,118.08156923463362,5
E02000431,131.9663340250651,133.23816010229424,3
E02000432,115.92939910888671,115.94112926926837,5
E02000433,74.51507975260417,72.27950661780321,15
E02000434,69.4668709891183,70.0064787853097,7
E02000435,60.59187459945679,60.155408795927,8
E02000436,66.04648081461589,65.53590365834455,15
E02000437,58.06558354695638,57.39619023101534,6
E02000438,62.332672119140625,63.55230882799621,7
E02000439,75.6685791015625,75.75132674356013,5
E02000440,57.35286026000976,57.438420899647724,5
E02000441,60.56644482082791,59.10422715814354,9
E02000442,73.64691380092076,73.55975428976916,7
E02000443,58.11247634887695,56.83411705298985,4
E02000444,63.31743303934733,63.89598307421766,6
E02000445,56.987100982666014,56.68410599379022,5
E02000447,65.44508790969849,64.82103468803577,8
E02000448,64.27868398030598,64.6165021748109,6
E02000449,76.1468994140625,73.87262012343764,5
E02000451,68.97952508926392,69.2473888415963,8
E02000452,65.0582504272461,65.47532316975752,8
E02000453,67.5376190185547,68.34664172002539,5
E02000454,68.52234967549641,68.90258040184011,6
E02000455,69.04988765716553,68.88176367887456,8
E02000456,73.37560081481934,73.58649895868432,4
E02000457,74.8526840209961,74.82993120036322,6
E02000459,82.37876764933269,81.87905076781445,6
E02000460,79.2136001586914,80.01317361241645,4
E02000461,83.76791286468506,83.67962433167692,8
E02000462,85.89562606811523,85.8417992527337,4
E02000463,81.95675086975098,81.77650106404036,4
E02000464,75.74068117141724,76.8634125465166,16
E02000465,91.50500011444092,92.76288783996813,8
E02000466,75.00273946126302,78.67059359161428,15
E02000467,85.6494255065918,85.57893996554733,4
E02000468,83.21639043634588,84.81971967425063,11
E02000469,84.91088676452637,85.33994069916905,8
E02000470,95.35804165110869,98.85022570053847,17
E02000471,87.68528917100694,88.33996696012527,9
E02000472,88.48047542572021,88.88999616639546,8
E02000473,91.87426673041449,93.18103170945473,9
E02000474,90.68855612618583,90.63414285540966,7
E02000475,88.39256191253662,88.36050964457242,8
E02000476,89.2952168782552,89.43129522199888,6
E02000477,88.77941640218098,88.53775753859468,6
E02000478,87.60714382595486,87.50975320272926,9
E02000479,92.01493988037109,91.51463152738309,5
E02000480,95.18014081319173,94.67104208994976,12
E02000481,66.19342634412978,71.29971701367882,27
E02000482,82.57698197798295,79.58923080620154,11
E02000483,87.51336669921875,87.09555101887202,6
E02000484,93.21059926350911,93.51316154835312,6
E02000485,79.49492863246373,79.61683795501156,7
E02000486,90.2705810546875,90.49793132315816,5
E02000487,68.89162953694661,70.80076199579887,24
E02000488,88.15642874581474,88.12934823847975,7
E02000489,94.57255484841086,96.0858525944964,11
E02000490,91.19095720563617,92.49643412265776,7
E02000491,88.61863545009068,90.09958747548941,14
E02000492,76.81726889774717,78.19280045427763,29
E02000493,81.09861907958984,81.29831787354956,5
E02000494,69.28365281048943,68.3518909660515,17
E02000495,62.87781286239624,62.00100901160703,8
E02000496,75.44353383382162,76.49413002985601,30
E02000497,64.98793840408325,64.54079997877398,8
E02000498,72.49640083312988,73.08822964660163,8
E02000499,67.47737121582031,69.09362727736954,7
E02000500,69.58914279937744,70.70166936218773,12
E02000501,70.40740051269532,70.12000211501143,5
E02000502,73.11770025889079,70.60527573125967,12
E02000503,69.53832287258572,68.22136245790762,9
E02000504,76.1890998840332,75.4726866898981,10
E02000506,78.68331557053786,79.1149282665524,13
E02000507,87.56603813171387,89.75370162649729,8
E02000508,109.98983425564236,110.30839267496142,9
E02000509,111.38085174560547,115.72642748002914,6
E02000510,147.52071598597936,140.12791607479437,7
E02000511,121.75977834065755,120.53117291114867,9
E02000512,129.38733418782553,130.48395245877478,6
E02000513,132.63462448120117,130.46055418281287,8
E02000514,134.89716593424478,140.78205786526917,6
E02000515,246.0685543484158,267.91054424914495,9
E02000516,137.03050104777017,140.8365414767939,6
E02000517,160.08099801199776,151.63361607042359,7
E02000518,244.83377583821616,253.64296871285615,9
E02000519,155.22433217366537,159.8939920637247,6
E02000520,156.19749959309897,155.12819520320502,12
E02000521,178.82849884033203,176.34516210231112,8
E02000522,253.81349436442056,243.66888560566485,6
E02000523,139.21133422851562,138.2063894035118,6
E02000524,114.00146417056813,120.29808528044909,34
E02000525,113.39743666215377,116.67750529474912,11
E02000526,137.7692527770996,138.05957046611928,4
E02000528,144.2207794189453,144.37601246500728,9
E02000529,129.9164308820452,129.69342343073058,7
E02000530,125.68874931335449,121.84202647640684,8
E02000531,160.85155741373697,155.5916551045044,9
E02000532,138.63087844848633,138.28040096367369,8
E02000533,140.1078758239746,139.9874939157324,8
E02000534,154.33346205491287,161.6212378712809,13
E02000535,112.97533416748047,114.34063177608327,6
E02000536,130.50320281982422,129.45745395655226,5
E02000537,158.06112670898437,159.64009879586627,8
E02000538,107.30825805664062,103.66201005864389,7
E02000539,192.2873992919922,194.2107975419683,5
E02000540,179.28880004882814,180.0239311849573,5
E02000541,107.12725830078125,106.50803120118462,7
E02000542,126.15166727701823,124.12498642357949,6
E02000543,149.49420166015625,146.1617564699144,5
E02000544,168.09600067138672,170.57868838737056,6
E02000545,193.30020141601562,192.99463219922472,5
E02000546,115.91187572479248,117.07475718837279,8
E02000547,100.03336758083768,99.9880089587397,9
E02000548,94.31256527370877,95.03307647479879,9
E02000549,105.90650081634521,105.55247831148226,8
E02000550,99.43544960021973,99.70242762830136,4
E02000551,110.30257088797433,111.73162285338414,7
E02000552,94.3184871673584,96.43242813393209,8
E02000553,105.87922244601779,106.30834617176973,9
E02000554,128.34375,124.83969027765474,4
E02000555,128.34375,128.76430429078607,4
E02000556,123.97579956054687,124.50550463725058,5
E02000557,137.38216654459634,138.04233978720836,6
E02000558,127.67550277709961,126.34881161834569,4
E02000559,121.62675094604492,121.16718994842154,4
E02000560,128.07400258382162,128.5408995737684,3
E02000561,136.1862506866455,137.24850167904228,4
E02000562,125.19049835205078,124.07205831085867,6
E02000563,137.62120208740234,138.36795724735933,5
E02000564,131.45980072021484,133.06141441772436,5
E02000565,124.33499717712402,123.71527133188813,4
E02000566,133.560666402181,131.4943199280497,3
E02000567,129.6875961303711,128.87206371484783,5
E02000568,139.58616638183594,138.97472382758886,6
E02000569,134.63924407958984,133.76240300541127,4
E02000570,138.5782470703125,137.95397347698886,4
E02000571,134.31099446614584,134.21099519558754,3
E02000572,139.56299845377603,140.44710174261658,3
E02000573,139.4501953125,138.92954816463708,5
E02000574,141.6027488708496,141.57739053921648,4
E02000575,144.32233174641928,143.74511800799752,6
E02000576,143.81799697875977,144.286966500273,4
E02000577,141.2859992980957,143.12267141296599,4
E02000578,142.3759994506836,141.3671452286932,4
E02000579,140.50033569335937,140.03012166185857,3
E02000580,144.81433614095053,144.00493889745505,3
E02000581,141.0747528076172,141.07993865830645,4
E02000582,145.1192512512207,145.17593082323623,4
E02000583,141.4195983886719,142.14575689360925,5
E02000584,146.10416666666666,145.89588008385925,6
E02000585,142.93899841308593,142.46213990253986,5
E02000586,149.1753387451172,149.20657286101277,3
E02000587,144.97900009155273,145.48585475638097,4
E02000588,151.4636016845703,151.32391540902913,5
E02000589,148.8472557067871,148.58154955340578,4
E02000590,150.74625396728516,151.11369521886556,4
E02000591,144.5336659749349,145.78852689828042,3
E02000592,150.14850616455078,150.784859133345,4
E02000593,150.8520050048828,149.96162881988727,4
E02000594,152.96175003051758,152.3426852929011,4
E02000595,151.8365020751953,152.02926785727715,4
E02000596,150.8520050048828,151.47643579889655,4
E02000597,151.1685028076172,153.02031963347278,4
E02000598,136.77266565958658,137.2582704617471,6
E02000599,122.59983444213867,121.75451756545213,12
E02000600,123.08049901326497,123.87853341856409,6
E02000601,131.56766764322916,131.51446489579084,6
E02000602,117.89875030517578,118.5497232801671,4
E02000603,108.86057472229004,108.59180749293301,4
E02000604,102.33698749542236,99.50087639482392,8
E02000605,98.3219502766927,98.2351843704027,6
E02000606,126.33933512369792,124.77926823421457,6
E02000607,99.85238538469586,103.16439511131644,7
E02000608,126.99600219726562,126.92685880333869,3
E02000609,81.88638153076172,80.399841331112,5
E02000610,110.7480837504069,110.92023885520814,6
E02000611,87.59776000976562,85.68606976926239,5
E02000612,78.58055114746094,78.84977633622837,6
E02000613,107.5829340616862,105.79729536090899,6
E02000614,77.69430084228516,78.14474760709989,10
E02000615,114.2062759399414,107.92669724719595,4
E02000616,87.9822514851888,87.96105302453002,6
E02000617,80.94852040608724,90.69559524930106,15
E02000619,158.02599716186523,158.80462134209833,4
E02000620,163.1254997253418,162.40171776479892,4
E02000621,164.58257402692522,164.98245860428926,7
E02000622,165.42657034737724,166.14853372962395,7
E02000623,166.88875198364258,167.74438256101425,4
E02000624,170.19449996948242,170.80646681459393,4
E02000625,171.3550033569336,170.76072192823472,2
