msoa11cd,lad20cd,imd_overall_score_2015,imd_income_score_2015,imd_employment_score_2015,imd_health_disability_score_2015,imd_housing_services_score_2015,total_ppl_est_2015
E02000185,E09000007,29.769352785985646,0.2295561418319966,0.13688243984803714,0.06526614605318698,24.348262558041366,9476
E02000186,E09000007,25.35959703903095,0.1487169582772544,0.1069749663526245,-0.03631655450874832,25.181010497981156,7430
E02000187,E09000007,34.75225391566265,0.24229236947791163,0.1511690763052209,0.32717359437751004,22.38258825301205,9960
E02000188,E09000007,28.46804810669207,0.21857323172183854,0.12732412479161706,0.18509526077637534,22.345177185044058,8398
E02000189,E09000007,28.462772490021493,0.18159855695425237,0.11276727049431991,-0.13825422167638932,24.31039269266196,6514
E02000190,E09000007,23.143197738592004,0.14193821510297483,0.1016439628482972,-0.5217655135280658,23.655254812222374,7429
E02000191,E09000007,14.910271007639142,0.06965260094579846,0.04155765732993816,-0.9545839699284588,26.21220892445738,8247
E02000192,E09000007,23.021447548106767,0.17825350713842336,0.11284432029795158,-0.45191471135940414,23.190853879577904,8055
E02000193,E09000007,17.801022276923078,0.09485870769230768,0.06570190769230769,-0.9329916307692308,24.380525415384614,8125
E02000194,E09000008,23.44658497221035,0.14770863616930313,0.10137804617357846,-0.07899583155194526,34.73071472851646,9356
E02000195,E09000008,15.282819801980196,0.09391130797290256,0.06093371547681084,-0.5724540906722251,28.21862501302762,9595
E02000196,E09000008,24.416559833506764,0.1433878772112383,0.09351873048907387,-0.33736134235171694,36.32237903225806,7688
E02000197,E09000008,20.895488907319095,0.12761808003317437,0.07438762181215011,-0.4251577856106158,33.517258345428154,9646
E02000198,E09000008,31.28349655013799,0.18737971481140753,0.12388937442502301,0.29672838086476544,35.36884705611775,8696
E02000199,E09000008,21.93459211603696,0.13326576207743598,0.08645397122470465,-0.4394959644402854,32.23702433033103,8549
E02000200,E09000008,26.74603756868902,0.1492396545923517,0.1050268027363463,0.03555691376023328,34.089990131210044,8917
E02000201,E09000008,32.375662321882245,0.20347321329945875,0.13151220589859716,0.18178283441952942,39.669437313597705,9053
E02000202,E09000008,21.210436688881092,0.12931567870922483,0.0836135858763007,-0.18350531977084067,30.842036595346663,8553
E02000203,E09000008,31.876307135728542,0.1877299151696607,0.12216180139720559,0.22666105289421157,38.58259593313373,8016
E02000204,E09000008,23.33938686357534,0.13994567799235774,0.0915755447691831,-0.271832799752143,33.378179076732415,9683
E02000206,E09000008,32.66016979062811,0.2058222333000997,0.13083758723828515,0.23669222333000997,38.975656031904286,10030
E02000207,E09000008,28.9408804206418,0.18158824804856896,0.13309290980052038,0.14810559410234173,36.628165329575026,9224
E02000208,E09000008,37.00035305719921,0.22856222410068563,0.13594674556213018,0.3507603080680004,44.15782915375223,10647
E02000209,E09000008,25.654668953687825,0.16309708404802745,0.09078662092624357,-0.24934339622641513,38.77369411092052,8745
E02000210,E09000008,18.30019387036167,0.12054908407703147,0.07772569281352748,-0.1849452794739314,25.81047510568342,8516
E02000211,E09000008,10.669117249846533,0.06620270104358503,0.047585758133824436,-0.6521327194597913,29.92999680785758,8145
E02000212,E09000008,29.82695001103509,0.18069300375193115,0.10840090487751047,-0.03513153829176783,38.8124833370117,9062
E02000213,E09000008,38.76390809669992,0.2246592478894858,0.14382578664620105,0.5762914428242517,41.67902801227936,10424
E02000214,E09000008,10.980857277142409,0.06585665047783174,0.04998668337772207,-0.5502572458091807,21.85170202099326,6383
E02000215,E09000008,23.594019057357997,0.13663474946546433,0.08989783396857859,0.18148889095472714,35.43937547643395,10757
E02000216,E09000008,13.455914982678983,0.0736291859122402,0.04724032909930716,-0.716166570438799,35.54293490184757,6928
E02000217,E09000008,29.344598423127465,0.15285317564607973,0.09112080595707403,0.22175681121331584,39.55590065703023,11415
E02000218,E09000008,22.906992338293794,0.17503035214380433,0.10173228230440548,-0.489648150876676,30.478223073522912,6787
E02000219,E09000008,9.19818679145795,0.05988834695491695,0.049683232269971,-0.8257678618507778,22.074319931452674,7586
E02000220,E09000008,27.664538984296076,0.14488042979153273,0.1019230416016163,0.15403691799063274,36.519557351455596,10889
E02000221,E09000008,27.74406647317667,0.17922245108135942,0.11742027900009364,0.19042645819679804,38.853346128639636,10681
E02000222,E09000008,15.011405623471884,0.0820260391198044,0.0634382640586797,-0.4203814180929095,31.39869987775061,8180
E02000223,E09000008,38.80256021188935,0.2765314891112419,0.16667086521483226,0.45568240141259564,38.17758658034138,8495
E02000224,E09000008,15.198427930733773,0.0850297745110253,0.060056185374361526,-0.4222284788837673,31.31333997757568,8027
E02000225,E09000008,32.091960429769394,0.19898545597484277,0.13878865303983226,0.2544447064989518,32.6868339884696,7632
E02000226,E09000008,9.353797625260961,0.04808468162839249,0.043310803757828815,-0.627598251565762,27.94781915448852,7664
E02000227,E09000008,17.855985997766513,0.11305308822266127,0.076047332703376,-0.293730091916502,32.8266983936088,11641
E02000228,E09000008,5.678492029352227,0.03194660931174089,0.03421849696356276,-1.0739521761133604,25.85109741902834,7904
E02000229,E09000008,38.61102333283155,0.24059566460936324,0.16545160319132923,0.688282703597772,40.318253048321544,6643
E02000230,E09000008,15.020043971631205,0.08461418439716312,0.07233427895981089,-0.4110083215130023,33.260292387706855,10575
E02000231,E09000008,8.918442212366294,0.04522123662927211,0.04554265588312027,-0.7746779285155231,28.839462822854163,7666
E02000232,E09000008,12.265697036569987,0.07328452080706178,0.06386522698612862,-0.3516432849936948,27.029265290037827,6344
E02000233,E09000008,13.950693228346458,0.08839937007874016,0.06696220472440945,-0.3569322834645669,34.58094850393701,6350
E02000234,E09000008,17.071025974025975,0.09993354393354394,0.07484649584649584,-0.32210822510822507,38.88408225108225,8547
E02000235,E09000008,11.419714125403283,0.06360415205498668,0.04938083882732501,-0.783119091036611,33.71685004909524,7129
E02000236,E09000008,9.523745568167325,0.06269378905751817,0.047228797347277134,-0.7721353143731667,27.030241040683585,7841
E02000237,E09000008,12.532055858664588,0.08127786438035854,0.06074889581709535,-0.5260371525071448,26.416252533125487,7698
E02000238,E09000009,18.73264404859967,0.12214415156507412,0.07343307248764415,-0.75706425041186165,35.49239291598023,9712
E02000239,E09000009,12.7684889134032,0.07868516271373414,0.0469715388858246,-1.0338056260341975,32.03356922228351,9065
E02000240,E09000009,29.908371280344554,0.19571456538762727,0.12735914252153485,-0.13267492169146436,42.64080070477682,10216
E02000241,E09000009,20.341377146240376,0.11889653641207815,0.07757992895204263,-0.62499171107164,35.387739934872705,6756
E02000242,E09000009,15.130992319726923,0.09780913099132414,0.0598823780401081,-0.7967402929881952,32.8250170672735,7031
E02000243,E09000009,24.032607788915772,0.13717513538426085,0.08996451204055766,-0.2688227906440834,45.23266240350271,8679
E02000244,E09000009,17.113022827984423,0.12001571102457366,0.06357163958641064,-0.8465721767154559,36.30127125016785,7447
