state,year,zip,tested,BLL_geq_10,BLL_geq_5
AL,2007,36793,5,0,0
AL,2007,36801,22,0,0
AL,2007,36802,1,0,0
AL,2007,36803,2,0,0
AL,2007,36804,16,0,0
AL,2007,36830,34,0,0
AL,2007,36832,11,0,0
AL,2007,36850,19,0,1
AL,2007,36852,3,0,0
AL,2007,36853,47,0,0
AL,2007,36854,6,0,0
AL,2007,36855,1,1,1
AL,2007,36860,3,0,0
AL,2007,36861,16,0,0
AL,2007,36862,19,0,0
AL,2007,36863,3,0,0
AL,2007,36866,12,0,0
AL,2007,36867,31,0,0
AL,2007,36869,14,0,0
AL,2007,36870,9,0,0
AL,2007,36874,3,0,0
AL,2007,36875,1,0,0
AL,2007,36877,7,0,0
AL,2007,36879,3,0,0
AL,2007,36901,5,0,0
AL,2007,36904,19,0,0
AL,2007,36907,12,0,0
AL,2007,36908,4,0,0
AL,2007,36912,17,0,0
AL,2007,36915,4,0,0
AL,2007,36916,4,0,0
AL,2007,36919,9,0,0
AL,2007,36921,3,0,0
AL,2007,36922,7,0,0
AL,2007,36925,25,0,0
AL,2007,38680,1,0,0
AL,2007,Unknown  zip,21121,39,168
AL,2007,Total,36733,111,321
AL,2008,32502,1,0,0
AL,2008,32538,1,0,0
AL,2008,35004,22,0,0
AL,2008,35005,26,0,0
AL,2008,35006,4,0,0
AL,2008,35007,70,0,0
AL,2008,35010,34,0,0
AL,2008,35013,1,0,0
AL,2008,35014,11,0,0
AL,2008,35016,19,0,1
AL,2008,35019,17,0,0
AL,2008,35020,103,0,1
AL,2008,35022,41,0,0
AL,2008,35023,45,0,2
AL,2008,35031,17,0,0
AL,2008,35033,13,0,0
AL,2008,35034,50,0,0
AL,2008,35035,2,0,0
AL,2008,35038,2,0,0
AL,2008,35040,37,0,1
AL,2008,35042,55,0,1
AL,2008,35043,15,0,0
AL,2008,35044,5,0,0
AL,2008,35045,6,0,0
AL,2008,35046,3,0,0
AL,2008,35049,3,0,0
AL,2008,35051,33,0,0
AL,2008,35052,1,0,0
AL,2008,35053,9,0,0
AL,2008,35054,4,0,0
AL,2008,35055,178,0,3
AL,2008,35056,7,0,0
AL,2008,35057,93,0,1
AL,2008,35058,90,0,2
AL,2008,35060,5,0,0
AL,2008,35061,8,0,1
AL,2008,35062,44,0,0
AL,2008,35063,34,0,0
AL,2008,35064,64,0,0
AL,2008,35068,21,0,1
AL,2008,35071,14,0,0
AL,2008,35072,2,0,0
AL,2008,35073,17,0,2
AL,2008,35077,95,0,2
AL,2008,35078,9,0,0
AL,2008,35079,9,0,0
AL,2008,35080,17,0,0
AL,2008,35083,17,1,1
AL,2008,35085,5,0,0
AL,2008,35087,2,0,0
AL,2008,35091,4,0,0
AL,2008,35094,37,0,0
AL,2008,35096,24,0,0
AL,2008,35097,2,0,0
AL,2008,35098,9,0,0
AL,2008,35111,19,0,0
AL,2008,35112,1,0,0
AL,2008,35114,12,0,0
AL,2008,35115,33,0,0
AL,2008,35116,6,0,0
AL,2008,35117,7,0,0
AL,2008,35118,9,0,0
AL,2008,35119,2,0,0
AL,2008,35120,22,0,0
AL,2008,35121,8,0,0
AL,2008,35124,104,0,0
AL,2008,35125,28,0,0
AL,2008,35126,45,0,1
AL,2008,35127,17,0,0
AL,2008,35128,17,1,1
AL,2008,35130,16,0,0
AL,2008,35131,6,0,0
AL,2008,35133,2,0,0
AL,2008,35135,3,0,0
AL,2008,35139,1,0,0
AL,2008,35143,8,0,0
AL,2008,35146,7,0,0
AL,2008,35147,8,0,0
AL,2008,35148,28,0,0
AL,2008,35149,1,0,0
AL,2008,35150,12,0,1
AL,2008,35151,3,0,0
AL,2008,35160,139,0,0
AL,2008,35161,6,0,0
AL,2008,35171,2,0,0
AL,2008,35172,4,0,0
AL,2008,35173,42,0,0
AL,2008,35175,5,0,0
AL,2008,35176,2,0,0
AL,2008,35178,7,0,0
AL,2008,35179,69,0,0
AL,2008,35180,22,0,0
AL,2008,35181,1,0,0
AL,2008,35184,38,0,1
AL,2008,35186,19,0,1
AL,2008,35187,1,0,0
AL,2008,35188,5,0,0
AL,2008,35201,8,0,0
AL,2008,35202,11,0,0
AL,2008,35203,17,0,0
AL,2008,35204,74,0,2
AL,2008,35205,76,0,1
AL,2008,35206,148,0,2
AL,2008,35207,45,0,0
AL,2008,35208,107,0,1
AL,2008,35209,129,0,0
AL,2008,35210,55,0,0
AL,2008,35211,216,0,5
AL,2008,35212,90,0,2
AL,2008,35213,31,0,0
AL,2008,35214,104,0,0
AL,2008,35215,340,0,2
AL,2008,35216,103,0,0
AL,2008,35217,82,0,0
AL,2008,35218,50,0,1
AL,2008,35219,2,0,0
AL,2008,35220,1,0,0
AL,2008,35221,28,0,0
AL,2008,35222,36,0,1
AL,2008,35223,23,0,0
AL,2008,35224,41,0,1
AL,2008,35225,1,0,0
AL,2008,35226,40,0,0
AL,2008,35228,46,0,1
AL,2008,35231,2,0,0
AL,2008,35232,1,0,0
AL,2008,35233,9,0,0
AL,2008,35234,41,1,2
AL,2008,35235,60,0,0
AL,2008,35237,1,0,0
AL,2008,35242,86,0,0
AL,2008,35243,28,0,0
AL,2008,35244,29,0,0
AL,2008,35253,1,0,0
AL,2008,35261,2,0,0
AL,2008,35299,1,0,0
AL,2008,35401,403,4,9
AL,2008,35402,2,0,0
AL,2008,35403,15,0,0
AL,2008,35404,200,0,4
AL,2008,35405,243,0,5
AL,2008,35406,18,0,0
AL,2008,35407,10,0,0
AL,2008,35440,1,0,0
AL,2008,35441,16,1,1
AL,2008,35442,35,0,4
AL,2008,35443,36,0,1
AL,2008,35444,23,0,1
AL,2008,35446,16,0,0
AL,2008,35447,43,1,6
AL,2008,35448,1,0,0
AL,2008,35449,1,0,0
AL,2008,35452,17,0,0
AL,2008,35453,58,0,0
AL,2008,35456,37,0,0
AL,2008,35458,4,0,0
AL,2008,35459,10,0,0
AL,2008,35460,6,0,0
AL,2008,35461,10,0,0
AL,2008,35462,112,0,3
AL,2008,35463,13,0,1
AL,2008,35464,18,0,0
AL,2008,35466,33,0,0
AL,2008,35469,6,0,1
AL,2008,35470,44,0,0
AL,2008,35473,51,0,0
AL,2008,35474,56,0,3
AL,2008,35475,36,0,0
AL,2008,35476,147,0,2
AL,2008,35477,3,0,1
AL,2008,35478,2,0,0
AL,2008,35480,10,0,0
AL,2008,35481,31,0,2
AL,2008,35482,1,0,0
AL,2008,35486,4,0,0
AL,2008,35490,13,0,1
AL,2008,35501,126,0,0
AL,2008,35502,22,0,0
AL,2008,35503,93,1,1
AL,2008,35504,101,0,0
AL,2008,35540,13,0,0
AL,2008,35541,22,0,0
AL,2008,35542,5,0,1
AL,2008,35543,5,0,0
AL,2008,35544,2,0,0
AL,2008,35545,2,0,0
AL,2008,35546,38,0,1
AL,2008,35548,16,0,0
AL,2008,35549,42,0,0
AL,2008,35550,73,0,0
AL,2008,35552,7,0,2
AL,2008,35553,36,0,0
AL,2008,35554,7,0,0
AL,2008,35555,116,0,0
AL,2008,35559,5,0,0
AL,2008,35560,5,0,0
AL,2008,35563,39,0,0
AL,2008,35564,6,0,0
AL,2008,35565,67,0,0
AL,2008,35570,61,0,0
AL,2008,35571,2,0,0
AL,2008,35572,11,0,0
AL,2008,35573,1,0,0
AL,2008,35574,9,0,0
AL,2008,35575,8,0,0
AL,2008,35576,13,0,0
AL,2008,35578,61,0,1
AL,2008,35579,29,0,0
AL,2008,35580,52,0,0
AL,2008,35581,5,0,0
AL,2008,35582,8,0,0
AL,2008,35584,12,0,0
AL,2008,35585,3,0,0
AL,2008,35586,35,0,0
AL,2008,35587,10,0,0
AL,2008,35592,31,0,0
AL,2008,35593,5,0,0
AL,2008,35594,61,1,1
AL,2008,35601,563,1,10
AL,2008,35602,1,0,0
AL,2008,35603,143,0,1
AL,2008,35609,1,0,0
AL,2008,35610,3,0,0
AL,2008,35611,163,0,0
AL,2008,35612,2,0,0
AL,2008,35613,32,0,0
AL,2008,35614,32,0,0
AL,2008,35615,2,0,0
AL,2008,35616,7,0,0
AL,2008,35618,11,0,1
AL,2008,35619,24,0,0
AL,2008,35620,22,1,1
AL,2008,35621,12,0,0
AL,2008,35622,43,0,0
AL,2008,35630,27,0,0
AL,2008,35633,6,0,0
AL,2008,35634,3,0,0
AL,2008,35640,103,0,0
AL,2008,35643,13,0,0
AL,2008,35645,3,0,0
AL,2008,35646,16,0,0
AL,2008,35647,1,0,0
AL,2008,35650,43,0,0
AL,2008,35651,5,0,0
AL,2008,35652,3,0,0
AL,2008,35653,7,0,0
AL,2008,35654,5,0,0
AL,2008,35660,22,0,0
AL,2008,35661,23,0,0
AL,2008,35670,27,0,0
AL,2008,35671,22,0,0
AL,2008,35672,20,0,2
AL,2008,35673,26,0,0
AL,2008,35674,25,0,0
AL,2008,35739,18,0,0
AL,2008,35740,40,0,0
AL,2008,35741,1,0,0
AL,2008,35744,19,0,1
AL,2008,35746,5,0,0
AL,2008,35747,12,0,0
AL,2008,35748,9,0,0
AL,2008,35749,41,0,0
AL,2008,35750,23,0,0
AL,2008,35752,19,0,0
AL,2008,35754,27,0,0
AL,2008,35755,1,0,0
AL,2008,35756,15,0,0
AL,2008,35757,16,0,0
AL,2008,35758,94,0,0
AL,2008,35759,13,0,0
AL,2008,35760,10,0,1
AL,2008,35761,40,0,0
AL,2008,35763,14,0,0
AL,2008,35764,5,0,0
AL,2008,35765,18,0,0
AL,2008,35768,150,0,0
AL,2008,35769,44,0,0
AL,2008,35771,22,0,0
AL,2008,35772,76,0,0
AL,2008,35773,27,0,0
AL,2008,35775,3,0,0
AL,2008,35776,25,0,0
AL,2008,35801,57,0,0
AL,2008,35802,43,0,0
AL,2008,35803,29,0,0
AL,2008,35804,2,0,0
AL,2008,35805,257,2,5
AL,2008,35806,31,0,0
AL,2008,35808,1,0,0
AL,2008,35810,154,0,2
AL,2008,35811,56,0,1
AL,2008,35812,1,0,0
AL,2008,35814,4,0,0
AL,2008,35816,119,0,3
AL,2008,35824,16,0,0
AL,2008,35901,13,0,2
AL,2008,35903,33,0,4
AL,2008,35904,4,0,0
AL,2008,35905,1,0,0
AL,2008,35906,3,0,0
AL,2008,35907,2,0,0
AL,2008,35950,60,1,1
AL,2008,35951,35,0,0
AL,2008,35952,4,0,0
AL,2008,35953,6,0,0
AL,2008,35954,3,1,2
AL,2008,35956,3,0,0
AL,2008,35957,20,0,0
AL,2008,35958,13,0,0
AL,2008,35959,5,0,0
AL,2008,35960,87,2,2
AL,2008,35961,2,0,0
AL,2008,35962,9,0,1
AL,2008,35963,2,0,0
AL,2008,35964,1,0,0
AL,2008,35966,18,0,0
AL,2008,35967,290,0,0
AL,2008,35968,74,0,0
AL,2008,35971,2,0,0
AL,2008,35973,1,0,0
AL,2008,35976,21,1,2
AL,2008,35978,9,0,0
AL,2008,35979,2,0,0
AL,2008,35980,6,0,0
AL,2008,35981,2,0,0
AL,2008,35983,2,0,0
AL,2008,35984,1,0,0
AL,2008,35986,13,0,0
AL,2008,35988,2,0,0
AL,2008,36003,26,0,2
AL,2008,36005,11,0,1
AL,2008,36006,3,0,0
AL,2008,36009,12,0,0
AL,2008,36010,47,0,2
AL,2008,36016,18,0,0
AL,2008,36017,46,2,2
AL,2008,36020,4,0,0
AL,2008,36022,13,0,0
AL,2008,36023,1,0,0
AL,2008,36024,13,0,1
AL,2008,36025,16,0,1
AL,2008,36026,1,0,0
AL,2008,36027,40,0,2
AL,2008,36028,8,0,0
AL,2008,36029,3,0,0
AL,2008,36030,1,0,0
AL,2008,36032,11,0,0
AL,2008,36033,17,0,0
AL,2008,36034,6,0,0
AL,2008,36035,16,0,0
AL,2008,36036,14,0,0
AL,2008,36037,41,1,7
AL,2008,36038,2,0,0
AL,2008,36039,9,0,1
AL,2008,36040,42,0,6
AL,2008,36041,9,0,0
AL,2008,36042,3,0,0
AL,2008,36043,17,0,1
AL,2008,36045,1,0,0
AL,2008,36046,10,0,0
AL,2008,36047,12,0,1
AL,2008,36048,25,0,1
AL,2008,36049,30,0,0
AL,2008,36051,5,0,0
AL,2008,36052,1,0,1
AL,2008,36053,3,0,0
AL,2008,36054,59,1,2
AL,2008,36064,17,0,0
AL,2008,36066,42,0,0
AL,2008,36067,102,0,5
AL,2008,36068,2,0,0
AL,2008,36069,7,1,1
AL,2008,36071,9,0,0
AL,2008,36075,29,0,0
AL,2008,36078,103,1,3
AL,2008,36079,67,2,4
AL,2008,36080,1,0,0
AL,2008,36081,172,3,11
AL,2008,36083,224,2,10
AL,2008,36087,2,0,0
AL,2008,36088,15,0,0
AL,2008,36089,38,1,3
AL,2008,36091,4,0,0
AL,2008,36092,49,0,2
AL,2008,36093,8,0,0
AL,2008,36101,2,0,1
AL,2008,36102,1,0,0
AL,2008,36103,3,0,0
AL,2008,36104,97,0,6
AL,2008,36105,126,0,4
AL,2008,36106,76,0,5
AL,2008,36107,87,1,3
AL,2008,36108,217,1,9
AL,2008,36109,94,0,1
AL,2008,36110,125,1,5
AL,2008,36111,88,0,3
AL,2008,36113,2,0,0
AL,2008,36116,409,1,14
AL,2008,36117,155,0,0
AL,2008,36118,2,0,0
AL,2008,36120,2,0,0
AL,2008,36123,1,0,0
AL,2008,36124,3,0,0
AL,2008,36125,2,0,0
AL,2008,36201,60,1,5
AL,2008,36202,3,0,0
AL,2008,36203,42,0,0
AL,2008,36204,1,0,0
AL,2008,36205,4,0,0
AL,2008,36206,44,0,1
AL,2008,36207,50,0,0
AL,2008,36250,6,0,0
AL,2008,36251,20,0,1
AL,2008,36253,2,0,0
AL,2008,36254,1,0,0
AL,2008,36255,3,0,0
AL,2008,36256,2,0,0
AL,2008,36257,2,0,0
AL,2008,36258,5,0,0
AL,2008,36260,12,0,0
AL,2008,36262,10,0,0
AL,2008,36264,21,3,3
AL,2008,36265,90,0,0
AL,2008,36266,19,0,0
AL,2008,36268,35,0,0
AL,2008,36269,5,0,1
AL,2008,36271,13,0,0
AL,2008,36272,73,0,0
AL,2008,36273,4,0,0
AL,2008,36274,13,0,0
AL,2008,36276,2,0,0
AL,2008,36277,27,0,0
AL,2008,36278,10,0,1
AL,2008,36279,7,0,0
AL,2008,36280,9,0,0
AL,2008,36301,6,1,1
AL,2008,36303,6,0,0
AL,2008,36305,1,0,0
AL,2008,36310,7,0,0
AL,2008,36311,23,0,2
AL,2008,36313,1,0,0
AL,2008,36314,3,0,0
AL,2008,36316,12,0,0
AL,2008,36317,4,0,0
AL,2008,36318,1,0,0
AL,2008,36319,1,0,0
AL,2008,36322,65,0,1
AL,2008,36323,73,0,0
AL,2008,36330,348,0,2
AL,2008,36331,2,0,0
AL,2008,36340,26,0,0
AL,2008,36343,1,0,0
AL,2008,36344,14,0,0
AL,2008,36346,13,0,0
AL,2008,36350,4,0,0
AL,2008,36351,21,0,0
AL,2008,36352,12,0,0
AL,2008,36353,3,0,0
AL,2008,36360,247,1,5
AL,2008,36361,3,0,0
AL,2008,36362,2,0,0
AL,2008,36374,8,0,0
AL,2008,36375,4,0,0
AL,2008,36401,55,0,0
AL,2008,36420,130,0,0
AL,2008,36421,25,0,0
AL,2008,36425,2,0,0
AL,2008,36426,182,0,1
AL,2008,36427,7,0,0
AL,2008,36432,24,0,0
AL,2008,36435,2,0,0
AL,2008,36436,4,0,1
AL,2008,36439,1,0,0
AL,2008,36441,22,0,0
AL,2008,36442,27,0,0
AL,2008,36444,1,0,0
AL,2008,36445,12,0,0
AL,2008,36446,12,0,0
AL,2008,36451,44,0,3
AL,2008,36453,11,0,0
AL,2008,36455,9,0,0
AL,2008,36456,9,0,0
AL,2008,36458,3,0,0
AL,2008,36460,22,0,0
AL,2008,36461,13,0,1
AL,2008,36467,38,0,1
AL,2008,36471,2,0,1
AL,2008,36473,1,0,0
AL,2008,36474,26,0,0
AL,2008,36475,14,0,0
AL,2008,36476,3,0,0
AL,2008,36477,29,0,0
AL,2008,36480,5,1,1
AL,2008,36482,12,0,2
AL,2008,36483,4,0,0
AL,2008,36501,1,0,0
AL,2008,36502,80,0,3
AL,2008,36504,4,0,0
AL,2008,36507,113,1,5
AL,2008,36509,2,0,0
AL,2008,36511,1,0,1
AL,2008,36512,1,0,0
AL,2008,36513,15,0,0
AL,2008,36518,21,0,0
AL,2008,36521,6,0,1
AL,2008,36522,39,0,0
AL,2008,36523,8,1,1
AL,2008,36524,24,0,6
AL,2008,36525,1,0,0
AL,2008,36526,1,0,0
AL,2008,36527,1,0,0
AL,2008,36529,3,0,0
AL,2008,36530,11,0,0
AL,2008,36532,2,0,0
AL,2008,36533,1,0,0
AL,2008,36535,51,0,0
AL,2008,36536,5,0,1
AL,2008,36538,6,0,0
AL,2008,36539,3,0,0
AL,2008,36540,21,0,2
AL,2008,36541,64,0,0
AL,2008,36542,43,0,0
AL,2008,36543,1,0,0
AL,2008,36544,27,0,1
AL,2008,36545,144,0,0
AL,2008,36547,2,0,0
AL,2008,36548,12,0,0
AL,2008,36549,5,0,0
AL,2008,36551,5,0,0
AL,2008,36553,51,0,0
AL,2008,36555,2,0,0
AL,2008,36556,1,0,0
AL,2008,36558,16,0,0
AL,2008,36560,13,0,0
AL,2008,36561,11,0,0
AL,2008,36562,6,1,4
AL,2008,36567,14,0,0
AL,2008,36568,1,0,0
AL,2008,36569,4,0,0
AL,2008,36571,8,0,0
AL,2008,36572,2,0,0
AL,2008,36574,2,0,0
AL,2008,36575,11,0,0
AL,2008,36576,3,0,0
AL,2008,36578,3,0,0
AL,2008,36579,8,0,1
AL,2008,36580,11,0,1
AL,2008,36581,8,0,0
AL,2008,36582,28,0,0
AL,2008,36583,7,0,0
AL,2008,36584,4,0,0
AL,2008,36585,7,0,0
AL,2008,36587,9,0,0
AL,2008,36590,1,0,0
AL,2008,36601,1,0,0
AL,2008,36602,1,0,0
AL,2008,36603,8,1,1
AL,2008,36604,9,1,1
AL,2008,36605,19,0,2
AL,2008,36606,13,0,0
AL,2008,36607,3,0,0
AL,2008,36608,18,0,0
AL,2008,36609,25,1,2
AL,2008,36610,16,0,0
AL,2008,36611,5,0,0
AL,2008,36612,4,0,0
AL,2008,36613,12,1,1
AL,2008,36617,11,1,1
AL,2008,36618,14,0,0
AL,2008,36619,4,0,0
AL,2008,36660,1,0,0
AL,2008,36688,1,0,0
AL,2008,36693,6,0,0
AL,2008,36695,17,0,1
AL,2008,36701,128,3,11
AL,2008,36702,3,0,0
AL,2008,36703,10,0,0
AL,2008,36720,9,1,1
AL,2008,36722,7,0,1
AL,2008,36723,2,0,0
AL,2008,36726,13,1,2
AL,2008,36727,1,0,0
AL,2008,36728,4,0,0
AL,2008,36732,28,0,0
AL,2008,36736,14,0,0
AL,2008,36738,7,0,0
AL,2008,36740,19,0,2
AL,2008,36741,1,0,0
AL,2008,36742,9,0,0
AL,2008,36744,185,0,0
AL,2008,36745,3,0,0
AL,2008,36748,12,0,0
AL,2008,36749,1,0,0
AL,2008,36750,4,0,0
AL,2008,36751,12,1,1
AL,2008,36752,16,0,0
AL,2008,36754,2,0,0
AL,2008,36756,40,1,3
AL,2008,36758,3,0,0
AL,2008,36759,10,0,3
AL,2008,36761,2,0,1
AL,2008,36765,10,0,1
AL,2008,36767,17,0,0
AL,2008,36768,1,0,0
AL,2008,36769,26,0,2
AL,2008,36773,4,0,0
AL,2008,36775,2,0,0
AL,2008,36776,24,0,0
AL,2008,36782,16,0,0
AL,2008,36783,3,0,0
AL,2008,36784,87,0,5
AL,2008,36785,15,0,3
AL,2008,36786,45,2,5
AL,2008,36792,6,0,0
AL,2008,36793,5,0,0
AL,2008,36801,43,0,0
AL,2008,36802,1,0,0
AL,2008,36803,1,0,0
AL,2008,36804,28,0,0
AL,2008,36830,58,1,1
AL,2008,36831,1,0,0
AL,2008,36832,18,0,0
AL,2008,36850,5,0,0
AL,2008,36853,11,0,0
AL,2008,36854,5,0,0
AL,2008,36855,1,0,1
AL,2008,36856,9,0,1
AL,2008,36860,5,0,1
AL,2008,36861,6,0,0
AL,2008,36862,15,0,2
AL,2008,36863,4,0,0
AL,2008,36866,17,0,0
AL,2008,36867,35,1,3
AL,2008,36868,1,0,0
AL,2008,36869,33,0,1
AL,2008,36870,25,0,1
AL,2008,36871,1,0,0
AL,2008,36874,9,0,0
AL,2008,36875,10,0,0
AL,2008,36877,10,0,0
AL,2008,36879,3,0,0
AL,2008,36901,5,0,0
AL,2008,36904,14,0,1
AL,2008,36907,16,0,0
AL,2008,36908,1,0,0
AL,2008,36912,20,0,1
AL,2008,36913,2,0,0
AL,2008,36915,2,0,0
AL,2008,36916,9,0,0
AL,2008,36919,16,0,1
AL,2008,36921,5,0,2
AL,2008,36922,5,0,0
AL,2008,36925,28,0,0
AL,2008,Unknown  zip,20369,77,383
AL,2008,Total,39258,141,770
AL,2009,35004,9,0,0
AL,2009,35005,30,0,0
AL,2009,35006,6,0,0
AL,2009,35007,58,0,0
AL,2009,35010,13,1,1
AL,2009,35014,15,0,1
AL,2009,35016,13,0,0
AL,2009,35019,12,0,0
AL,2009,35020,180,0,2
AL,2009,35021,2,0,0
AL,2009,35022,38,0,0
AL,2009,35023,61,0,1
AL,2009,35031,19,0,0
AL,2009,35032,2,0,0
AL,2009,35033,24,0,1
AL,2009,35034,33,0,0
AL,2009,35035,4,0,0
AL,2009,35036,7,0,0
AL,2009,35040,29,0,0
AL,2009,35042,32,0,0
AL,2009,35043,9,0,0
AL,2009,35044,8,0,0
AL,2009,35045,6,0,0
AL,2009,35046,2,0,0
AL,2009,35048,1,0,0
AL,2009,35049,3,0,0
AL,2009,35051,42,0,0
AL,2009,35053,15,0,0
AL,2009,35054,7,0,0
AL,2009,35055,195,0,2
AL,2009,35056,10,0,0
AL,2009,35057,73,0,2
AL,2009,35058,80,0,0
AL,2009,35060,2,0,0
AL,2009,35061,9,0,1
AL,2009,35062,42,0,0
AL,2009,35063,24,0,0
AL,2009,35064,82,0,0
AL,2009,35068,27,0,0
AL,2009,35070,2,0,0
AL,2009,35071,21,0,0
AL,2009,35072,4,0,0
AL,2009,35073,9,0,0
AL,2009,35074,1,0,0
AL,2009,35077,90,0,1
AL,2009,35078,9,0,0
AL,2009,35079,21,0,0
AL,2009,35080,10,0,0
AL,2009,35083,17,0,0
AL,2009,35085,10,0,0
AL,2009,35087,10,0,2
AL,2009,35089,3,0,0
AL,2009,35091,2,0,0
AL,2009,35094,53,0,0
AL,2009,35096,20,0,0
AL,2009,35097,1,0,0
AL,2009,35098,18,0,1
AL,2009,35111,33,0,0
AL,2009,35114,13,0,0
AL,2009,35115,29,0,0
AL,2009,35116,6,0,0
AL,2009,35117,6,0,0
AL,2009,35118,11,0,0
AL,2009,35120,5,0,0
AL,2009,35121,7,0,0
AL,2009,35124,70,0,0
AL,2009,35125,23,0,0
AL,2009,35126,27,1,2
AL,2009,35127,17,0,0
AL,2009,35128,16,0,1
AL,2009,35130,17,0,0
AL,2009,35131,5,0,0
AL,2009,35133,3,0,0
AL,2009,35135,2,0,0
AL,2009,35137,1,0,0
AL,2009,35142,1,0,0
AL,2009,35143,8,0,0
AL,2009,35146,6,0,0
AL,2009,35147,8,0,0
AL,2009,35148,31,0,0
AL,2009,35150,12,0,0
AL,2009,35151,4,0,0
AL,2009,35160,153,0,3
AL,2009,35161,5,0,0
AL,2009,35171,1,0,0
AL,2009,35172,3,0,0
AL,2009,35173,12,0,0
AL,2009,35175,1,0,0
AL,2009,35176,3,0,0
AL,2009,35178,2,0,0
AL,2009,35179,91,0,2
AL,2009,35180,20,0,0
AL,2009,35181,1,0,0
AL,2009,35184,29,0,0
AL,2009,35186,16,0,0
AL,2009,35187,2,0,0
AL,2009,35188,10,0,0
AL,2009,35201,4,0,0
AL,2009,35202,11,0,0
AL,2009,35203,9,0,0
AL,2009,35204,83,0,1
AL,2009,35205,84,0,0
AL,2009,35206,104,0,1
AL,2009,35207,92,0,0
AL,2009,35208,141,0,0
AL,2009,35209,194,0,0
AL,2009,35210,45,0,0
AL,2009,35211,254,0,2
AL,2009,35212,82,0,2
AL,2009,35213,23,0,0
AL,2009,35214,119,0,1
AL,2009,35215,250,0,2
AL,2009,35216,134,0,0
AL,2009,35217,82,0,0
AL,2009,35218,68,0,0
AL,2009,35219,1,0,0
AL,2009,35220,1,0,0
AL,2009,35221,38,0,1
AL,2009,35222,39,1,1
AL,2009,35223,12,0,0
AL,2009,35224,42,0,1
AL,2009,35226,45,0,0
AL,2009,35228,69,0,0
AL,2009,35232,2,0,0
AL,2009,35233,8,0,0
AL,2009,35234,46,0,0
AL,2009,35235,58,0,0
AL,2009,35238,1,0,0
AL,2009,35242,82,0,0
AL,2009,35243,24,0,0
AL,2009,35244,41,0,0
AL,2009,35253,1,0,0
AL,2009,35259,1,0,0
AL,2009,35260,1,0,0
AL,2009,35261,1,0,0
AL,2009,35401,371,1,5
AL,2009,35402,1,0,0
AL,2009,35403,8,0,0
AL,2009,35404,230,0,3
AL,2009,35405,271,0,2
AL,2009,35406,20,0,1
AL,2009,35407,11,0,0
AL,2009,35441,11,0,0
AL,2009,35442,52,1,5
AL,2009,35443,54,0,2
AL,2009,35444,33,0,0
AL,2009,35446,9,0,0
AL,2009,35447,43,0,4
AL,2009,35449,4,0,0
AL,2009,35452,17,0,0
AL,2009,35453,72,0,0
AL,2009,35456,26,0,0
AL,2009,35457,2,0,0
AL,2009,35458,3,0,0
AL,2009,35459,14,0,0
AL,2009,35460,4,0,0
AL,2009,35461,6,0,1
AL,2009,35462,124,0,1
AL,2009,35463,15,0,0
AL,2009,35464,12,0,0
AL,2009,35466,41,0,2
AL,2009,35469,6,0,1
AL,2009,35470,64,1,1
AL,2009,35473,46,0,1
AL,2009,35474,41,0,0
AL,2009,35475,32,0,1
AL,2009,35476,148,0,1
AL,2009,35480,12,0,0
AL,2009,35481,30,0,3
AL,2009,35482,1,0,0
AL,2009,35490,18,0,0
AL,2009,35501,155,0,0
AL,2009,35502,29,0,0
AL,2009,35503,115,0,1
AL,2009,35504,122,0,0
AL,2009,35540,23,0,0
AL,2009,35541,27,0,0
AL,2009,35542,5,0,0
AL,2009,35543,4,0,0
AL,2009,35544,6,0,0
AL,2009,35545,1,0,0
AL,2009,35546,24,0,0
AL,2009,35548,7,0,0
AL,2009,35549,55,1,1
AL,2009,35550,67,0,0
AL,2009,35552,9,0,0
AL,2009,35553,51,0,0
AL,2009,35554,5,0,0
AL,2009,35555,102,0,0
AL,2009,35559,2,0,0
AL,2009,35560,2,0,0
AL,2009,35563,27,0,0
AL,2009,35564,4,0,0
AL,2009,35565,75,0,0
AL,2009,35570,61,0,0
AL,2009,35571,2,0,0
AL,2009,35572,3,0,0
AL,2009,35573,1,0,0
AL,2009,35574,13,0,0
AL,2009,35575,5,0,0
AL,2009,35576,20,0,2
AL,2009,35578,68,0,0
AL,2009,35579,40,0,1
AL,2009,35580,50,0,0
AL,2009,35581,8,0,0
AL,2009,35582,8,0,0
AL,2009,35584,11,0,0
AL,2009,35585,5,0,0
AL,2009,35586,35,0,1
AL,2009,35587,12,0,0
AL,2009,35592,34,0,0
AL,2009,35593,3,0,0
AL,2009,35594,51,0,0
AL,2009,35601,469,1,14
AL,2009,35602,4,0,0
AL,2009,35603,123,0,0
AL,2009,35610,2,0,0
AL,2009,35611,53,0,0
AL,2009,35613,22,0,0
AL,2009,35614,12,0,0
AL,2009,35616,10,0,0
AL,2009,35618,3,0,0
AL,2009,35619,27,0,0
AL,2009,35620,4,0,0
AL,2009,35621,10,0,0
AL,2009,35622,52,0,0
AL,2009,35630,23,1,1
AL,2009,35633,7,0,0
AL,2009,35634,2,0,0
AL,2009,35640,156,0,2
AL,2009,35643,23,0,1
AL,2009,35645,4,0,0
AL,2009,35646,10,0,0
AL,2009,35647,1,0,0
AL,2009,35650,38,0,0
AL,2009,35651,4,0,0
AL,2009,35652,2,0,0
