state,zip,year,tested,BLL_geq_10
MI,48244,2014,,
MI,48244,2015,,
MI,48247,2005,,
MI,48247,2006,,
MI,48247,2007,,
MI,48247,2008,,
MI,48247,2009,,
MI,48247,2010,,
MI,48247,2011,,
MI,48247,2012,,
MI,48247,2013,,
MI,48247,2014,,
MI,48247,2015,,
MI,48248,2005,,
MI,48248,2006,,
MI,48248,2007,,
MI,48248,2008,,
MI,48248,2009,,
MI,48248,2010,,
MI,48248,2011,,
MI,48248,2012,,
MI,48248,2013,,
MI,48248,2014,,
MI,48248,2015,,
MI,48249,2005,,
MI,48249,2006,,
MI,48249,2007,,
MI,48249,2008,,
MI,48249,2009,,
MI,48249,2010,,
MI,48249,2011,,
MI,48249,2012,,
MI,48249,2013,,
MI,48249,2014,,
MI,48249,2015,,
MI,48252,2005,,
MI,48252,2006,,
MI,48252,2007,,
MI,48252,2008,,
MI,48252,2009,,
MI,48252,2010,,
MI,48252,2011,,
MI,48252,2012,,
MI,48252,2013,,
MI,48252,2014,,
MI,48252,2015,,
MI,48255,2005,,
MI,48255,2006,,
MI,48255,2007,,
MI,48255,2008,,
MI,48255,2009,,
MI,48255,2010,,
MI,48255,2011,,
MI,48255,2012,,
MI,48255,2013,,
MI,48255,2014,,
MI,48255,2015,,
MI,48258,2005,,
MI,48258,2006,,
MI,48258,2007,,
MI,48258,2008,,
MI,48258,2009,,
MI,48258,2010,,
MI,48258,2011,,
MI,48258,2012,,
MI,48258,2013,,
MI,48258,2014,,
MI,48258,2015,,
MI,48260,2005,,
MI,48260,2006,,
MI,48260,2007,,
MI,48260,2008,,
MI,48260,2009,,
MI,48260,2010,,
MI,48260,2011,,
MI,48260,2012,,
MI,48260,2013,,
MI,48260,2014,,
MI,48260,2015,,
MI,48264,2005,,
MI,48264,2006,,
MI,48264,2007,,
MI,48264,2008,,
MI,48264,2009,,
MI,48264,2010,,
MI,48264,2011,,
MI,48264,2012,,
MI,48264,2013,,
MI,48264,2014,,
MI,48264,2015,,
MI,48265,2005,,
MI,48265,2006,,
MI,48265,2007,,
MI,48265,2008,,
MI,48265,2009,,
MI,48265,2010,,
MI,48265,2011,,
MI,48265,2012,,
MI,48265,2013,,
MI,48265,2014,,
MI,48265,2015,,
MI,48266,2005,,
MI,48266,2006,,
MI,48266,2007,,
MI,48266,2008,,
MI,48266,2009,,
MI,48266,2010,,
MI,48266,2011,,
MI,48266,2012,,
MI,48266,2013,,
MI,48266,2014,,
MI,48266,2015,,
MI,48267,2005,,
MI,48267,2006,,
MI,48267,2007,,
MI,48267,2008,,
MI,48267,2009,,
MI,48267,2010,,
MI,48267,2011,,
MI,48267,2012,,
MI,48267,2013,,
MI,48267,2014,,
MI,48267,2015,,
MI,48268,2005,,
MI,48268,2006,,
MI,48268,2007,,
MI,48268,2008,,
MI,48268,2009,,
MI,48268,2010,,
MI,48268,2011,,
MI,48268,2012,,
MI,48268,2013,,
MI,48268,2014,,
MI,48268,2015,,
MI,48269,2005,,
MI,48269,2006,,
MI,48269,2007,,
MI,48269,2008,,
MI,48269,2009,,
MI,48269,2010,,
MI,48269,2011,,
MI,48269,2012,,
MI,48269,2013,,
MI,48269,2014,,
MI,48269,2015,,
MI,48270,2005,,
MI,48270,2006,,
MI,48270,2007,,
MI,48270,2008,,
MI,48270,2009,,
MI,48270,2010,,
MI,48270,2011,,
MI,48270,2012,,
MI,48270,2013,,
MI,48270,2014,,
MI,48270,2015,,
MI,48270,2005,,
MI,48270,2006,,
MI,48270,2007,,
MI,48270,2008,,
MI,48270,2009,,
MI,48270,2010,,
MI,48270,2011,,
MI,48270,2012,,
MI,48270,2013,,
MI,48270,2014,,
MI,48270,2015,,
MI,48272,2005,,
MI,48272,2006,,
MI,48272,2007,,
MI,48272,2008,,
MI,48272,2009,,
MI,48272,2010,,
MI,48272,2011,,
MI,48272,2012,,
MI,48272,2013,,
MI,48272,2014,,
MI,48272,2015,,
MI,48275,2005,,
MI,48275,2006,,
MI,48275,2007,,
MI,48275,2008,,
MI,48275,2009,,
MI,48275,2010,,
MI,48275,2011,,
MI,48275,2012,,
MI,48275,2013,,
MI,48275,2014,,
MI,48275,2015,,
MI,48277,2005,,
MI,48277,2006,,
MI,48277,2007,,
MI,48277,2008,,
MI,48277,2009,,
MI,48277,2010,,
MI,48277,2011,,
MI,48277,2012,,
MI,48277,2013,,
MI,48277,2014,,
MI,48277,2015,,
MI,48278,2005,,
MI,48278,2006,,
MI,48278,2007,,
MI,48278,2008,,
MI,48278,2009,,
MI,48278,2010,,
MI,48278,2011,,
MI,48278,2012,,
MI,48278,2013,,
MI,48278,2014,,
MI,48278,2015,,
MI,48279,2005,,
MI,48279,2006,,
MI,48279,2007,,
MI,48279,2008,,
MI,48279,2009,,
MI,48279,2010,,
MI,48279,2011,,
MI,48279,2012,,
MI,48279,2013,,
MI,48279,2014,,
MI,48279,2015,,
MI,48280,2005,,
MI,48280,2006,,
MI,48280,2007,,
MI,48280,2008,,
MI,48280,2009,,
MI,48280,2010,,
MI,48280,2011,,
MI,48280,2012,,
MI,48280,2013,,
MI,48280,2014,,
MI,48280,2015,,
MI,48282,2005,,
MI,48282,2006,,
MI,48282,2007,,
MI,48282,2008,,
MI,48282,2009,,
MI,48282,2010,,
MI,48282,2011,,
MI,48282,2012,,
MI,48282,2013,,
MI,48282,2014,,
MI,48282,2015,,
MI,48283,2005,,
MI,48283,2006,,
MI,48283,2007,,
MI,48283,2008,,
MI,48283,2009,,
MI,48283,2010,,
MI,48283,2011,,
MI,48283,2012,,
MI,48283,2013,,
MI,48283,2014,,
MI,48283,2015,,
MI,48284,2005,,
MI,48284,2006,,
MI,48284,2007,,
MI,48284,2008,,
MI,48284,2009,,
MI,48284,2010,,
MI,48284,2011,,
MI,48284,2012,,
MI,48284,2013,,
MI,48284,2014,,
MI,48284,2015,,
MI,48285,2005,,
MI,48285,2006,,
MI,48285,2007,,
MI,48285,2008,,
MI,48285,2009,,
MI,48285,2010,,
MI,48285,2011,,
MI,48285,2012,,
MI,48285,2013,,
MI,48285,2014,,
MI,48285,2015,,
MI,48288,2005,,
MI,48288,2006,,
MI,48288,2007,,
MI,48288,2008,,
MI,48288,2009,,
MI,48288,2010,,
MI,48288,2011,,
MI,48288,2012,,
MI,48288,2013,,
MI,48288,2014,,
MI,48288,2015,,
MI,48289,2005,,
MI,48289,2006,,
MI,48289,2007,,
MI,48289,2008,,
MI,48289,2009,,
MI,48289,2010,,
MI,48289,2011,,
MI,48289,2012,,
MI,48289,2013,,
MI,48289,2014,,
MI,48289,2015,,
MI,48299,2005,,
MI,48299,2006,,
MI,48299,2007,,
MI,48299,2008,,
MI,48299,2009,,
MI,48299,2010,,
MI,48299,2011,,
MI,48299,2012,,
MI,48299,2013,,
MI,48299,2014,,
MI,48299,2015,,
MI,48301,2005,,
MI,48301,2006,,
MI,48301,2007,,
MI,48301,2008,,
MI,48301,2009,,
MI,48301,2010,,
MI,48301,2011,,
MI,48301,2012,,
MI,48301,2013,,
MI,48301,2014,,
MI,48301,2015,,
MI,48301,2005,,
MI,48301,2006,,
MI,48301,2007,,
MI,48301,2008,,
MI,48301,2009,,
MI,48301,2010,,
MI,48301,2011,,
MI,48301,2012,,
MI,48301,2013,,
MI,48301,2014,,
MI,48301,2015,,
MI,48302,2005,,
MI,48302,2006,,
MI,48302,2007,,
MI,48302,2008,,
MI,48302,2009,,
MI,48302,2010,,
MI,48302,2011,,
MI,48302,2012,,
MI,48302,2013,,
MI,48302,2014,,
MI,48302,2015,,
MI,48302,2005,,
MI,48302,2006,,
MI,48302,2007,,
MI,48302,2008,,
MI,48302,2009,,
MI,48302,2010,,
MI,48302,2011,,
MI,48302,2012,,
MI,48302,2013,,
MI,48302,2014,,
MI,48302,2015,,
MI,48303,2005,,
MI,48303,2006,,
MI,48303,2007,,
MI,48303,2008,,
MI,48303,2009,,
MI,48303,2010,,
MI,48303,2011,,
MI,48303,2012,,
MI,48303,2013,,
MI,48303,2014,,
MI,48303,2015,,
MI,48304,2005,,
MI,48304,2006,,
MI,48304,2007,,
MI,48304,2008,,
MI,48304,2009,,
MI,48304,2010,,
MI,48304,2011,,
MI,48304,2012,,
MI,48304,2013,,
MI,48304,2014,,
MI,48304,2015,,
MI,48306,2005,,
MI,48306,2006,,
MI,48306,2007,,
MI,48306,2008,,
MI,48306,2009,,
MI,48306,2010,,
MI,48306,2011,,
MI,48306,2012,,
MI,48306,2013,,
MI,48306,2014,,
MI,48306,2015,,
MI,48306,2005,,
MI,48306,2006,,
MI,48306,2007,,
MI,48306,2008,,
MI,48306,2009,,
MI,48306,2010,,
MI,48306,2011,,
MI,48306,2012,,
MI,48306,2013,,
MI,48306,2014,,
MI,48306,2015,,
MI,48307,2005,,
MI,48307,2006,,
MI,48307,2007,,
MI,48307,2008,,
MI,48307,2009,,
MI,48307,2010,,
MI,48307,2011,,
MI,48307,2012,,
MI,48307,2013,,
MI,48307,2014,,
MI,48307,2015,,
MI,48307,2005,,
MI,48307,2006,,
MI,48307,2007,,
MI,48307,2008,,
MI,48307,2009,,
MI,48307,2010,,
MI,48307,2011,,
MI,48307,2012,,
MI,48307,2013,,
MI,48307,2014,,
MI,48307,2015,,
MI,48308,2005,,
MI,48308,2006,,
MI,48308,2007,,
MI,48308,2008,,
MI,48308,2009,,
MI,48308,2010,,
MI,48308,2011,,
MI,48308,2012,,
MI,48308,2013,,
MI,48308,2014,,
MI,48308,2015,,
MI,48309,2005,,
MI,48309,2006,,
MI,48309,2007,,
MI,48309,2008,,
MI,48309,2009,,
MI,48309,2010,,
MI,48309,2011,,
MI,48309,2012,,
MI,48309,2013,,
MI,48309,2014,,
MI,48309,2015,,
MI,48309,2005,,
MI,48309,2006,,
MI,48309,2007,,
MI,48309,2008,,
MI,48309,2009,,
MI,48309,2010,,
MI,48309,2011,,
MI,48309,2012,,
MI,48309,2013,,
MI,48309,2014,,
MI,48309,2015,,
MI,48310,2005,,
MI,48310,2006,,
MI,48310,2007,,
MI,48310,2008,,
MI,48310,2009,,
MI,48310,2010,,
MI,48310,2011,,
MI,48310,2012,,
MI,48310,2013,,
MI,48310,2014,,
MI,48310,2015,,
MI,48310,2005,,
MI,48310,2006,,
MI,48310,2007,,
MI,48310,2008,,
MI,48310,2009,,
MI,48310,2010,,
MI,48310,2011,,
MI,48310,2012,,
MI,48310,2013,,
MI,48310,2014,,
MI,48310,2015,,
MI,48310,2005,,
MI,48310,2006,,
MI,48310,2007,,
MI,48310,2008,,
MI,48310,2009,,
MI,48310,2010,,
MI,48310,2011,,
MI,48310,2012,,
MI,48310,2013,,
MI,48310,2014,,
MI,48310,2015,,
MI,48310,2005,,
MI,48310,2006,,
MI,48310,2007,,
MI,48310,2008,,
MI,48310,2009,,
MI,48310,2010,,
MI,48310,2011,,
MI,48310,2012,,
MI,48310,2013,,
MI,48310,2014,,
MI,48310,2015,,
MI,48311,2005,,
MI,48311,2006,,
MI,48311,2007,,
MI,48311,2008,,
MI,48311,2009,,
MI,48311,2010,,
MI,48311,2011,,
MI,48311,2012,,
MI,48311,2013,,
MI,48311,2014,,
MI,48311,2015,,
MI,48312,2005,,
MI,48312,2006,,
MI,48312,2007,,
MI,48312,2008,,
MI,48312,2009,,
MI,48312,2010,,
MI,48312,2011,,
MI,48312,2012,,
MI,48312,2013,,
MI,48312,2014,,
MI,48312,2015,,
MI,48312,2005,,
MI,48312,2006,,
MI,48312,2007,,
MI,48312,2008,,
MI,48312,2009,,
MI,48312,2010,,
MI,48312,2011,,
MI,48312,2012,,
MI,48312,2013,,
MI,48312,2014,,
MI,48312,2015,,
MI,48313,2005,,
MI,48313,2006,,
MI,48313,2007,,
MI,48313,2008,,
MI,48313,2009,,
MI,48313,2010,,
MI,48313,2011,,
MI,48313,2012,,
MI,48313,2013,,
MI,48313,2014,,
MI,48313,2015,,
MI,48313,2005,,
MI,48313,2006,,
MI,48313,2007,,
MI,48313,2008,,
MI,48313,2009,,
MI,48313,2010,,
MI,48313,2011,,
MI,48313,2012,,
MI,48313,2013,,
MI,48313,2014,,
MI,48313,2015,,
MI,48313,2005,,
MI,48313,2006,,
MI,48313,2007,,
MI,48313,2008,,
MI,48313,2009,,
MI,48313,2010,,
MI,48313,2011,,
MI,48313,2012,,
MI,48313,2013,,
MI,48313,2014,,
MI,48313,2015,,
MI,48313,2005,,
MI,48313,2006,,
MI,48313,2007,,
MI,48313,2008,,
MI,48313,2009,,
MI,48313,2010,,
MI,48313,2011,,
MI,48313,2012,,
MI,48313,2013,,
MI,48313,2014,,
MI,48313,2015,,
MI,48314,2005,,
MI,48314,2006,,
MI,48314,2007,,
MI,48314,2008,,
MI,48314,2009,,
MI,48314,2010,,
MI,48314,2011,,
MI,48314,2012,,
MI,48314,2013,,
MI,48314,2014,,
MI,48314,2015,,
MI,48315,2005,,
MI,48315,2006,,
MI,48315,2007,,
MI,48315,2008,,
MI,48315,2009,,
MI,48315,2010,,
MI,48315,2011,,
MI,48315,2012,,
MI,48315,2013,,
MI,48315,2014,,
MI,48315,2015,,
MI,48315,2005,,
MI,48315,2006,,
MI,48315,2007,,
MI,48315,2008,,
MI,48315,2009,,
MI,48315,2010,,
MI,48315,2011,,
MI,48315,2012,,
MI,48315,2013,,
MI,48315,2014,,
MI,48315,2015,,
MI,48316,2005,,
MI,48316,2006,,
MI,48316,2007,,
MI,48316,2008,,
MI,48316,2009,,
MI,48316,2010,,
MI,48316,2011,,
MI,48316,2012,,
MI,48316,2013,,
MI,48316,2014,,
MI,48316,2015,,
MI,48316,2005,,
MI,48316,2006,,
MI,48316,2007,,
MI,48316,2008,,
MI,48316,2009,,
MI,48316,2010,,
MI,48316,2011,,
MI,48316,2012,,
MI,48316,2013,,
MI,48316,2014,,
MI,48316,2015,,
MI,48317,2005,,
MI,48317,2006,,
MI,48317,2007,,
MI,48317,2008,,
MI,48317,2009,,
MI,48317,2010,,
MI,48317,2011,,
MI,48317,2012,,
MI,48317,2013,,
MI,48317,2014,,
MI,48317,2015,,
MI,48317,2005,,
MI,48317,2006,,
MI,48317,2007,,
MI,48317,2008,,
MI,48317,2009,,
MI,48317,2010,,
MI,48317,2011,,
MI,48317,2012,,
MI,48317,2013,,
MI,48317,2014,,
MI,48317,2015,,
MI,48317,2005,,
MI,48317,2006,,
MI,48317,2007,,
MI,48317,2008,,
MI,48317,2009,,
MI,48317,2010,,
MI,48317,2011,,
MI,48317,2012,,
MI,48317,2013,,
MI,48317,2014,,
MI,48317,2015,,
MI,48318,2005,,
MI,48318,2006,,
MI,48318,2007,,
MI,48318,2008,,
MI,48318,2009,,
MI,48318,2010,,
MI,48318,2011,,
MI,48318,2012,,
MI,48318,2013,,
MI,48318,2014,,
MI,48318,2015,,
MI,48319,2005,,
MI,48319,2006,,
MI,48319,2007,,
MI,48319,2008,,
MI,48319,2009,,
MI,48319,2010,,
MI,48319,2011,,
MI,48319,2012,,
MI,48319,2013,,
MI,48319,2014,,
MI,48319,2015,,
MI,48320,2005,,
MI,48320,2006,,
MI,48320,2007,,
MI,48320,2008,,
MI,48320,2009,,
MI,48320,2010,,
MI,48320,2011,,
MI,48320,2012,,
MI,48320,2013,,
MI,48320,2014,,
MI,48320,2015,,
MI,48321,2005,,
MI,48321,2006,,
MI,48321,2007,,
MI,48321,2008,,
MI,48321,2009,,
MI,48321,2010,,
MI,48321,2011,,
MI,48321,2012,,
MI,48321,2013,,
MI,48321,2014,,
MI,48321,2015,,
MI,48322,2005,,
MI,48322,2006,,
MI,48322,2007,,
MI,48322,2008,,
MI,48322,2009,,
MI,48322,2010,,
MI,48322,2011,,
MI,48322,2012,,
MI,48322,2013,,
MI,48322,2014,,
MI,48322,2015,,
MI,48322,2005,,
MI,48322,2006,,
MI,48322,2007,,
MI,48322,2008,,
MI,48322,2009,,
MI,48322,2010,,
MI,48322,2011,,
MI,48322,2012,,
MI,48322,2013,,
MI,48322,2014,,
MI,48322,2015,,
MI,48323,2005,,
MI,48323,2006,,
MI,48323,2007,,
MI,48323,2008,,
MI,48323,2009,,
MI,48323,2010,,
MI,48323,2011,,
MI,48323,2012,,
MI,48323,2013,,
MI,48323,2014,,
MI,48323,2015,,
MI,48324,2005,,
MI,48324,2006,,
MI,48324,2007,,
MI,48324,2008,,
MI,48324,2009,,
MI,48324,2010,,
MI,48324,2011,,
MI,48324,2012,,
MI,48324,2013,,
MI,48324,2014,,
MI,48324,2015,,
MI,48325,2005,,
MI,48325,2006,,
MI,48325,2007,,
MI,48325,2008,,
MI,48325,2009,,
MI,48325,2010,,
MI,48325,2011,,
MI,48325,2012,,
MI,48325,2013,,
MI,48325,2014,,
MI,48325,2015,,
MI,48326,2005,,
MI,48326,2006,,
MI,48326,2007,,
MI,48326,2008,,
MI,48326,2009,,
MI,48326,2010,,
MI,48326,2011,,
MI,48326,2012,,
MI,48326,2013,,
MI,48326,2014,,
MI,48326,2015,,
MI,48326,2005,,
MI,48326,2006,,
MI,48326,2007,,
MI,48326,2008,,
MI,48326,2009,,
MI,48326,2010,,
MI,48326,2011,,
MI,48326,2012,,
MI,48326,2013,,
MI,48326,2014,,
MI,48326,2015,,
MI,48326,2005,,
MI,48326,2006,,
MI,48326,2007,,
MI,48326,2008,,
MI,48326,2009,,
MI,48326,2010,,
MI,48326,2011,,
MI,48326,2012,,
MI,48326,2013,,
MI,48326,2014,,
MI,48326,2015,,
MI,48327,2005,,
MI,48327,2006,,
MI,48327,2007,,
MI,48327,2008,,
MI,48327,2009,,
MI,48327,2010,,
MI,48327,2011,,
MI,48327,2012,,
MI,48327,2013,,
MI,48327,2014,,
MI,48327,2015,,
MI,48327,2005,,
MI,48327,2006,,
MI,48327,2007,,
MI,48327,2008,,
MI,48327,2009,,
MI,48327,2010,,
MI,48327,2011,,
MI,48327,2012,,
MI,48327,2013,,
MI,48327,2014,,
MI,48327,2015,,
MI,48328,2005,,
MI,48328,2006,,
MI,48328,2007,,
MI,48328,2008,,
MI,48328,2009,,
MI,48328,2010,,
MI,48328,2011,,
MI,48328,2012,,
MI,48328,2013,,
MI,48328,2014,,
MI,48328,2015,,
MI,48328,2005,,
MI,48328,2006,,
MI,48328,2007,,
MI,48328,2008,,
MI,48328,2009,,
MI,48328,2010,,
MI,48328,2011,,
MI,48328,2012,,
MI,48328,2013,,
MI,48328,2014,,
MI,48328,2015,,
MI,48329,2005,,
MI,48329,2006,,
MI,48329,2007,,
MI,48329,2008,,
MI,48329,2009,,
MI,48329,2010,,
MI,48329,2011,,
MI,48329,2012,,
MI,48329,2013,,
MI,48329,2014,,
MI,48329,2015,,
MI,48330,2005,,
MI,48330,2006,,
MI,48330,2007,,
MI,48330,2008,,
MI,48330,2009,,
MI,48330,2010,,
MI,48330,2011,,
MI,48330,2012,,
MI,48330,2013,,
MI,48330,2014,,
MI,48330,2015,,
MI,48331,2005,,
MI,48331,2006,,
MI,48331,2007,,
MI,48331,2008,,
MI,48331,2009,,
MI,48331,2010,,
MI,48331,2011,,
MI,48331,2012,,
MI,48331,2013,,
MI,48331,2014,,
MI,48331,2015,,
MI,48331,2005,,
MI,48331,2006,,
MI,48331,2007,,
MI,48331,2008,,
MI,48331,2009,,
MI,48331,2010,,
MI,48331,2011,,
MI,48331,2012,,
MI,48331,2013,,
MI,48331,2014,,
MI,48331,2015,,
MI,48332,2005,,
MI,48332,2006,,
MI,48332,2007,,
MI,48332,2008,,
MI,48332,2009,,
MI,48332,2010,,
MI,48332,2011,,
MI,48332,2012,,
MI,48332,2013,,
MI,48332,2014,,
MI,48332,2015,,
MI,48333,2005,,
MI,48333,2006,,
MI,48333,2007,,
MI,48333,2008,,
MI,48333,2009,,
MI,48333,2010,,
MI,48333,2011,,
MI,48333,2012,,
MI,48333,2013,,
MI,48333,2014,,
MI,48333,2015,,
MI,48334,2005,,
MI,48334,2006,,
MI,48334,2007,,
MI,48334,2008,,
MI,48334,2009,,
MI,48334,2010,,
MI,48334,2011,,
MI,48334,2012,,
MI,48334,2013,,
MI,48334,2014,,
MI,48334,2015,,
MI,48335,2005,,
MI,48335,2006,,
MI,48335,2007,,
MI,48335,2008,,
MI,48335,2009,,
MI,48335,2010,,
MI,48335,2011,,
MI,48335,2012,,
MI,48335,2013,,
MI,48335,2014,,
MI,48335,2015,,
MI,48335,2005,,
MI,48335,2006,,
MI,48335,2007,,
MI,48335,2008,,
MI,48335,2009,,
MI,48335,2010,,
MI,48335,2011,,
MI,48335,2012,,
MI,48335,2013,,
MI,48335,2014,,
MI,48335,2015,,
MI,48336,2005,,
MI,48336,2006,,
MI,48336,2007,,
MI,48336,2008,,
MI,48336,2009,,
MI,48336,2010,,
MI,48336,2011,,
MI,48336,2012,,
MI,48336,2013,,
MI,48336,2014,,
MI,48336,2015,,
MI,48337,2005,,
MI,48337,2006,,
MI,48337,2007,,
MI,48337,2008,,
MI,48337,2009,,
MI,48337,2010,,
MI,48337,2011,,
MI,48337,2012,,
MI,48337,2013,,
MI,48337,2014,,
MI,48337,2015,,
MI,48337,2005,,
MI,48337,2006,,
MI,48337,2007,,
MI,48337,2008,,
MI,48337,2009,,
MI,48337,2010,,
MI,48337,2011,,
MI,48337,2012,,
MI,48337,2013,,
MI,48337,2014,,
MI,48337,2015,,
MI,48337,2005,,
MI,48337,2006,,
MI,48337,2007,,
MI,48337,2008,,
MI,48337,2009,,
MI,48337,2010,,
MI,48337,2011,,
MI,48337,2012,,
MI,48337,2013,,
MI,48337,2014,,
MI,48337,2015,,
MI,48338,2005,,
MI,48338,2006,,
MI,48338,2007,,
MI,48338,2008,,
MI,48338,2009,,
MI,48338,2010,,
MI,48338,2011,,
MI,48338,2012,,
MI,48338,2013,,
MI,48338,2014,,
MI,48338,2015,,
MI,48339,2005,,
MI,48339,2006,,
MI,48339,2007,,
MI,48339,2008,,
MI,48339,2009,,
MI,48339,2010,,
MI,48339,2011,,
MI,48339,2012,,
MI,48339,2013,,
MI,48339,2014,,
MI,48339,2015,,
MI,48340,2005,,
MI,48340,2006,,
MI,48340,2007,,
MI,48340,2008,,
MI,48340,2009,,
MI,48340,2010,,
MI,48340,2011,,
MI,48340,2012,,
MI,48340,2013,,
MI,48340,2014,,
MI,48340,2015,,
MI,48340,2005,,
MI,48340,2006,,
MI,48340,2007,,
MI,48340,2008,,
MI,48340,2009,,
MI,48340,2010,,
MI,48340,2011,,
MI,48340,2012,,
MI,48340,2013,,
MI,48340,2014,,
MI,48340,2015,,
MI,48341,2005,,
MI,48341,2006,,
MI,48341,2007,,
MI,48341,2008,,
MI,48341,2009,,
MI,48341,2010,,
MI,48341,2011,,
MI,48341,2012,,
MI,48341,2013,,
MI,48341,2014,,
MI,48341,2015,,
MI,48341,2005,,
MI,48341,2006,,
MI,48341,2007,,
MI,48341,2008,,
MI,48341,2009,,
MI,48341,2010,,
MI,48341,2011,,
MI,48341,2012,,
MI,48341,2013,,
MI,48341,2014,,
MI,48341,2015,,
MI,48342,2005,,
MI,48342,2006,,
MI,48342,2007,,
MI,48342,2008,,
MI,48342,2009,,
MI,48342,2010,,
MI,48342,2011,,
MI,48342,2012,,
MI,48342,2013,,
MI,48342,2014,,
MI,48342,2015,,
MI,48342,2005,,
MI,48342,2006,,
MI,48342,2007,,
MI,48342,2008,,
MI,48342,2009,,
MI,48342,2010,,
MI,48342,2011,,
MI,48342,2012,,
MI,48342,2013,,
MI,48342,2014,,
MI,48342,2015,,
MI,48343,2005,,
MI,48343,2006,,
MI,48343,2007,,
MI,48343,2008,,
MI,48343,2009,,
MI,48343,2010,,
MI,48343,2011,,
MI,48343,2012,,
MI,48343,2013,,
MI,48343,2014,,
MI,48343,2015,,
MI,48345,2005,,
MI,48345,2006,,
MI,48345,2007,,
MI,48345,2008,,
MI,48345,2009,,
MI,48345,2010,,
MI,48345,2011,,
MI,48345,2012,,
MI,48345,2013,,
MI,48345,2014,,
MI,48345,2015,,
MI,48346,2005,,
MI,48346,2006,,
MI,48346,2007,,
MI,48346,2008,,
MI,48346,2009,,
MI,48346,2010,,
MI,48346,2011,,
MI,48346,2012,,
MI,48346,2013,,
MI,48346,2014,,
MI,48346,2015,,
MI,48347,2005,,
MI,48347,2006,,
MI,48347,2007,,
MI,48347,2008,,
MI,48347,2009,,
MI,48347,2010,,
MI,48347,2011,,
MI,48347,2012,,
MI,48347,2013,,
MI,48347,2014,,
MI,48347,2015,,
MI,48348,2005,,
MI,48348,2006,,
MI,48348,2007,,
MI,48348,2008,,
MI,48348,2009,,
MI,48348,2010,,
MI,48348,2011,,
MI,48348,2012,,
MI,48348,2013,,
MI,48348,2014,,
MI,48348,2015,,
MI,48350,2005,,
MI,48350,2006,,
MI,48350,2007,,
MI,48350,2008,,
MI,48350,2009,,
MI,48350,2010,,
MI,48350,2011,,
MI,48350,2012,,
MI,48350,2013,,
MI,48350,2014,,
MI,48350,2015,,
MI,48353,2005,,
MI,48353,2006,,
MI,48353,2007,,
MI,48353,2008,,
MI,48353,2009,,
MI,48353,2010,,
MI,48353,2011,,
MI,48353,2012,,
MI,48353,2013,,
MI,48353,2014,,
MI,48353,2015,,
MI,48353,2005,,
MI,48353,2006,,
MI,48353,2007,,
MI,48353,2008,,
MI,48353,2009,,
MI,48353,2010,,
MI,48353,2011,,
MI,48353,2012,,
MI,48353,2013,,
MI,48353,2014,,
MI,48353,2015,,
MI,48355,2005,,
MI,48355,2006,,
MI,48355,2007,,
MI,48355,2008,,
MI,48355,2009,,
MI,48355,2010,,
MI,48355,2011,,
MI,48355,2012,,
MI,48355,2013,,
MI,48355,2014,,
MI,48355,2015,,
MI,48356,2005,,
MI,48356,2006,,
MI,48356,2007,,
MI,48356,2008,,
MI,48356,2009,,
MI,48356,2010,,
MI,48356,2011,,
MI,48356,2012,,
MI,48356,2013,,
MI,48356,2014,,
MI,48356,2015,,
MI,48357,2005,,
MI,48357,2006,,
MI,48357,2007,,
MI,48357,2008,,
MI,48357,2009,,
MI,48357,2010,,
MI,48357,2011,,
MI,48357,2012,,
MI,48357,2013,,
MI,48357,2014,,
MI,48357,2015,,
MI,48357,2005,,
MI,48357,2006,,
MI,48357,2007,,
MI,48357,2008,,
MI,48357,2009,,
MI,48357,2010,,
MI,48357,2011,,
MI,48357,2012,,
MI,48357,2013,,
MI,48357,2014,,
MI,48357,2015,,
MI,48357,2005,,
MI,48357,2006,,
MI,48357,2007,,
MI,48357,2008,,
MI,48357,2009,,
MI,48357,2010,,
MI,48357,2011,,
MI,48357,2012,,
MI,48357,2013,,
MI,48357,2014,,
MI,48357,2015,,
MI,48359,2005,,
MI,48359,2006,,
MI,48359,2007,,
MI,48359,2008,,
MI,48359,2009,,
MI,48359,2010,,
MI,48359,2011,,
MI,48359,2012,,
MI,48359,2013,,
MI,48359,2014,,
MI,48359,2015,,
MI,48360,2005,,
MI,48360,2006,,
MI,48360,2007,,
MI,48360,2008,,
MI,48360,2009,,
MI,48360,2010,,
MI,48360,2011,,
MI,48360,2012,,
MI,48360,2013,,
MI,48360,2014,,
MI,48360,2015,,
MI,48361,2005,,
MI,48361,2006,,
MI,48361,2007,,
MI,48361,2008,,
MI,48361,2009,,
MI,48361,2010,,
MI,48361,2011,,
MI,48361,2012,,
MI,48361,2013,,
MI,48361,2014,,
MI,48361,2015,,
MI,48362,2005,,
MI,48362,2006,,
MI,48362,2007,,
MI,48362,2008,,
MI,48362,2009,,
MI,48362,2010,,
MI,48362,2011,,
MI,48362,2012,,
MI,48362,2013,,
MI,48362,2014,,
MI,48362,2015,,
MI,48363,2005,,
MI,48363,2006,,
MI,48363,2007,,
MI,48363,2008,,
MI,48363,2009,,
MI,48363,2010,,
MI,48363,2011,,
MI,48363,2012,,
MI,48363,2013,,
MI,48363,2014,,
MI,48363,2015,,
MI,48366,2005,,
MI,48366,2006,,
MI,48366,2007,,
MI,48366,2008,,
