state,zip,year,tested,BLL_geq_10
MI,48757,2010,,
MI,48757,2011,,
MI,48757,2012,,
MI,48757,2013,,
MI,48757,2014,,
MI,48757,2015,,
MI,48758,2005,,
MI,48758,2006,,
MI,48758,2007,,
MI,48758,2008,,
MI,48758,2009,,
MI,48758,2010,,
MI,48758,2011,,
MI,48758,2012,,
MI,48758,2013,,
MI,48758,2014,,
MI,48758,2015,,
MI,48759,2005,,
MI,48759,2006,,
MI,48759,2007,,
MI,48759,2008,,
MI,48759,2009,,
MI,48759,2010,,
MI,48759,2011,,
MI,48759,2012,,
MI,48759,2013,,
MI,48759,2014,,
MI,48759,2015,,
MI,48759,2005,,
MI,48759,2006,,
MI,48759,2007,,
MI,48759,2008,,
MI,48759,2009,,
MI,48759,2010,,
MI,48759,2011,,
MI,48759,2012,,
MI,48759,2013,,
MI,48759,2014,,
MI,48759,2015,,
MI,48760,2005,,
MI,48760,2006,,
MI,48760,2007,,
MI,48760,2008,,
MI,48760,2009,,
MI,48760,2010,,
MI,48760,2011,,
MI,48760,2012,,
MI,48760,2013,,
MI,48760,2014,,
MI,48760,2015,,
MI,48760,2005,,
MI,48760,2006,,
MI,48760,2007,,
MI,48760,2008,,
MI,48760,2009,,
MI,48760,2010,,
MI,48760,2011,,
MI,48760,2012,,
MI,48760,2013,,
MI,48760,2014,,
MI,48760,2015,,
MI,48761,2005,,
MI,48761,2006,,
MI,48761,2007,,
MI,48761,2008,,
MI,48761,2009,,
MI,48761,2010,,
MI,48761,2011,,
MI,48761,2012,,
MI,48761,2013,,
MI,48761,2014,,
MI,48761,2015,,
MI,48761,2005,,
MI,48761,2006,,
MI,48761,2007,,
MI,48761,2008,,
MI,48761,2009,,
MI,48761,2010,,
MI,48761,2011,,
MI,48761,2012,,
MI,48761,2013,,
MI,48761,2014,,
MI,48761,2015,,
MI,48761,2005,,
MI,48761,2006,,
MI,48761,2007,,
MI,48761,2008,,
MI,48761,2009,,
MI,48761,2010,,
MI,48761,2011,,
MI,48761,2012,,
MI,48761,2013,,
MI,48761,2014,,
MI,48761,2015,,
MI,48762,2005,,
MI,48762,2006,,
MI,48762,2007,,
MI,48762,2008,,
MI,48762,2009,,
MI,48762,2010,,
MI,48762,2011,,
MI,48762,2012,,
MI,48762,2013,,
MI,48762,2014,,
MI,48762,2015,,
MI,48762,2005,,
MI,48762,2006,,
MI,48762,2007,,
MI,48762,2008,,
MI,48762,2009,,
MI,48762,2010,,
MI,48762,2011,,
MI,48762,2012,,
MI,48762,2013,,
MI,48762,2014,,
MI,48762,2015,,
MI,48763,2005,,
MI,48763,2006,,
MI,48763,2007,,
MI,48763,2008,,
MI,48763,2009,,
MI,48763,2010,,
MI,48763,2011,,
MI,48763,2012,,
MI,48763,2013,,
MI,48763,2014,,
MI,48763,2015,,
MI,48763,2005,,
MI,48763,2006,,
MI,48763,2007,,
MI,48763,2008,,
MI,48763,2009,,
MI,48763,2010,,
MI,48763,2011,,
MI,48763,2012,,
MI,48763,2013,,
MI,48763,2014,,
MI,48763,2015,,
MI,48764,2005,,
MI,48764,2006,,
MI,48764,2007,,
MI,48764,2008,,
MI,48764,2009,,
MI,48764,2010,,
MI,48764,2011,,
MI,48764,2012,,
MI,48764,2013,,
MI,48764,2014,,
MI,48764,2015,,
MI,48765,2005,,
MI,48765,2006,,
MI,48765,2007,,
MI,48765,2008,,
MI,48765,2009,,
MI,48765,2010,,
MI,48765,2011,,
MI,48765,2012,,
MI,48765,2013,,
MI,48765,2014,,
MI,48765,2015,,
MI,48765,2005,,
MI,48765,2006,,
MI,48765,2007,,
MI,48765,2008,,
MI,48765,2009,,
MI,48765,2010,,
MI,48765,2011,,
MI,48765,2012,,
MI,48765,2013,,
MI,48765,2014,,
MI,48765,2015,,
MI,48766,2005,,
MI,48766,2006,,
MI,48766,2007,,
MI,48766,2008,,
MI,48766,2009,,
MI,48766,2010,,
MI,48766,2011,,
MI,48766,2012,,
MI,48766,2013,,
MI,48766,2014,,
MI,48766,2015,,
MI,48767,2005,,
MI,48767,2006,,
MI,48767,2007,,
MI,48767,2008,,
MI,48767,2009,,
MI,48767,2010,,
MI,48767,2011,,
MI,48767,2012,,
MI,48767,2013,,
MI,48767,2014,,
MI,48767,2015,,
MI,48767,2005,,
MI,48767,2006,,
MI,48767,2007,,
MI,48767,2008,,
MI,48767,2009,,
MI,48767,2010,,
MI,48767,2011,,
MI,48767,2012,,
MI,48767,2013,,
MI,48767,2014,,
MI,48767,2015,,
MI,48768,2005,,
MI,48768,2006,,
MI,48768,2007,,
MI,48768,2008,,
MI,48768,2009,,
MI,48768,2010,,
MI,48768,2011,,
MI,48768,2012,,
MI,48768,2013,,
MI,48768,2014,,
MI,48768,2015,,
MI,48768,2005,,
MI,48768,2006,,
MI,48768,2007,,
MI,48768,2008,,
MI,48768,2009,,
MI,48768,2010,,
MI,48768,2011,,
MI,48768,2012,,
MI,48768,2013,,
MI,48768,2014,,
MI,48768,2015,,
MI,48768,2005,,
MI,48768,2006,,
MI,48768,2007,,
MI,48768,2008,,
MI,48768,2009,,
MI,48768,2010,,
MI,48768,2011,,
MI,48768,2012,,
MI,48768,2013,,
MI,48768,2014,,
MI,48768,2015,,
MI,48769,2005,,
MI,48769,2006,,
MI,48769,2007,,
MI,48769,2008,,
MI,48769,2009,,
MI,48769,2010,,
MI,48769,2011,,
MI,48769,2012,,
MI,48769,2013,,
MI,48769,2014,,
MI,48769,2015,,
MI,48770,2005,,
MI,48770,2006,,
MI,48770,2007,,
MI,48770,2008,,
MI,48770,2009,,
MI,48770,2010,,
MI,48770,2011,,
MI,48770,2012,,
MI,48770,2013,,
MI,48770,2014,,
MI,48770,2015,,
MI,48773,2005,,
MI,48773,2006,,
MI,48773,2007,,
MI,48773,2008,,
MI,48773,2009,,
MI,48773,2010,,
MI,48773,2011,,
MI,48773,2012,,
MI,48773,2013,,
MI,48773,2014,,
MI,48773,2015,,
MI,48776,2005,,
MI,48776,2006,,
MI,48776,2007,,
MI,48776,2008,,
MI,48776,2009,,
MI,48776,2010,,
MI,48776,2011,,
MI,48776,2012,,
MI,48776,2013,,
MI,48776,2014,,
MI,48776,2015,,
MI,48782,2005,,
MI,48782,2006,,
MI,48782,2007,,
MI,48782,2008,,
MI,48782,2009,,
MI,48782,2010,,
MI,48782,2011,,
MI,48782,2012,,
MI,48782,2013,,
MI,48782,2014,,
MI,48782,2015,,
MI,48782,2005,,
MI,48782,2006,,
MI,48782,2007,,
MI,48782,2008,,
MI,48782,2009,,
MI,48782,2010,,
MI,48782,2011,,
MI,48782,2012,,
MI,48782,2013,,
MI,48782,2014,,
MI,48782,2015,,
MI,48783,2005,,
MI,48783,2006,,
MI,48783,2007,,
MI,48783,2008,,
MI,48783,2009,,
MI,48783,2010,,
MI,48783,2011,,
MI,48783,2012,,
MI,48783,2013,,
MI,48783,2014,,
MI,48783,2015,,
MI,48785,2005,,
MI,48785,2006,,
MI,48785,2007,,
MI,48785,2008,,
MI,48785,2009,,
MI,48785,2010,,
MI,48785,2011,,
MI,48785,2012,,
MI,48785,2013,,
MI,48785,2014,,
MI,48785,2015,,
MI,48787,2005,,
MI,48787,2006,,
MI,48787,2007,,
MI,48787,2008,,
MI,48787,2009,,
MI,48787,2010,,
MI,48787,2011,,
MI,48787,2012,,
MI,48787,2013,,
MI,48787,2014,,
MI,48787,2015,,
MI,48801,2005,,
MI,48801,2006,,
MI,48801,2007,,
MI,48801,2008,,
MI,48801,2009,,
MI,48801,2010,,
MI,48801,2011,,
MI,48801,2012,,
MI,48801,2013,,
MI,48801,2014,,
MI,48801,2015,,
MI,48801,2005,,
MI,48801,2006,,
MI,48801,2007,,
MI,48801,2008,,
MI,48801,2009,,
MI,48801,2010,,
MI,48801,2011,,
MI,48801,2012,,
MI,48801,2013,,
MI,48801,2014,,
MI,48801,2015,,
MI,48802,2005,,
MI,48802,2006,,
MI,48802,2007,,
MI,48802,2008,,
MI,48802,2009,,
MI,48802,2010,,
MI,48802,2011,,
MI,48802,2012,,
MI,48802,2013,,
MI,48802,2014,,
MI,48802,2015,,
MI,48804,2005,,
MI,48804,2006,,
MI,48804,2007,,
MI,48804,2008,,
MI,48804,2009,,
MI,48804,2010,,
MI,48804,2011,,
MI,48804,2012,,
MI,48804,2013,,
MI,48804,2014,,
MI,48804,2015,,
MI,48805,2005,,
MI,48805,2006,,
MI,48805,2007,,
MI,48805,2008,,
MI,48805,2009,,
MI,48805,2010,,
MI,48805,2011,,
MI,48805,2012,,
MI,48805,2013,,
MI,48805,2014,,
MI,48805,2015,,
MI,48806,2005,,
MI,48806,2006,,
MI,48806,2007,,
MI,48806,2008,,
MI,48806,2009,,
MI,48806,2010,,
MI,48806,2011,,
MI,48806,2012,,
MI,48806,2013,,
MI,48806,2014,,
MI,48806,2015,,
MI,48807,2005,,
MI,48807,2006,,
MI,48807,2007,,
MI,48807,2008,,
MI,48807,2009,,
MI,48807,2010,,
MI,48807,2011,,
MI,48807,2012,,
MI,48807,2013,,
MI,48807,2014,,
MI,48807,2015,,
MI,48807,2005,,
MI,48807,2006,,
MI,48807,2007,,
MI,48807,2008,,
MI,48807,2009,,
MI,48807,2010,,
MI,48807,2011,,
MI,48807,2012,,
MI,48807,2013,,
MI,48807,2014,,
MI,48807,2015,,
MI,48807,2005,,
MI,48807,2006,,
MI,48807,2007,,
MI,48807,2008,,
MI,48807,2009,,
MI,48807,2010,,
MI,48807,2011,,
MI,48807,2012,,
MI,48807,2013,,
MI,48807,2014,,
MI,48807,2015,,
MI,48807,2005,,
MI,48807,2006,,
MI,48807,2007,,
MI,48807,2008,,
MI,48807,2009,,
MI,48807,2010,,
MI,48807,2011,,
MI,48807,2012,,
MI,48807,2013,,
MI,48807,2014,,
MI,48807,2015,,
MI,48807,2005,,
MI,48807,2006,,
MI,48807,2007,,
MI,48807,2008,,
MI,48807,2009,,
MI,48807,2010,,
MI,48807,2011,,
MI,48807,2012,,
MI,48807,2013,,
MI,48807,2014,,
MI,48807,2015,,
MI,48808,2005,,
MI,48808,2006,,
MI,48808,2007,,
MI,48808,2008,,
MI,48808,2009,,
MI,48808,2010,,
MI,48808,2011,,
MI,48808,2012,,
MI,48808,2013,,
MI,48808,2014,,
MI,48808,2015,,
MI,48808,2005,,
MI,48808,2006,,
MI,48808,2007,,
MI,48808,2008,,
MI,48808,2009,,
MI,48808,2010,,
MI,48808,2011,,
MI,48808,2012,,
MI,48808,2013,,
MI,48808,2014,,
MI,48808,2015,,
MI,48809,2005,,
MI,48809,2006,,
MI,48809,2007,,
MI,48809,2008,,
MI,48809,2009,,
MI,48809,2010,,
MI,48809,2011,,
MI,48809,2012,,
MI,48809,2013,,
MI,48809,2014,,
MI,48809,2015,,
MI,48809,2005,,
MI,48809,2006,,
MI,48809,2007,,
MI,48809,2008,,
MI,48809,2009,,
MI,48809,2010,,
MI,48809,2011,,
MI,48809,2012,,
MI,48809,2013,,
MI,48809,2014,,
MI,48809,2015,,
MI,48809,2005,,
MI,48809,2006,,
MI,48809,2007,,
MI,48809,2008,,
MI,48809,2009,,
MI,48809,2010,,
MI,48809,2011,,
MI,48809,2012,,
MI,48809,2013,,
MI,48809,2014,,
MI,48809,2015,,
MI,48810,2005,,
MI,48810,2006,,
MI,48810,2007,,
MI,48810,2008,,
MI,48810,2009,,
MI,48810,2010,,
MI,48810,2011,,
MI,48810,2012,,
MI,48810,2013,,
MI,48810,2014,,
MI,48810,2015,,
MI,48811,2005,,
MI,48811,2006,,
MI,48811,2007,,
MI,48811,2008,,
MI,48811,2009,,
MI,48811,2010,,
MI,48811,2011,,
MI,48811,2012,,
MI,48811,2013,,
MI,48811,2014,,
MI,48811,2015,,
MI,48811,2005,,
MI,48811,2006,,
MI,48811,2007,,
MI,48811,2008,,
MI,48811,2009,,
MI,48811,2010,,
MI,48811,2011,,
MI,48811,2012,,
MI,48811,2013,,
MI,48811,2014,,
MI,48811,2015,,
MI,48812,2005,,
MI,48812,2006,,
MI,48812,2007,,
MI,48812,2008,,
MI,48812,2009,,
MI,48812,2010,,
MI,48812,2011,,
MI,48812,2012,,
MI,48812,2013,,
MI,48812,2014,,
MI,48812,2015,,
MI,48813,2005,,
MI,48813,2006,,
MI,48813,2007,,
MI,48813,2008,,
MI,48813,2009,,
MI,48813,2010,,
MI,48813,2011,,
MI,48813,2012,,
MI,48813,2013,,
MI,48813,2014,,
MI,48813,2015,,
MI,48813,2005,,
MI,48813,2006,,
MI,48813,2007,,
MI,48813,2008,,
MI,48813,2009,,
MI,48813,2010,,
MI,48813,2011,,
MI,48813,2012,,
MI,48813,2013,,
MI,48813,2014,,
MI,48813,2015,,
MI,48813,2005,,
MI,48813,2006,,
MI,48813,2007,,
MI,48813,2008,,
MI,48813,2009,,
MI,48813,2010,,
MI,48813,2011,,
MI,48813,2012,,
MI,48813,2013,,
MI,48813,2014,,
MI,48813,2015,,
MI,48813,2005,,
MI,48813,2006,,
MI,48813,2007,,
MI,48813,2008,,
MI,48813,2009,,
MI,48813,2010,,
MI,48813,2011,,
MI,48813,2012,,
MI,48813,2013,,
MI,48813,2014,,
MI,48813,2015,,
MI,48814,2005,,
MI,48814,2006,,
MI,48814,2007,,
MI,48814,2008,,
MI,48814,2009,,
MI,48814,2010,,
MI,48814,2011,,
MI,48814,2012,,
MI,48814,2013,,
MI,48814,2014,,
MI,48814,2015,,
MI,48815,2005,,
MI,48815,2006,,
MI,48815,2007,,
MI,48815,2008,,
MI,48815,2009,,
MI,48815,2010,,
MI,48815,2011,,
MI,48815,2012,,
MI,48815,2013,,
MI,48815,2014,,
MI,48815,2015,,
MI,48815,2005,,
MI,48815,2006,,
MI,48815,2007,,
MI,48815,2008,,
MI,48815,2009,,
MI,48815,2010,,
MI,48815,2011,,
MI,48815,2012,,
MI,48815,2013,,
MI,48815,2014,,
MI,48815,2015,,
MI,48816,2005,,
MI,48816,2006,,
MI,48816,2007,,
MI,48816,2008,,
MI,48816,2009,,
MI,48816,2010,,
MI,48816,2011,,
MI,48816,2012,,
MI,48816,2013,,
MI,48816,2014,,
MI,48816,2015,,
MI,48817,2005,,
MI,48817,2006,,
MI,48817,2007,,
MI,48817,2008,,
MI,48817,2009,,
MI,48817,2010,,
MI,48817,2011,,
MI,48817,2012,,
MI,48817,2013,,
MI,48817,2014,,
MI,48817,2015,,
MI,48818,2005,,
MI,48818,2006,,
MI,48818,2007,,
MI,48818,2008,,
MI,48818,2009,,
MI,48818,2010,,
MI,48818,2011,,
MI,48818,2012,,
MI,48818,2013,,
MI,48818,2014,,
MI,48818,2015,,
MI,48818,2005,,
MI,48818,2006,,
MI,48818,2007,,
MI,48818,2008,,
MI,48818,2009,,
MI,48818,2010,,
MI,48818,2011,,
MI,48818,2012,,
MI,48818,2013,,
MI,48818,2014,,
MI,48818,2015,,
MI,48818,2005,,
MI,48818,2006,,
MI,48818,2007,,
MI,48818,2008,,
MI,48818,2009,,
MI,48818,2010,,
MI,48818,2011,,
MI,48818,2012,,
MI,48818,2013,,
MI,48818,2014,,
MI,48818,2015,,
MI,48819,2005,,
MI,48819,2006,,
MI,48819,2007,,
MI,48819,2008,,
MI,48819,2009,,
MI,48819,2010,,
MI,48819,2011,,
MI,48819,2012,,
MI,48819,2013,,
MI,48819,2014,,
MI,48819,2015,,
MI,48819,2005,,
MI,48819,2006,,
MI,48819,2007,,
MI,48819,2008,,
MI,48819,2009,,
MI,48819,2010,,
MI,48819,2011,,
MI,48819,2012,,
MI,48819,2013,,
MI,48819,2014,,
MI,48819,2015,,
MI,48820,2005,,
MI,48820,2006,,
MI,48820,2007,,
MI,48820,2008,,
MI,48820,2009,,
MI,48820,2010,,
MI,48820,2011,,
MI,48820,2012,,
MI,48820,2013,,
MI,48820,2014,,
MI,48820,2015,,
MI,48820,2005,,
MI,48820,2006,,
MI,48820,2007,,
MI,48820,2008,,
MI,48820,2009,,
MI,48820,2010,,
MI,48820,2011,,
MI,48820,2012,,
MI,48820,2013,,
MI,48820,2014,,
MI,48820,2015,,
MI,48821,2005,,
MI,48821,2006,,
MI,48821,2007,,
MI,48821,2008,,
MI,48821,2009,,
MI,48821,2010,,
MI,48821,2011,,
MI,48821,2012,,
MI,48821,2013,,
MI,48821,2014,,
MI,48821,2015,,
MI,48821,2005,,
MI,48821,2006,,
MI,48821,2007,,
MI,48821,2008,,
MI,48821,2009,,
MI,48821,2010,,
MI,48821,2011,,
MI,48821,2012,,
MI,48821,2013,,
MI,48821,2014,,
MI,48821,2015,,
MI,48822,2005,,
MI,48822,2006,,
MI,48822,2007,,
MI,48822,2008,,
MI,48822,2009,,
MI,48822,2010,,
MI,48822,2011,,
MI,48822,2012,,
MI,48822,2013,,
MI,48822,2014,,
MI,48822,2015,,
MI,48823,2005,,
MI,48823,2006,,
MI,48823,2007,,
MI,48823,2008,,
MI,48823,2009,,
MI,48823,2010,,
MI,48823,2011,,
MI,48823,2012,,
MI,48823,2013,,
MI,48823,2014,,
MI,48823,2015,,
MI,48823,2005,,
MI,48823,2006,,
MI,48823,2007,,
MI,48823,2008,,
MI,48823,2009,,
MI,48823,2010,,
MI,48823,2011,,
MI,48823,2012,,
MI,48823,2013,,
MI,48823,2014,,
MI,48823,2015,,
MI,48824,2005,,
MI,48824,2006,,
MI,48824,2007,,
MI,48824,2008,,
MI,48824,2009,,
MI,48824,2010,,
MI,48824,2011,,
MI,48824,2012,,
MI,48824,2013,,
MI,48824,2014,,
MI,48824,2015,,
MI,48825,2005,,
MI,48825,2006,,
MI,48825,2007,,
MI,48825,2008,,
MI,48825,2009,,
MI,48825,2010,,
MI,48825,2011,,
MI,48825,2012,,
MI,48825,2013,,
MI,48825,2014,,
MI,48825,2015,,
MI,48825,2005,,
MI,48825,2006,,
MI,48825,2007,,
MI,48825,2008,,
MI,48825,2009,,
MI,48825,2010,,
MI,48825,2011,,
MI,48825,2012,,
MI,48825,2013,,
MI,48825,2014,,
MI,48825,2015,,
MI,48826,2005,,
MI,48826,2006,,
MI,48826,2007,,
MI,48826,2008,,
MI,48826,2009,,
MI,48826,2010,,
MI,48826,2011,,
MI,48826,2012,,
MI,48826,2013,,
MI,48826,2014,,
MI,48826,2015,,
MI,48827,2005,,
MI,48827,2006,,
MI,48827,2007,,
MI,48827,2008,,
MI,48827,2009,,
MI,48827,2010,,
MI,48827,2011,,
MI,48827,2012,,
MI,48827,2013,,
MI,48827,2014,,
MI,48827,2015,,
MI,48827,2005,,
MI,48827,2006,,
MI,48827,2007,,
MI,48827,2008,,
MI,48827,2009,,
MI,48827,2010,,
MI,48827,2011,,
MI,48827,2012,,
MI,48827,2013,,
MI,48827,2014,,
MI,48827,2015,,
MI,48827,2005,,
MI,48827,2006,,
MI,48827,2007,,
MI,48827,2008,,
MI,48827,2009,,
MI,48827,2010,,
MI,48827,2011,,
MI,48827,2012,,
MI,48827,2013,,
MI,48827,2014,,
MI,48827,2015,,
MI,48828,2005,,
MI,48828,2006,,
MI,48828,2007,,
MI,48828,2008,,
MI,48828,2009,,
MI,48828,2010,,
MI,48828,2011,,
MI,48828,2012,,
MI,48828,2013,,
MI,48828,2014,,
MI,48828,2015,,
MI,48828,2005,,
MI,48828,2006,,
MI,48828,2007,,
MI,48828,2008,,
MI,48828,2009,,
MI,48828,2010,,
MI,48828,2011,,
MI,48828,2012,,
MI,48828,2013,,
MI,48828,2014,,
MI,48828,2015,,
MI,48829,2005,,
MI,48829,2006,,
MI,48829,2007,,
MI,48829,2008,,
MI,48829,2009,,
MI,48829,2010,,
MI,48829,2011,,
MI,48829,2012,,
MI,48829,2013,,
MI,48829,2014,,
MI,48829,2015,,
MI,48829,2005,,
MI,48829,2006,,
MI,48829,2007,,
MI,48829,2008,,
MI,48829,2009,,
MI,48829,2010,,
MI,48829,2011,,
MI,48829,2012,,
MI,48829,2013,,
MI,48829,2014,,
MI,48829,2015,,
MI,48830,2005,,
MI,48830,2006,,
MI,48830,2007,,
MI,48830,2008,,
MI,48830,2009,,
MI,48830,2010,,
MI,48830,2011,,
MI,48830,2012,,
MI,48830,2013,,
MI,48830,2014,,
MI,48830,2015,,
MI,48831,2005,,
MI,48831,2006,,
MI,48831,2007,,
MI,48831,2008,,
MI,48831,2009,,
MI,48831,2010,,
MI,48831,2011,,
MI,48831,2012,,
MI,48831,2013,,
MI,48831,2014,,
MI,48831,2015,,
MI,48831,2005,,
MI,48831,2006,,
MI,48831,2007,,
MI,48831,2008,,
MI,48831,2009,,
MI,48831,2010,,
MI,48831,2011,,
MI,48831,2012,,
MI,48831,2013,,
MI,48831,2014,,
MI,48831,2015,,
MI,48831,2005,,
MI,48831,2006,,
MI,48831,2007,,
MI,48831,2008,,
MI,48831,2009,,
MI,48831,2010,,
MI,48831,2011,,
MI,48831,2012,,
MI,48831,2013,,
MI,48831,2014,,
MI,48831,2015,,
MI,48831,2005,,
MI,48831,2006,,
MI,48831,2007,,
MI,48831,2008,,
MI,48831,2009,,
MI,48831,2010,,
MI,48831,2011,,
MI,48831,2012,,
MI,48831,2013,,
MI,48831,2014,,
MI,48831,2015,,
MI,48832,2005,,
MI,48832,2006,,
MI,48832,2007,,
MI,48832,2008,,
MI,48832,2009,,
MI,48832,2010,,
MI,48832,2011,,
MI,48832,2012,,
MI,48832,2013,,
MI,48832,2014,,
MI,48832,2015,,
MI,48832,2005,,
MI,48832,2006,,
MI,48832,2007,,
MI,48832,2008,,
MI,48832,2009,,
MI,48832,2010,,
MI,48832,2011,,
MI,48832,2012,,
MI,48832,2013,,
MI,48832,2014,,
MI,48832,2015,,
MI,48833,2005,,
MI,48833,2006,,
MI,48833,2007,,
MI,48833,2008,,
MI,48833,2009,,
MI,48833,2010,,
MI,48833,2011,,
MI,48833,2012,,
MI,48833,2013,,
MI,48833,2014,,
MI,48833,2015,,
MI,48834,2005,,
MI,48834,2006,,
MI,48834,2007,,
MI,48834,2008,,
MI,48834,2009,,
MI,48834,2010,,
MI,48834,2011,,
MI,48834,2012,,
MI,48834,2013,,
MI,48834,2014,,
MI,48834,2015,,
MI,48834,2005,,
MI,48834,2006,,
MI,48834,2007,,
MI,48834,2008,,
MI,48834,2009,,
MI,48834,2010,,
MI,48834,2011,,
MI,48834,2012,,
MI,48834,2013,,
MI,48834,2014,,
MI,48834,2015,,
MI,48834,2005,,
MI,48834,2006,,
MI,48834,2007,,
MI,48834,2008,,
MI,48834,2009,,
MI,48834,2010,,
MI,48834,2011,,
MI,48834,2012,,
MI,48834,2013,,
MI,48834,2014,,
MI,48834,2015,,
MI,48835,2005,,
MI,48835,2006,,
MI,48835,2007,,
MI,48835,2008,,
MI,48835,2009,,
MI,48835,2010,,
MI,48835,2011,,
MI,48835,2012,,
MI,48835,2013,,
MI,48835,2014,,
MI,48835,2015,,
MI,48835,2005,,
MI,48835,2006,,
MI,48835,2007,,
MI,48835,2008,,
MI,48835,2009,,
MI,48835,2010,,
MI,48835,2011,,
MI,48835,2012,,
MI,48835,2013,,
MI,48835,2014,,
MI,48835,2015,,
MI,48835,2005,,
MI,48835,2006,,
MI,48835,2007,,
MI,48835,2008,,
MI,48835,2009,,
MI,48835,2010,,
MI,48835,2011,,
MI,48835,2012,,
MI,48835,2013,,
MI,48835,2014,,
MI,48835,2015,,
MI,48835,2005,,
MI,48835,2006,,
MI,48835,2007,,
MI,48835,2008,,
MI,48835,2009,,
MI,48835,2010,,
MI,48835,2011,,
MI,48835,2012,,
MI,48835,2013,,
MI,48835,2014,,
MI,48835,2015,,
MI,48836,2005,,
MI,48836,2006,,
MI,48836,2007,,
MI,48836,2008,,
MI,48836,2009,,
MI,48836,2010,,
MI,48836,2011,,
MI,48836,2012,,
MI,48836,2013,,
MI,48836,2014,,
MI,48836,2015,,
MI,48836,2005,,
MI,48836,2006,,
MI,48836,2007,,
MI,48836,2008,,
MI,48836,2009,,
MI,48836,2010,,
MI,48836,2011,,
MI,48836,2012,,
MI,48836,2013,,
MI,48836,2014,,
MI,48836,2015,,
MI,48837,2005,,
MI,48837,2006,,
MI,48837,2007,,
MI,48837,2008,,
MI,48837,2009,,
MI,48837,2010,,
MI,48837,2011,,
MI,48837,2012,,
MI,48837,2013,,
MI,48837,2014,,
MI,48837,2015,,
MI,48837,2005,,
MI,48837,2006,,
MI,48837,2007,,
MI,48837,2008,,
MI,48837,2009,,
MI,48837,2010,,
MI,48837,2011,,
MI,48837,2012,,
MI,48837,2013,,
MI,48837,2014,,
MI,48837,2015,,
MI,48837,2005,,
MI,48837,2006,,
MI,48837,2007,,
MI,48837,2008,,
MI,48837,2009,,
MI,48837,2010,,
MI,48837,2011,,
MI,48837,2012,,
MI,48837,2013,,
MI,48837,2014,,
MI,48837,2015,,
MI,48838,2005,,
MI,48838,2006,,
MI,48838,2007,,
MI,48838,2008,,
MI,48838,2009,,
MI,48838,2010,,
MI,48838,2011,,
MI,48838,2012,,
MI,48838,2013,,
MI,48838,2014,,
MI,48838,2015,,
MI,48838,2005,,
MI,48838,2006,,
MI,48838,2007,,
MI,48838,2008,,
MI,48838,2009,,
MI,48838,2010,,
MI,48838,2011,,
MI,48838,2012,,
MI,48838,2013,,
MI,48838,2014,,
MI,48838,2015,,
MI,48838,2005,,
MI,48838,2006,,
MI,48838,2007,,
MI,48838,2008,,
MI,48838,2009,,
MI,48838,2010,,
MI,48838,2011,,
MI,48838,2012,,
MI,48838,2013,,
MI,48838,2014,,
MI,48838,2015,,
MI,48840,2005,,
MI,48840,2006,,
MI,48840,2007,,
MI,48840,2008,,
MI,48840,2009,,
MI,48840,2010,,
MI,48840,2011,,
MI,48840,2012,,
MI,48840,2013,,
MI,48840,2014,,
MI,48840,2015,,
MI,48840,2005,,
MI,48840,2006,,
MI,48840,2007,,
MI,48840,2008,,
MI,48840,2009,,
MI,48840,2010,,
MI,48840,2011,,
MI,48840,2012,,
MI,48840,2013,,
MI,48840,2014,,
MI,48840,2015,,
MI,48840,2005,,
MI,48840,2006,,
MI,48840,2007,,
MI,48840,2008,,
MI,48840,2009,,
MI,48840,2010,,
MI,48840,2011,,
MI,48840,2012,,
MI,48840,2013,,
MI,48840,2014,,
MI,48840,2015,,
MI,48841,2005,,
MI,48841,2006,,
MI,48841,2007,,
MI,48841,2008,,
MI,48841,2009,,
MI,48841,2010,,
MI,48841,2011,,
MI,48841,2012,,
MI,48841,2013,,
MI,48841,2014,,
MI,48841,2015,,
MI,48841,2005,,
MI,48841,2006,,
MI,48841,2007,,
MI,48841,2008,,
MI,48841,2009,,
MI,48841,2010,,
MI,48841,2011,,
MI,48841,2012,,
MI,48841,2013,,
MI,48841,2014,,
MI,48841,2015,,
MI,48842,2005,,
MI,48842,2006,,
MI,48842,2007,,
MI,48842,2008,,
MI,48842,2009,,
MI,48842,2010,,
MI,48842,2011,,
MI,48842,2012,,
MI,48842,2013,,
MI,48842,2014,,
MI,48842,2015,,
MI,48842,2005,,
MI,48842,2006,,
MI,48842,2007,,
MI,48842,2008,,
MI,48842,2009,,
MI,48842,2010,,
MI,48842,2011,,
MI,48842,2012,,
MI,48842,2013,,
MI,48842,2014,,
MI,48842,2015,,
MI,48843,2005,,
MI,48843,2006,,
MI,48843,2007,,
MI,48843,2008,,
MI,48843,2009,,
MI,48843,2010,,
MI,48843,2011,,
MI,48843,2012,,
MI,48843,2013,,
MI,48843,2014,,
MI,48843,2015,,
MI,48844,2005,,
MI,48844,2006,,
MI,48844,2007,,
MI,48844,2008,,
MI,48844,2009,,
MI,48844,2010,,
MI,48844,2011,,
MI,48844,2012,,
MI,48844,2013,,
MI,48844,2014,,
MI,48844,2015,,
MI,48845,2005,,
MI,48845,2006,,
MI,48845,2007,,
MI,48845,2008,,
MI,48845,2009,,
MI,48845,2010,,
MI,48845,2011,,
MI,48845,2012,,
MI,48845,2013,,
MI,48845,2014,,
MI,48845,2015,,
